,"(mm) Precipitation (gridMET) at -78.2999E,34.0820N, 2015-01-01 to 2026-03-20"
20/11/2018,0.6
21/11/2018,0
22/11/2018,0
23/11/2018,3.1
24/11/2018,43.7
25/11/2018,0
26/11/2018,4.1
27/11/2018,0
28/11/2018,0
29/11/2018,0
30/11/2018,0
1/12/2018,15.9
2/12/2018,3.2
3/12/2018,0.3
4/12/2018,0
5/12/2018,0
6/12/2018,0
7/12/2018,0.4
8/12/2018,25.5
9/12/2018,23.9
10/12/2018,1.8
11/12/2018,0
12/12/2018,0
13/12/2018,1.2
14/12/2018,73.7
15/12/2018,6.2
16/12/2018,0
17/12/2018,0
18/12/2018,0
19/12/2018,0
20/12/2018,20.2
21/12/2018,0.3
22/12/2018,0
23/12/2018,0
24/12/2018,0
25/12/2018,0
26/12/2018,0
27/12/2018,4.2
28/12/2018,28.6
29/12/2018,0.5
30/12/2018,3.1
31/12/2018,0.4
1/01/2019,8.4
2/01/2019,1.2
3/01/2019,1.5
4/01/2019,4.2
5/01/2019,0
6/01/2019,0
7/01/2019,0
8/01/2019,0
9/01/2019,0
10/01/2019,0
11/01/2019,0
12/01/2019,0
13/01/2019,2.1
14/01/2019,0
15/01/2019,0
16/01/2019,0
17/01/2019,0.9
18/01/2019,0
19/01/2019,7.4
20/01/2019,0
21/01/2019,0
22/01/2019,0
23/01/2019,35.3
24/01/2019,6.2
25/01/2019,0
26/01/2019,0
27/01/2019,0
28/01/2019,0
29/01/2019,0
30/01/2019,0
31/01/2019,0
1/02/2019,0
2/02/2019,6.2
3/02/2019,1.4
4/02/2019,0
5/02/2019,0
6/02/2019,0
7/02/2019,0
8/02/2019,0
9/02/2019,0
10/02/2019,0
11/02/2019,7.1
12/02/2019,1.7
13/02/2019,0
14/02/2019,0
15/02/2019,4.8
16/02/2019,3.4
17/02/2019,0
18/02/2019,0
19/02/2019,1.4
20/02/2019,8.2
21/02/2019,0.3
22/02/2019,2
23/02/2019,0
24/02/2019,0
25/02/2019,0
26/02/2019,0
27/02/2019,0
28/02/2019,0
1/03/2019,7.6
2/03/2019,1.4
3/03/2019,25.9
4/03/2019,5.9
5/03/2019,2.8
6/03/2019,0
7/03/2019,0
8/03/2019,3.4
9/03/2019,0
10/03/2019,0
11/03/2019,1.1
12/03/2019,0
13/03/2019,0
14/03/2019,0
15/03/2019,0
16/03/2019,0
17/03/2019,0
18/03/2019,0
19/03/2019,0
20/03/2019,8.4
21/03/2019,0.8
22/03/2019,0
23/03/2019,0
24/03/2019,0
25/03/2019,0.4
26/03/2019,1
27/03/2019,0
28/03/2019,0
29/03/2019,0
30/03/2019,0
31/03/2019,1
1/04/2019,6.5
2/04/2019,20.7
3/04/2019,0
4/04/2019,0
5/04/2019,30
6/04/2019,0
7/04/2019,0
8/04/2019,1
9/04/2019,0.4
10/04/2019,0
11/04/2019,1.3
12/04/2019,17.6
13/04/2019,4.9
14/04/2019,7.2
15/04/2019,0
16/04/2019,0
17/04/2019,0
18/04/2019,1
19/04/2019,39.1
20/04/2019,0
21/04/2019,0
22/04/2019,0
23/04/2019,0
24/04/2019,0
25/04/2019,0
26/04/2019,0
27/04/2019,0
28/04/2019,0
29/04/2019,0
30/04/2019,0
1/05/2019,0
2/05/2019,0
3/05/2019,3.9
4/05/2019,5.1
5/05/2019,0
6/05/2019,0
7/05/2019,0
8/05/2019,0
9/05/2019,0
10/05/2019,0
11/05/2019,0
12/05/2019,9.3
13/05/2019,0
14/05/2019,0
15/05/2019,0
16/05/2019,0
17/05/2019,0
18/05/2019,0
19/05/2019,0
20/05/2019,0
21/05/2019,0
22/05/2019,0
23/05/2019,0
24/05/2019,0
25/05/2019,0
26/05/2019,0
27/05/2019,0
28/05/2019,0
29/05/2019,0
30/05/2019,0
31/05/2019,12
1/06/2019,0
2/06/2019,0
3/06/2019,0
4/06/2019,0
5/06/2019,1.5
6/06/2019,1.2
7/06/2019,18.5
8/06/2019,53.3
9/06/2019,0.5
10/06/2019,0
11/06/2019,0
12/06/2019,2.5
13/06/2019,0
14/06/2019,0
15/06/2019,0
16/06/2019,0
17/06/2019,0
18/06/2019,2.7
19/06/2019,0
20/06/2019,14
21/06/2019,0.4
22/06/2019,3.6
23/06/2019,0.5
24/06/2019,0
25/06/2019,0
26/06/2019,0
27/06/2019,0
28/06/2019,0
29/06/2019,0
30/06/2019,0
1/07/2019,0
2/07/2019,0
3/07/2019,15.5
4/07/2019,12.7
5/07/2019,20.8
6/07/2019,0.4
7/07/2019,0
8/07/2019,4.7
9/07/2019,29.5
10/07/2019,20.9
11/07/2019,0.3
12/07/2019,0
13/07/2019,32.3
14/07/2019,0
15/07/2019,0
16/07/2019,2
17/07/2019,0
18/07/2019,3
19/07/2019,0
20/07/2019,0
21/07/2019,0
22/07/2019,0
23/07/2019,11.8
24/07/2019,0
25/07/2019,0
26/07/2019,0
27/07/2019,0
28/07/2019,0
29/07/2019,0
30/07/2019,0
31/07/2019,0.4
1/08/2019,8.7
2/08/2019,7
3/08/2019,0
4/08/2019,0
5/08/2019,9.7
6/08/2019,0
7/08/2019,0
8/08/2019,0
9/08/2019,0
10/08/2019,5.1
11/08/2019,2
12/08/2019,0
13/08/2019,0
14/08/2019,4.8
15/08/2019,48.7
16/08/2019,14.8
17/08/2019,59.1
18/08/2019,0
19/08/2019,0
20/08/2019,0.4
21/08/2019,0
22/08/2019,0
23/08/2019,0
24/08/2019,0.7
25/08/2019,0
26/08/2019,0
27/08/2019,0
28/08/2019,0
29/08/2019,0
30/08/2019,0
31/08/2019,0
1/09/2019,0
2/09/2019,0.4
3/09/2019,0
4/09/2019,29.6
5/09/2019,113.2
6/09/2019,0
7/09/2019,0
8/09/2019,0
9/09/2019,0
10/09/2019,0
11/09/2019,0
12/09/2019,0
13/09/2019,2.3
14/09/2019,0
15/09/2019,0
16/09/2019,0
17/09/2019,0
18/09/2019,0
19/09/2019,0
20/09/2019,0
21/09/2019,0
22/09/2019,0
23/09/2019,0
24/09/2019,0
25/09/2019,0
26/09/2019,0
27/09/2019,0
28/09/2019,0
29/09/2019,0
30/09/2019,0
1/10/2019,0
2/10/2019,0
3/10/2019,0
4/10/2019,0
5/10/2019,0.3
6/10/2019,0
7/10/2019,0.3
8/10/2019,0
9/10/2019,0
10/10/2019,0
11/10/2019,0
12/10/2019,0
13/10/2019,22.2
14/10/2019,0
15/10/2019,4.2
16/10/2019,11
17/10/2019,0
18/10/2019,0
19/10/2019,39.9
20/10/2019,0
21/10/2019,0
22/10/2019,0
23/10/2019,0
24/10/2019,0
25/10/2019,0
26/10/2019,9.1
27/10/2019,0.7
28/10/2019,0
29/10/2019,1.1
30/10/2019,0
31/10/2019,5.7
1/11/2019,0
2/11/2019,0
3/11/2019,0
4/11/2019,1
5/11/2019,35.4
6/11/2019,0
7/11/2019,32.7
8/11/2019,0
9/11/2019,0
10/11/2019,0
11/11/2019,0
12/11/2019,9.8
13/11/2019,0
14/11/2019,18.6
15/11/2019,21.1
16/11/2019,8.5
17/11/2019,0
18/11/2019,0.6
19/11/2019,0
20/11/2019,0
21/11/2019,0
22/11/2019,0
23/11/2019,8.3
24/11/2019,0
25/11/2019,0
26/11/2019,0
27/11/2019,0
28/11/2019,0
29/11/2019,0
30/11/2019,0
1/12/2019,16.1
2/12/2019,0
3/12/2019,0
4/12/2019,0
5/12/2019,0
6/12/2019,0.9
7/12/2019,0
8/12/2019,9.1
9/12/2019,0
10/12/2019,0
11/12/2019,0
12/12/2019,0
13/12/2019,27.5
14/12/2019,0
15/12/2019,0
16/12/2019,0
17/12/2019,0
18/12/2019,0
19/12/2019,0
20/12/2019,0
21/12/2019,0
22/12/2019,12
23/12/2019,32.9
24/12/2019,0
25/12/2019,0
26/12/2019,0
27/12/2019,0
28/12/2019,0
29/12/2019,8.9
30/12/2019,0.3
31/12/2019,0
1/01/2020,0
2/01/2020,0
3/01/2020,5.2
4/01/2020,6.9
5/01/2020,0
6/01/2020,0
7/01/2020,0
8/01/2020,0
9/01/2020,0
10/01/2020,0
11/01/2020,2.5
12/01/2020,0.4
13/01/2020,4.7
14/01/2020,0
15/01/2020,1.3
16/01/2020,1.6
17/01/2020,0
18/01/2020,0
19/01/2020,0
20/01/2020,0
21/01/2020,0
22/01/2020,0
23/01/2020,0
24/01/2020,8.6
25/01/2020,0
26/01/2020,0.4
27/01/2020,0.6
28/01/2020,0
29/01/2020,1.9
30/01/2020,0.3
31/01/2020,26.1
1/02/2020,0.7
2/02/2020,0
3/02/2020,0
4/02/2020,0
5/02/2020,0
6/02/2020,64.1
7/02/2020,0
8/02/2020,0
9/02/2020,0
10/02/2020,1.4
11/02/2020,0
12/02/2020,0
13/02/2020,6
14/02/2020,0
15/02/2020,0
16/02/2020,6.2
17/02/2020,0
18/02/2020,14.4
19/02/2020,2.9
20/02/2020,38
21/02/2020,0
22/02/2020,0
23/02/2020,0
24/02/2020,8.7
25/02/2020,13.6
26/02/2020,5
27/02/2020,0
28/02/2020,0
29/02/2020,0
1/03/2020,0
2/03/2020,13.6
3/03/2020,1.2
4/03/2020,10.7
5/03/2020,34.4
6/03/2020,0
7/03/2020,0
8/03/2020,0
9/03/2020,0
10/03/2020,0
11/03/2020,0
12/03/2020,0
13/03/2020,0
14/03/2020,0
15/03/2020,0
16/03/2020,0
17/03/2020,14
18/03/2020,0
19/03/2020,0
20/03/2020,0
21/03/2020,0
22/03/2020,1.8
23/03/2020,10.6
24/03/2020,40
25/03/2020,0.4
26/03/2020,0
27/03/2020,0
28/03/2020,0
29/03/2020,0
30/03/2020,0
31/03/2020,19.7
1/04/2020,0
2/04/2020,0
3/04/2020,0
4/04/2020,0
5/04/2020,0
6/04/2020,2.9
7/04/2020,0
8/04/2020,3.1
9/04/2020,0
10/04/2020,0
11/04/2020,0
12/04/2020,0.4
13/04/2020,27.7
14/04/2020,0
15/04/2020,6.7
16/04/2020,0
17/04/2020,0
18/04/2020,0
19/04/2020,11.1
20/04/2020,4.4
21/04/2020,0
22/04/2020,0
23/04/2020,16.2
24/04/2020,0
25/04/2020,5.9
26/04/2020,0
27/04/2020,0
28/04/2020,0
29/04/2020,1.3
30/04/2020,31.8
1/05/2020,0
2/05/2020,0
3/05/2020,0
4/05/2020,5.2
5/05/2020,11.1
6/05/2020,0.9
7/05/2020,0
8/05/2020,0
9/05/2020,0
10/05/2020,0
11/05/2020,0
12/05/2020,0
13/05/2020,0
14/05/2020,0
15/05/2020,0
16/05/2020,0
17/05/2020,2.9
18/05/2020,24
19/05/2020,4
20/05/2020,103
21/05/2020,5.7
22/05/2020,19.5
23/05/2020,0
24/05/2020,0.3
25/05/2020,0
26/05/2020,1.4
27/05/2020,30.1
28/05/2020,13.1
29/05/2020,1.5
30/05/2020,5.7
31/05/2020,0
1/06/2020,0
2/06/2020,0
3/06/2020,0
4/06/2020,11.3
5/06/2020,0.9
6/06/2020,0
7/06/2020,27.6
8/06/2020,5.1
9/06/2020,0
10/06/2020,1.2
11/06/2020,3.7
12/06/2020,79.4
13/06/2020,7.8
14/06/2020,13.3
15/06/2020,19.7
16/06/2020,1.5
17/06/2020,0
18/06/2020,0
19/06/2020,4
20/06/2020,1.6
21/06/2020,0
22/06/2020,0
23/06/2020,1.5
24/06/2020,0
25/06/2020,10.3
26/06/2020,0
27/06/2020,0
28/06/2020,5.7
29/06/2020,0
30/06/2020,13.2
1/07/2020,0.5
2/07/2020,14.1
3/07/2020,0
4/07/2020,40.5
5/07/2020,0
6/07/2020,1.7
7/07/2020,35.2
8/07/2020,3.8
9/07/2020,0.5
10/07/2020,2.5
11/07/2020,6.7
12/07/2020,1.8
13/07/2020,1.9
14/07/2020,0
15/07/2020,46.7
16/07/2020,0
17/07/2020,0
18/07/2020,0
19/07/2020,0
20/07/2020,0
21/07/2020,0
22/07/2020,0
23/07/2020,0
24/07/2020,3.1
25/07/2020,0
26/07/2020,0
27/07/2020,0
28/07/2020,6.5
29/07/2020,3.3
30/07/2020,0.9
31/07/2020,0
1/08/2020,23.6
2/08/2020,12
3/08/2020,103.3
4/08/2020,0
5/08/2020,7.5
6/08/2020,4.4
7/08/2020,7.5
8/08/2020,4.7
9/08/2020,0
10/08/2020,3.8
11/08/2020,0
12/08/2020,2
13/08/2020,8.6
14/08/2020,7.8
15/08/2020,24.3
16/08/2020,0.6
17/08/2020,0
18/08/2020,0
19/08/2020,3.8
20/08/2020,3
21/08/2020,3.5
22/08/2020,0
23/08/2020,26.6
24/08/2020,4.9
25/08/2020,0
26/08/2020,0
27/08/2020,0
28/08/2020,0
29/08/2020,0
30/08/2020,0
31/08/2020,0
1/09/2020,5.1
2/09/2020,12
3/09/2020,0
4/09/2020,0
5/09/2020,0
6/09/2020,0
7/09/2020,0
8/09/2020,7
9/09/2020,18.7
10/09/2020,1.6
11/09/2020,27.4
12/09/2020,0
13/09/2020,0
14/09/2020,0
15/09/2020,0
16/09/2020,15.8
17/09/2020,93
18/09/2020,0.3
19/09/2020,0
20/09/2020,0
21/09/2020,0
22/09/2020,0
23/09/2020,0
24/09/2020,0
25/09/2020,13
26/09/2020,0
27/09/2020,0.7
28/09/2020,1.5
29/09/2020,4.9
30/09/2020,0
1/10/2020,0
2/10/2020,0
3/10/2020,1.5
4/10/2020,1.4
5/10/2020,0
6/10/2020,0
7/10/2020,0
8/10/2020,0
9/10/2020,0
10/10/2020,42.5
11/10/2020,21.3
12/10/2020,0
13/10/2020,0
14/10/2020,0
15/10/2020,1.8
16/10/2020,2.9
17/10/2020,0
18/10/2020,0
19/10/2020,0
20/10/2020,3.5
21/10/2020,0
22/10/2020,0
23/10/2020,0
24/10/2020,9.9
25/10/2020,17.3
26/10/2020,0
27/10/2020,0
28/10/2020,0
29/10/2020,0
30/10/2020,0
31/10/2020,0
1/11/2020,10
2/11/2020,0
3/11/2020,0
4/11/2020,0
5/11/2020,0.8
6/11/2020,0
7/11/2020,0
8/11/2020,2.4
9/11/2020,1.1
10/11/2020,0
11/11/2020,39.5
12/11/2020,103.2
13/11/2020,0
14/11/2020,0
15/11/2020,1.1
16/11/2020,0
17/11/2020,0
18/11/2020,0
19/11/2020,0
20/11/2020,0
21/11/2020,0
22/11/2020,0
23/11/2020,0
24/11/2020,0
25/11/2020,1.1
26/11/2020,5.8
27/11/2020,0.6
28/11/2020,1.8
29/11/2020,31
30/11/2020,3.8
1/12/2020,0
2/12/2020,0
3/12/2020,0
4/12/2020,5.5
5/12/2020,0
6/12/2020,0.7
7/12/2020,1
8/12/2020,0
9/12/2020,0
10/12/2020,0
11/12/2020,0
12/12/2020,2.6
13/12/2020,1.4
14/12/2020,1.3
15/12/2020,1.8
16/12/2020,9
17/12/2020,0
18/12/2020,0
19/12/2020,0
20/12/2020,25.1
21/12/2020,0
22/12/2020,0
23/12/2020,0
24/12/2020,19.8
25/12/2020,0
26/12/2020,0
27/12/2020,0
28/12/2020,0
29/12/2020,0
30/12/2020,0
31/12/2020,26.3
1/01/2021,6.4
2/01/2021,5.4
3/01/2021,0.6
4/01/2021,0
5/01/2021,4.5
6/01/2021,0
7/01/2021,15.5
8/01/2021,1.3
9/01/2021,0
10/01/2021,0
11/01/2021,11.2
12/01/2021,2
13/01/2021,3.2
14/01/2021,0
15/01/2021,8.4
16/01/2021,0
17/01/2021,0
18/01/2021,0
19/01/2021,0
20/01/2021,0
21/01/2021,0
22/01/2021,0
23/01/2021,0
24/01/2021,0.7
25/01/2021,4.8
26/01/2021,4.3
27/01/2021,16
28/01/2021,0
29/01/2021,0
30/01/2021,0
31/01/2021,41.3
1/02/2021,3.4
2/02/2021,0
3/02/2021,0
4/02/2021,0
5/02/2021,3.4
6/02/2021,23
7/02/2021,0.4
8/02/2021,0
9/02/2021,0.7
10/02/2021,2.3
11/02/2021,4
12/02/2021,15.1
13/02/2021,17.9
14/02/2021,28
15/02/2021,10.9
16/02/2021,0
17/02/2021,0
18/02/2021,33.2
19/02/2021,14.8
20/02/2021,0
21/02/2021,1.4
22/02/2021,0
23/02/2021,0
24/02/2021,0
25/02/2021,0
26/02/2021,0
27/02/2021,9.7
28/02/2021,0
1/03/2021,0
2/03/2021,6.1
3/03/2021,4.6
4/03/2021,0
5/03/2021,0
6/03/2021,0
7/03/2021,0
8/03/2021,0
9/03/2021,0
10/03/2021,0
11/03/2021,0
12/03/2021,0
13/03/2021,0.5
14/03/2021,0
15/03/2021,0
16/03/2021,25.3
17/03/2021,0
18/03/2021,0
19/03/2021,0
20/03/2021,2.3
21/03/2021,0
22/03/2021,0
23/03/2021,1.8
24/03/2021,0
25/03/2021,0
26/03/2021,0
27/03/2021,0
28/03/2021,6.6
29/03/2021,0
30/03/2021,0
31/03/2021,20.3
1/04/2021,0
2/04/2021,0
3/04/2021,0
4/04/2021,0
5/04/2021,0
6/04/2021,0
7/04/2021,0
8/04/2021,0
9/04/2021,1.9
10/04/2021,22.1
11/04/2021,0
12/04/2021,0
13/04/2021,0
14/04/2021,0
15/04/2021,0.6
16/04/2021,0
17/04/2021,0
18/04/2021,0
19/04/2021,0
20/04/2021,0
21/04/2021,0
22/04/2021,0
23/04/2021,0
24/04/2021,0.5
25/04/2021,2.1
26/04/2021,0
27/04/2021,0
28/04/2021,0
29/04/2021,0
30/04/2021,0
1/05/2021,0
2/05/2021,0
3/05/2021,1.6
4/05/2021,0.5
5/05/2021,0
6/05/2021,0
7/05/2021,0.8
8/05/2021,0
9/05/2021,0
10/05/2021,0
11/05/2021,0
12/05/2021,5.4
13/05/2021,0
14/05/2021,0
15/05/2021,0
16/05/2021,0
17/05/2021,0
18/05/2021,0
19/05/2021,0
20/05/2021,0
21/05/2021,0
22/05/2021,0
23/05/2021,0
24/05/2021,0
25/05/2021,0
26/05/2021,0
27/05/2021,0
28/05/2021,0
29/05/2021,4.7
30/05/2021,0
31/05/2021,0
1/06/2021,0
2/06/2021,25.5
3/06/2021,26.5
4/06/2021,12.7
5/06/2021,0.7
6/06/2021,2.3
7/06/2021,0
8/06/2021,0
9/06/2021,1.4
10/06/2021,2.4
11/06/2021,2.4
12/06/2021,11.8
13/06/2021,0
14/06/2021,0
15/06/2021,19.1
16/06/2021,0
17/06/2021,0
18/06/2021,0
19/06/2021,21.4
20/06/2021,22.9
21/06/2021,1.8
22/06/2021,1
23/06/2021,0
24/06/2021,0
25/06/2021,43.1
26/06/2021,4.6
27/06/2021,0
28/06/2021,13.5
29/06/2021,8.8
30/06/2021,0
1/07/2021,0
2/07/2021,18.8
3/07/2021,0
4/07/2021,0
5/07/2021,0
6/07/2021,0
7/07/2021,7.6
8/07/2021,38.5
9/07/2021,0
10/07/2021,0
11/07/2021,1.5
12/07/2021,7
13/07/2021,1.5
14/07/2021,0.6
15/07/2021,0.5
16/07/2021,0
17/07/2021,0.8
18/07/2021,28.7
19/07/2021,57.6
20/07/2021,1.5
21/07/2021,0.4
22/07/2021,0
23/07/2021,0
24/07/2021,0
25/07/2021,1.1
26/07/2021,2.9
27/07/2021,14.1
28/07/2021,0
29/07/2021,0
30/07/2021,0
31/07/2021,0.9
1/08/2021,23.7
2/08/2021,15.6
3/08/2021,66.2
4/08/2021,0.5
5/08/2021,0.5
6/08/2021,22.3
7/08/2021,10.6
8/08/2021,0
9/08/2021,0
10/08/2021,0
11/08/2021,0
12/08/2021,0
13/08/2021,0
14/08/2021,0
15/08/2021,1.4
16/08/2021,3
17/08/2021,45.3
18/08/2021,0
19/08/2021,0
20/08/2021,18.8
21/08/2021,3.1
22/08/2021,3.7
23/08/2021,0
24/08/2021,1.3
25/08/2021,0
26/08/2021,0
27/08/2021,0
28/08/2021,0
29/08/2021,0
30/08/2021,0
31/08/2021,0
1/09/2021,0.9
2/09/2021,0.3
3/09/2021,0
4/09/2021,0
5/09/2021,0
6/09/2021,0.3
7/09/2021,14.8
8/09/2021,2.1
9/09/2021,8.9
10/09/2021,0
11/09/2021,0
12/09/2021,0
13/09/2021,0
14/09/2021,0
15/09/2021,0.8
16/09/2021,0
17/09/2021,0.5
18/09/2021,17.3
19/09/2021,0
20/09/2021,6.7
21/09/2021,76.8
22/09/2021,46.9
23/09/2021,0
24/09/2021,0
25/09/2021,0
26/09/2021,0
27/09/2021,0
28/09/2021,0
29/09/2021,0
30/09/2021,1.2
1/10/2021,0
2/10/2021,0
3/10/2021,1.9
4/10/2021,0.4
5/10/2021,5.6
6/10/2021,0.9
7/10/2021,3.3
8/10/2021,0
9/10/2021,63.6
10/10/2021,0
11/10/2021,0
12/10/2021,0
13/10/2021,0
14/10/2021,0
15/10/2021,0
16/10/2021,0
17/10/2021,0
18/10/2021,0
19/10/2021,0
20/10/2021,0
21/10/2021,0
22/10/2021,0
23/10/2021,0
24/10/2021,0.6
25/10/2021,1.5
26/10/2021,0
27/10/2021,0
28/10/2021,7.3
29/10/2021,0
30/10/2021,0
31/10/2021,0
1/11/2021,0
2/11/2021,0
3/11/2021,0
4/11/2021,0
5/11/2021,0
6/11/2021,15.8
7/11/2021,0
8/11/2021,0
9/11/2021,0
10/11/2021,0
11/11/2021,15.8
12/11/2021,0
13/11/2021,0
14/11/2021,0
15/11/2021,0
16/11/2021,0
17/11/2021,0
18/11/2021,0
19/11/2021,0
20/11/2021,0
21/11/2021,0
22/11/2021,1.1
23/11/2021,0
24/11/2021,0
25/11/2021,3.4
26/11/2021,0.6
27/11/2021,0
28/11/2021,0
29/11/2021,0
30/11/2021,0
1/12/2021,0
2/12/2021,0
3/12/2021,0
4/12/2021,0
5/12/2021,0
6/12/2021,0
7/12/2021,0
8/12/2021,23
9/12/2021,0
10/12/2021,0.9
11/12/2021,9.7
12/12/2021,0
13/12/2021,0
14/12/2021,0
15/12/2021,0
16/12/2021,0
17/12/2021,0
18/12/2021,0.9
19/12/2021,3
20/12/2021,0
21/12/2021,24.9
22/12/2021,0
23/12/2021,0
24/12/2021,0
25/12/2021,0
26/12/2021,0
27/12/2021,0
28/12/2021,0
29/12/2021,0.4
30/12/2021,0.9
31/12/2021,0
1/01/2022,0
2/01/2022,34.2
3/01/2022,0.4
4/01/2022,0
5/01/2022,3
6/01/2022,0
7/01/2022,0
8/01/2022,0
9/01/2022,3.8
10/01/2022,0
11/01/2022,0
12/01/2022,0
13/01/2022,0
14/01/2022,0
15/01/2022,5.7
16/01/2022,50.6
17/01/2022,0
18/01/2022,0
19/01/2022,0
20/01/2022,4.8
21/01/2022,8.4
22/01/2022,0
23/01/2022,0
24/01/2022,0
25/01/2022,0.5
26/01/2022,0
27/01/2022,0
28/01/2022,1.4
29/01/2022,0.7
30/01/2022,0
31/01/2022,0
1/02/2022,0
2/02/2022,0
3/02/2022,1.4
4/02/2022,12.1
5/02/2022,0
6/02/2022,0.5
7/02/2022,3.5
8/02/2022,0
9/02/2022,0
10/02/2022,0
11/02/2022,0
12/02/2022,0
13/02/2022,1.3
14/02/2022,0
15/02/2022,0
16/02/2022,0
17/02/2022,4.6
18/02/2022,2.2
19/02/2022,0
20/02/2022,0
21/02/2022,1.5
22/02/2022,0
23/02/2022,0
24/02/2022,0
25/02/2022,0
26/02/2022,0
27/02/2022,10.4
28/02/2022,0
1/03/2022,0
2/03/2022,0
3/03/2022,0
4/03/2022,0
5/03/2022,0
6/03/2022,0
7/03/2022,0
8/03/2022,6.4
9/03/2022,4.1
10/03/2022,0.5
11/03/2022,2.8
12/03/2022,3
13/03/2022,0
14/03/2022,0
15/03/2022,0
16/03/2022,4.4
17/03/2022,0
18/03/2022,0
19/03/2022,0
20/03/2022,0
21/03/2022,0
22/03/2022,0
23/03/2022,9.5
24/03/2022,25.4
25/03/2022,0
26/03/2022,0
27/03/2022,0
28/03/2022,0
29/03/2022,0
30/03/2022,0
31/03/2022,6.7
1/04/2022,0
2/04/2022,0
3/04/2022,0
4/04/2022,0
5/04/2022,26.4
6/04/2022,13.7
7/04/2022,1
8/04/2022,0
9/04/2022,0
10/04/2022,0
11/04/2022,0
12/04/2022,0
13/04/2022,0
14/04/2022,0
15/04/2022,0
16/04/2022,2.8
17/04/2022,3
18/04/2022,24.5
19/04/2022,0
20/04/2022,0
21/04/2022,0
22/04/2022,0
23/04/2022,0
24/04/2022,0
25/04/2022,0
26/04/2022,8.8
27/04/2022,0
28/04/2022,0
29/04/2022,0
30/04/2022,0
1/05/2022,0
2/05/2022,0
3/05/2022,0
4/05/2022,8.4
5/05/2022,3.3
6/05/2022,0
7/05/2022,0
8/05/2022,0
9/05/2022,0
10/05/2022,0
11/05/2022,0
12/05/2022,3.9
13/05/2022,5.3
14/05/2022,0.9
15/05/2022,0
16/05/2022,19.2
17/05/2022,0
18/05/2022,0
19/05/2022,0
20/05/2022,0
21/05/2022,0
22/05/2022,4.1
23/05/2022,0
24/05/2022,6.3
25/05/2022,0
26/05/2022,0
27/05/2022,13.5
28/05/2022,0
29/05/2022,1.9
30/05/2022,0
31/05/2022,0
1/06/2022,0
2/06/2022,0
3/06/2022,79.9
4/06/2022,1.9
5/06/2022,0
6/06/2022,0
7/06/2022,0
8/06/2022,1.4
9/06/2022,1.5
10/06/2022,0
11/06/2022,0.5
12/06/2022,63.2
13/06/2022,0
14/06/2022,0
15/06/2022,0
16/06/2022,1.5
17/06/2022,4.7
18/06/2022,0
19/06/2022,0
20/06/2022,0
21/06/2022,0
22/06/2022,0.4
23/06/2022,0
24/06/2022,0
25/06/2022,0
26/06/2022,0
27/06/2022,10
28/06/2022,0.6
29/06/2022,1.7
30/06/2022,1.1
1/07/2022,17
2/07/2022,2
3/07/2022,1.6
4/07/2022,2.5
5/07/2022,0
6/07/2022,0
7/07/2022,0
8/07/2022,16.9
9/07/2022,0
10/07/2022,8.8
11/07/2022,0.5
12/07/2022,1.2
13/07/2022,1.3
14/07/2022,15.9
15/07/2022,33.3
16/07/2022,0
17/07/2022,1.9
18/07/2022,16.1
19/07/2022,9.5
20/07/2022,2.9
21/07/2022,0
22/07/2022,5.8
23/07/2022,19.7
24/07/2022,0
25/07/2022,0
26/07/2022,21.9
27/07/2022,0
28/07/2022,0
29/07/2022,0
30/07/2022,5.4
31/07/2022,6.5
1/08/2022,0
2/08/2022,0
3/08/2022,2.5
4/08/2022,0
5/08/2022,9.5
6/08/2022,0
7/08/2022,20.3
8/08/2022,0.4
9/08/2022,0
10/08/2022,0
11/08/2022,0
12/08/2022,6.6
13/08/2022,0
14/08/2022,0
15/08/2022,42.6
16/08/2022,0
17/08/2022,0
18/08/2022,0.4
19/08/2022,30.7
20/08/2022,0
21/08/2022,34.5
22/08/2022,4.4
23/08/2022,0
24/08/2022,0
25/08/2022,2.5
26/08/2022,9.6
27/08/2022,0
28/08/2022,1.7
29/08/2022,23.9
30/08/2022,13
31/08/2022,0
1/09/2022,0
2/09/2022,0
3/09/2022,0
4/09/2022,0
5/09/2022,0
6/09/2022,0
7/09/2022,23.8
8/09/2022,0
9/09/2022,0.9
10/09/2022,7.7
11/09/2022,16.5
12/09/2022,0.3
13/09/2022,0
14/09/2022,0
15/09/2022,0
16/09/2022,0
17/09/2022,0
18/09/2022,0
19/09/2022,0
20/09/2022,0
21/09/2022,0
22/09/2022,1.8
23/09/2022,0
24/09/2022,0
25/09/2022,0
26/09/2022,3.4
27/09/2022,0
28/09/2022,0
29/09/2022,27.8
30/09/2022,30
1/10/2022,0
2/10/2022,0
3/10/2022,0
4/10/2022,0
5/10/2022,0
6/10/2022,0
7/10/2022,0
8/10/2022,0
9/10/2022,0
10/10/2022,0
11/10/2022,0
12/10/2022,32.8
13/10/2022,4.9
14/10/2022,0
15/10/2022,0
16/10/2022,0
17/10/2022,0
18/10/2022,0
19/10/2022,0
20/10/2022,0
21/10/2022,0
22/10/2022,0
23/10/2022,0
24/10/2022,0
25/10/2022,0
26/10/2022,0
27/10/2022,0
28/10/2022,15.3
29/10/2022,1.5
30/10/2022,0
31/10/2022,0
1/11/2022,0
2/11/2022,0
