,"(mm) Precipitation (gridMET) at -77.4705E,34.6437N, 2015-01-01 to 2026-03-23"
"2018-07-05",1.9
"2018-07-06",0
"2018-07-07",0
"2018-07-08",0
"2018-07-09",0
"2018-07-10",0
"2018-07-11",0
"2018-07-12",8.3
"2018-07-13",0
"2018-07-14",0
"2018-07-15",0
"2018-07-16",0
"2018-07-17",1.2
"2018-07-18",8.1
"2018-07-19",0
"2018-07-20",47.6
"2018-07-21",0.6
"2018-07-22",3
"2018-07-23",44.2
"2018-07-24",38.6
"2018-07-25",27.2
"2018-07-26",5
"2018-07-27",19.6
"2018-07-28",28
"2018-07-29",10.9
"2018-07-30",21
"2018-07-31",5.6
"2018-08-01",0.5
"2018-08-02",35.4
"2018-08-03",12.2
"2018-08-04",21.4
"2018-08-05",10.3
"2018-08-06",0
"2018-08-07",11.9
"2018-08-08",5.6
"2018-08-09",0
"2018-08-10",0
"2018-08-11",54.2
"2018-08-12",1.9
"2018-08-13",3.6
"2018-08-14",0.7
"2018-08-15",0
"2018-08-16",6.2
"2018-08-17",0
"2018-08-18",0.8
"2018-08-19",0.3
"2018-08-20",0.4
"2018-08-21",13.3
"2018-08-22",7.1
"2018-08-23",0
"2018-08-24",0
"2018-08-25",0
"2018-08-26",0
"2018-08-27",0
"2018-08-28",1.2
"2018-08-29",0
"2018-08-30",0
"2018-08-31",0
"2018-09-01",0
"2018-09-02",0.3
"2018-09-03",0.9
"2018-09-04",0
"2018-09-05",0
"2018-09-06",4
"2018-09-07",0
"2018-09-08",0
"2018-09-09",4.4
"2018-09-10",0.5
"2018-09-11",7.1
"2018-09-12",5
"2018-09-13",140.1
"2018-09-14",236.3
"2018-09-15",168.3
"2018-09-16",22.9
"2018-09-17",5.2
"2018-09-18",1.6
"2018-09-19",0
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0
"2018-09-23",0
"2018-09-24",1.9
"2018-09-25",5.7
"2018-09-26",0
"2018-09-27",0
"2018-09-28",0.9
"2018-09-29",0
"2018-09-30",0
"2018-10-01",0
"2018-10-02",0
"2018-10-03",0
"2018-10-04",0
"2018-10-05",0
"2018-10-06",7.7
"2018-10-07",0
"2018-10-08",0
"2018-10-09",3
"2018-10-10",7.6
"2018-10-11",4.4
"2018-10-12",0
"2018-10-13",0
"2018-10-14",0
"2018-10-15",0
"2018-10-16",8.3
"2018-10-17",0.7
"2018-10-18",0
"2018-10-19",0
"2018-10-20",1.4
"2018-10-21",0
"2018-10-22",0
"2018-10-23",0
"2018-10-24",0
"2018-10-25",0
"2018-10-26",42
"2018-10-27",0.3
"2018-10-28",0
"2018-10-29",0
"2018-10-30",0
"2018-10-31",0
"2018-11-01",9.2
"2018-11-02",11.6
"2018-11-03",0
"2018-11-04",15.4
"2018-11-05",3.7
"2018-11-06",0.5
"2018-11-07",16.5
"2018-11-08",0.4
"2018-11-09",3
"2018-11-10",0
"2018-11-11",0.3
"2018-11-12",38.8
"2018-11-13",1.1
"2018-11-14",10.1
"2018-11-15",8.6
"2018-11-16",0
"2018-11-17",0
"2018-11-18",1.1
"2018-11-19",4.5
"2018-11-20",0
"2018-11-21",0
"2018-11-22",0
"2018-11-23",0.5
"2018-11-24",14.1
"2018-11-25",0
"2018-11-26",0.6
"2018-11-27",0
"2018-11-28",0
"2018-11-29",0
"2018-11-30",0
"2018-12-01",12.4
"2018-12-02",0
"2018-12-03",0
"2018-12-04",0
"2018-12-05",0
"2018-12-06",0
"2018-12-07",0
"2018-12-08",16.7
"2018-12-09",30.3
"2018-12-10",4.8
"2018-12-11",0
"2018-12-12",0
"2018-12-13",0
"2018-12-14",33.2
"2018-12-15",4.8
"2018-12-16",0
"2018-12-17",0
"2018-12-18",0
"2018-12-19",5.5
"2018-12-20",17.6
"2018-12-21",0
"2018-12-22",0
"2018-12-23",0
"2018-12-24",0
"2018-12-25",0
"2018-12-26",0
"2018-12-27",5.7
"2018-12-28",22.7
"2018-12-29",7.9
"2018-12-30",5.2
"2018-12-31",0
"2019-01-01",0.4
"2019-01-02",0
"2019-01-03",0.6
"2019-01-04",15.2
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",1.1
"2019-01-13",4.5
"2019-01-14",0
"2019-01-15",0
"2019-01-16",0
"2019-01-17",1.5
"2019-01-18",0
"2019-01-19",10.2
"2019-01-20",0
"2019-01-21",0
"2019-01-22",0
"2019-01-23",24.9
"2019-01-24",21.1
"2019-01-25",0
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",1.6
"2019-02-03",13.6
"2019-02-04",0.4
"2019-02-05",0
"2019-02-06",0
"2019-02-07",0
"2019-02-08",0
"2019-02-09",0
"2019-02-10",0
"2019-02-11",13.2
"2019-02-12",1.5
"2019-02-13",0
"2019-02-14",0
"2019-02-15",2.3
"2019-02-16",5.1
"2019-02-17",1.2
"2019-02-18",0.4
"2019-02-19",5.4
"2019-02-20",5.2
"2019-02-21",0
"2019-02-22",3.6
"2019-02-23",0.5
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0
"2019-02-27",0
"2019-02-28",0
"2019-03-01",13.8
"2019-03-02",0.7
"2019-03-03",21.8
"2019-03-04",5.8
"2019-03-05",1.8
"2019-03-06",0
"2019-03-07",0
"2019-03-08",4.4
"2019-03-09",0
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0
"2019-03-14",0
"2019-03-15",0
"2019-03-16",0
"2019-03-17",0
"2019-03-18",0
"2019-03-19",0
"2019-03-20",22.1
"2019-03-21",0.6
"2019-03-22",0
"2019-03-23",0
"2019-03-24",0
"2019-03-25",2
"2019-03-26",0.3
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0.6
"2019-04-01",3.6
"2019-04-02",22.3
"2019-04-03",0
"2019-04-04",0
"2019-04-05",9.4
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0.9
"2019-04-09",0
"2019-04-10",0
"2019-04-11",0
"2019-04-12",2.8
"2019-04-13",13.9
"2019-04-14",4.2
"2019-04-15",0
"2019-04-16",0
"2019-04-17",0
"2019-04-18",0
"2019-04-19",23.6
"2019-04-20",0
"2019-04-21",0
"2019-04-22",0
"2019-04-23",0
"2019-04-24",0
"2019-04-25",0
"2019-04-26",3.8
"2019-04-27",0
"2019-04-28",0
"2019-04-29",0
"2019-04-30",0
"2019-05-01",0
"2019-05-02",0
"2019-05-03",0
"2019-05-04",0.8
"2019-05-05",8.7
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0.6
"2019-05-12",27.3
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0
"2019-05-18",0
"2019-05-19",0
"2019-05-20",0
"2019-05-21",0
"2019-05-22",0
"2019-05-23",0
"2019-05-24",0
"2019-05-25",0
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0
"2019-05-30",0
"2019-05-31",9.7
"2019-06-01",1.1
"2019-06-02",0
"2019-06-03",0
"2019-06-04",0
"2019-06-05",0.5
"2019-06-06",0
"2019-06-07",9.7
"2019-06-08",26.3
"2019-06-09",4.8
"2019-06-10",7.2
"2019-06-11",1.3
"2019-06-12",6.3
"2019-06-13",0
"2019-06-14",0
"2019-06-15",0
"2019-06-16",0
"2019-06-17",0
"2019-06-18",5.8
"2019-06-19",0.4
"2019-06-20",1.1
"2019-06-21",0
"2019-06-22",0
"2019-06-23",1.2
"2019-06-24",0
"2019-06-25",0
"2019-06-26",0
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",0
"2019-07-01",0
"2019-07-02",0
"2019-07-03",36.2
"2019-07-04",3.2
"2019-07-05",22.6
"2019-07-06",2.3
"2019-07-07",3.2
"2019-07-08",24.1
"2019-07-09",7.2
"2019-07-10",0.4
"2019-07-11",8.9
"2019-07-12",8.2
"2019-07-13",23.9
"2019-07-14",0
"2019-07-15",0
"2019-07-16",0
"2019-07-17",0
"2019-07-18",2.7
"2019-07-19",0
"2019-07-20",0
"2019-07-21",0
"2019-07-22",0
"2019-07-23",1.4
"2019-07-24",0
"2019-07-25",0
"2019-07-26",0
"2019-07-27",0
"2019-07-28",0
"2019-07-29",0
"2019-07-30",0
"2019-07-31",0
"2019-08-01",3.9
"2019-08-02",17.2
"2019-08-03",0
"2019-08-04",0
"2019-08-05",4
"2019-08-06",0
"2019-08-07",2
"2019-08-08",0.7
"2019-08-09",0
"2019-08-10",53.5
"2019-08-11",0
"2019-08-12",0
"2019-08-13",0
"2019-08-14",1.3
"2019-08-15",8.1
"2019-08-16",31.4
"2019-08-17",46.8
"2019-08-18",0
"2019-08-19",4.5
"2019-08-20",0
"2019-08-21",0
"2019-08-22",0
"2019-08-23",0
"2019-08-24",0
"2019-08-25",0
"2019-08-26",0
"2019-08-27",0
"2019-08-28",0
"2019-08-29",0
"2019-08-30",0
"2019-08-31",0
"2019-09-01",11.7
"2019-09-02",2.1
"2019-09-03",1.1
"2019-09-04",12.9
"2019-09-05",135.2
"2019-09-06",1.7
"2019-09-07",0
"2019-09-08",0
"2019-09-09",54.7
"2019-09-10",0
"2019-09-11",0
"2019-09-12",0
"2019-09-13",0.3
"2019-09-14",0
"2019-09-15",0
"2019-09-16",0
"2019-09-17",0
"2019-09-18",0
"2019-09-19",0
"2019-09-20",0
"2019-09-21",0
"2019-09-22",0
"2019-09-23",0
"2019-09-24",0
"2019-09-25",0
"2019-09-26",0
"2019-09-27",0
"2019-09-28",0
"2019-09-29",0.6
"2019-09-30",0
"2019-10-01",0
"2019-10-02",0
"2019-10-03",0
"2019-10-04",0
"2019-10-05",0
"2019-10-06",0
"2019-10-07",0
"2019-10-08",0
"2019-10-09",0
"2019-10-10",0
"2019-10-11",0
"2019-10-12",0
"2019-10-13",19
"2019-10-14",0
"2019-10-15",4.5
"2019-10-16",5.3
"2019-10-17",0
"2019-10-18",0
"2019-10-19",18.1
"2019-10-20",0
"2019-10-21",0
"2019-10-22",0.3
"2019-10-23",0
"2019-10-24",0
"2019-10-25",0
"2019-10-26",1.9
"2019-10-27",5.6
"2019-10-28",0
"2019-10-29",1.8
"2019-10-30",0
"2019-10-31",9.6
"2019-11-01",0
"2019-11-02",0
"2019-11-03",0
"2019-11-04",0
"2019-11-05",7.2
"2019-11-06",0
"2019-11-07",16.5
"2019-11-08",0
"2019-11-09",0
"2019-11-10",0
"2019-11-11",0
"2019-11-12",14
"2019-11-13",0
"2019-11-14",18.7
"2019-11-15",16.1
"2019-11-16",12.2
"2019-11-17",0
"2019-11-18",0.5
"2019-11-19",0
"2019-11-20",0
"2019-11-21",0
"2019-11-22",0
"2019-11-23",11.7
"2019-11-24",0
"2019-11-25",0
"2019-11-26",0
"2019-11-27",0
"2019-11-28",0
"2019-11-29",0
"2019-11-30",8.7
"2019-12-01",15
"2019-12-02",0
"2019-12-03",0
"2019-12-04",0
"2019-12-05",0
"2019-12-06",1.4
"2019-12-07",0
"2019-12-08",15.3
"2019-12-09",0
"2019-12-10",0
"2019-12-11",0
"2019-12-12",0
"2019-12-13",13.8
"2019-12-14",0
"2019-12-15",0
"2019-12-16",0
"2019-12-17",0.6
"2019-12-18",0
"2019-12-19",0
"2019-12-20",0
"2019-12-21",0
"2019-12-22",6.1
"2019-12-23",11.6
"2019-12-24",0
"2019-12-25",0
"2019-12-26",0
"2019-12-27",0
"2019-12-28",0
"2019-12-29",6.1
"2019-12-30",2.2
"2019-12-31",0
"2020-01-01",0
"2020-01-02",0
"2020-01-03",5.3
"2020-01-04",5.9
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",0.9
"2020-01-12",0.4
"2020-01-13",4.7
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0.7
"2020-01-19",0
"2020-01-20",0
"2020-01-21",0
"2020-01-22",0
"2020-01-23",0
"2020-01-24",9.6
"2020-01-25",0
"2020-01-26",0
"2020-01-27",1
"2020-01-28",0
"2020-01-29",0
"2020-01-30",0
"2020-01-31",36.1
"2020-02-01",0.4
"2020-02-02",0
"2020-02-03",0
"2020-02-04",0.8
"2020-02-05",1.1
"2020-02-06",81.4
"2020-02-07",0
"2020-02-08",0
"2020-02-09",0
"2020-02-10",0
"2020-02-11",0.4
"2020-02-12",0
"2020-02-13",3.4
"2020-02-14",0
"2020-02-15",0
"2020-02-16",9.3
"2020-02-17",0
"2020-02-18",6.9
"2020-02-19",3.5
"2020-02-20",35.4
"2020-02-21",0
"2020-02-22",0
"2020-02-23",0
"2020-02-24",8.5
"2020-02-25",7.9
"2020-02-26",3.1
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0
"2020-03-02",2.3
"2020-03-03",0.6
"2020-03-04",4.3
"2020-03-05",37.8
"2020-03-06",0.4
"2020-03-07",0
"2020-03-08",0
"2020-03-09",0
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",5.3
"2020-03-15",0
"2020-03-16",1.5
"2020-03-17",5.1
"2020-03-18",0
"2020-03-19",0
"2020-03-20",0
"2020-03-21",0
"2020-03-22",0.9
"2020-03-23",3.1
"2020-03-24",16.8
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0
"2020-03-28",0
"2020-03-29",0
"2020-03-30",0
"2020-03-31",20.5
"2020-04-01",0
"2020-04-02",0
"2020-04-03",0
"2020-04-04",0
"2020-04-05",0
"2020-04-06",8.6
"2020-04-07",0
"2020-04-08",9.1
"2020-04-09",1.5
"2020-04-10",0
"2020-04-11",0
"2020-04-12",0.5
"2020-04-13",18.5
"2020-04-14",0
"2020-04-15",2.3
"2020-04-16",0
"2020-04-17",0
"2020-04-18",0
"2020-04-19",5.3
"2020-04-20",9.3
"2020-04-21",0
"2020-04-22",0
"2020-04-23",6.1
"2020-04-24",0
"2020-04-25",3.7
"2020-04-26",0
"2020-04-27",0
"2020-04-28",0
"2020-04-29",0
"2020-04-30",29.4
"2020-05-01",0
"2020-05-02",0
"2020-05-03",0
"2020-05-04",2.2
"2020-05-05",26.1
"2020-05-06",2
"2020-05-07",0
"2020-05-08",0.6
"2020-05-09",0
"2020-05-10",0
"2020-05-11",0
"2020-05-12",0
"2020-05-13",0
"2020-05-14",0
"2020-05-15",0
"2020-05-16",0
"2020-05-17",72.5
"2020-05-18",13.8
"2020-05-19",15.1
"2020-05-20",51.7
"2020-05-21",51.8
"2020-05-22",3.6
"2020-05-23",0
"2020-05-24",0
"2020-05-25",0
"2020-05-26",0.4
"2020-05-27",1.1
"2020-05-28",1.4
"2020-05-29",34.8
"2020-05-30",5.2
"2020-05-31",0
"2020-06-01",0
"2020-06-02",0
"2020-06-03",0
"2020-06-04",0
"2020-06-05",0
"2020-06-06",12.6
"2020-06-07",6.1
"2020-06-08",0
"2020-06-09",0
"2020-06-10",0
"2020-06-11",17.9
"2020-06-12",43.7
"2020-06-13",18.4
"2020-06-14",2
"2020-06-15",33.7
"2020-06-16",52.7
"2020-06-17",0
"2020-06-18",0
"2020-06-19",8
"2020-06-20",20.5
"2020-06-21",0
"2020-06-22",12
"2020-06-23",3.8
"2020-06-24",1.7
"2020-06-25",5.3
"2020-06-26",0
"2020-06-27",0
"2020-06-28",1.2
"2020-06-29",0
"2020-06-30",19.9
"2020-07-01",1.7
"2020-07-02",0
"2020-07-03",0
"2020-07-04",0
"2020-07-05",3.6
"2020-07-06",1.7
"2020-07-07",3.9
"2020-07-08",8.6
"2020-07-09",9.4
"2020-07-10",0
"2020-07-11",1.1
"2020-07-12",0.5
"2020-07-13",37.4
"2020-07-14",0
"2020-07-15",6
"2020-07-16",0
"2020-07-17",0
"2020-07-18",0
"2020-07-19",0
"2020-07-20",0
"2020-07-21",0
"2020-07-22",0
"2020-07-23",0
"2020-07-24",0
"2020-07-25",8.2
"2020-07-26",0
"2020-07-27",0
"2020-07-28",17.3
"2020-07-29",5.9
"2020-07-30",4.6
"2020-07-31",0
"2020-08-01",0.5
"2020-08-02",0
"2020-08-03",33.9
"2020-08-04",0
"2020-08-05",5.9
"2020-08-06",16.7
"2020-08-07",0
"2020-08-08",0
"2020-08-09",18.6
"2020-08-10",2.4
"2020-08-11",21.1
"2020-08-12",0
"2020-08-13",26.7
"2020-08-14",6
"2020-08-15",37.5
"2020-08-16",13.9
"2020-08-17",0
"2020-08-18",0
"2020-08-19",42.7
"2020-08-20",0.9
"2020-08-21",0.4
"2020-08-22",0
"2020-08-23",5.6
"2020-08-24",2.1
"2020-08-25",0
"2020-08-26",0
"2020-08-27",0
"2020-08-28",0
"2020-08-29",2.1
"2020-08-30",0
"2020-08-31",0
"2020-09-01",5.4
"2020-09-02",0.3
"2020-09-03",0
"2020-09-04",0
"2020-09-05",0
"2020-09-06",0
"2020-09-07",0
"2020-09-08",28.6
"2020-09-09",18.9
"2020-09-10",0
"2020-09-11",0.6
"2020-09-12",0
"2020-09-13",12.5
"2020-09-14",0
"2020-09-15",0
"2020-09-16",4.9
"2020-09-17",66.8
"2020-09-18",1.7
"2020-09-19",0
"2020-09-20",0
"2020-09-21",0
"2020-09-22",0
"2020-09-23",0
"2020-09-24",0.4
"2020-09-25",15.9
"2020-09-26",0
"2020-09-27",0
"2020-09-28",12.8
"2020-09-29",11.8
"2020-09-30",0
"2020-10-01",0
"2020-10-02",0
"2020-10-03",1
"2020-10-04",2.7
"2020-10-05",0
"2020-10-06",0
"2020-10-07",0
"2020-10-08",0
"2020-10-09",0.9
"2020-10-10",4.5
"2020-10-11",27.4
"2020-10-12",0
"2020-10-13",0
"2020-10-14",0
"2020-10-15",0
"2020-10-16",2
"2020-10-17",0
"2020-10-18",0
"2020-10-19",0
"2020-10-20",0
"2020-10-21",0
"2020-10-22",0
"2020-10-23",0
"2020-10-24",0
"2020-10-25",33.1
"2020-10-26",0
"2020-10-27",0
"2020-10-28",0
"2020-10-29",0.8
"2020-10-30",0
"2020-10-31",0
"2020-11-01",8.7
"2020-11-02",0
"2020-11-03",0
"2020-11-04",0
"2020-11-05",0
"2020-11-06",0.7
"2020-11-07",0
"2020-11-08",0
"2020-11-09",0.8
"2020-11-10",0.8
"2020-11-11",40.9
"2020-11-12",85.1
"2020-11-13",0
"2020-11-14",0
"2020-11-15",0
"2020-11-16",0
"2020-11-17",0
"2020-11-18",0
"2020-11-19",0
"2020-11-20",0
"2020-11-21",0
"2020-11-22",1
"2020-11-23",0
"2020-11-24",0
"2020-11-25",3.4
"2020-11-26",7.9
"2020-11-27",0.4
"2020-11-28",0
"2020-11-29",33
"2020-11-30",0.5
"2020-12-01",0
"2020-12-02",0
"2020-12-03",0
"2020-12-04",5
"2020-12-05",0
"2020-12-06",2.5
"2020-12-07",1.2
"2020-12-08",0
"2020-12-09",0
"2020-12-10",0
"2020-12-11",0.7
"2020-12-12",2.5
"2020-12-13",1.5
"2020-12-14",1.2
"2020-12-15",0.8
"2020-12-16",14.2
"2020-12-17",0
"2020-12-18",0
"2020-12-19",0
"2020-12-20",23.3
"2020-12-21",0
"2020-12-22",0
"2020-12-23",0
"2020-12-24",8.9
"2020-12-25",0
"2020-12-26",0
"2020-12-27",0
"2020-12-28",0
"2020-12-29",0
"2020-12-30",0.3
"2020-12-31",38.4
"2021-01-01",2.1
"2021-01-02",4.8
"2021-01-03",1.1
"2021-01-04",0
"2021-01-05",1.1
"2021-01-06",0
"2021-01-07",9.1
"2021-01-08",4.1
"2021-01-09",0
"2021-01-10",0
"2021-01-11",10
"2021-01-12",2.1
"2021-01-13",1.7
"2021-01-14",0
"2021-01-15",9.1
"2021-01-16",0
"2021-01-17",0
"2021-01-18",0
"2021-01-19",0
"2021-01-20",0
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",3.9
"2021-01-25",16.7
"2021-01-26",2.4
"2021-01-27",12.1
"2021-01-28",0.4
"2021-01-29",0
"2021-01-30",0
"2021-01-31",24.5
"2021-02-01",0.6
"2021-02-02",0
"2021-02-03",0
"2021-02-04",0
"2021-02-05",2
"2021-02-06",9.8
"2021-02-07",1.3
"2021-02-08",0
"2021-02-09",1.6
"2021-02-10",1
"2021-02-11",4.8
"2021-02-12",2.5
"2021-02-13",23.7
"2021-02-14",34.5
"2021-02-15",2
"2021-02-16",0
"2021-02-17",0.6
"2021-02-18",42.1
"2021-02-19",14.2
"2021-02-20",0
"2021-02-21",0.4
"2021-02-22",0
"2021-02-23",0
"2021-02-24",0
"2021-02-25",0
"2021-02-26",0
"2021-02-27",6.4
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0.3
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0
"2021-03-06",0
"2021-03-07",0
"2021-03-08",0
"2021-03-09",0
"2021-03-10",0
"2021-03-11",0
"2021-03-12",0
"2021-03-13",0
"2021-03-14",0
"2021-03-15",0
"2021-03-16",18.4
"2021-03-17",0.4
"2021-03-18",0
"2021-03-19",0.9
"2021-03-20",0
"2021-03-21",0
"2021-03-22",2
"2021-03-23",3.6
"2021-03-24",0
"2021-03-25",0
"2021-03-26",0.4
"2021-03-27",5.4
"2021-03-28",5.3
"2021-03-29",0
"2021-03-30",0
"2021-03-31",16.6
"2021-04-01",0
"2021-04-02",0
"2021-04-03",0
"2021-04-04",0
"2021-04-05",0
"2021-04-06",0
"2021-04-07",0
"2021-04-08",0
"2021-04-09",0
"2021-04-10",7.2
"2021-04-11",0
"2021-04-12",0
"2021-04-13",0
"2021-04-14",0
"2021-04-15",1.5
"2021-04-16",0
"2021-04-17",0
"2021-04-18",0
"2021-04-19",1
"2021-04-20",0
"2021-04-21",0
"2021-04-22",0
"2021-04-23",0
"2021-04-24",0.4
"2021-04-25",0
"2021-04-26",0
"2021-04-27",0
"2021-04-28",0
"2021-04-29",0
"2021-04-30",0
"2021-05-01",0
"2021-05-02",0
"2021-05-03",1.1
"2021-05-04",1.8
"2021-05-05",0
"2021-05-06",0
"2021-05-07",11.3
"2021-05-08",0
"2021-05-09",0
"2021-05-10",6.4
"2021-05-11",0
"2021-05-12",19.1
"2021-05-13",0
"2021-05-14",0
"2021-05-15",0
"2021-05-16",0
"2021-05-17",0
"2021-05-18",0
"2021-05-19",0
"2021-05-20",0
"2021-05-21",0
"2021-05-22",0
"2021-05-23",0
"2021-05-24",2.5
"2021-05-25",0
"2021-05-26",0
"2021-05-27",0
"2021-05-28",0.4
"2021-05-29",16.5
"2021-05-30",0
"2021-05-31",0
"2021-06-01",0
"2021-06-02",5.7
"2021-06-03",55
"2021-06-04",38.8
"2021-06-05",0
"2021-06-06",10.2
"2021-06-07",4.5
"2021-06-08",3.6
"2021-06-09",3
"2021-06-10",24.9
"2021-06-11",9.1
"2021-06-12",0.7
"2021-06-13",0.6
"2021-06-14",0
"2021-06-15",2.5
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",2.7
"2021-06-20",12.1
"2021-06-21",0
"2021-06-22",21.3
"2021-06-23",0
"2021-06-24",0
"2021-06-25",21.2
"2021-06-26",0.6
"2021-06-27",0
"2021-06-28",0.7
"2021-06-29",0
"2021-06-30",0
"2021-07-01",0
"2021-07-02",40.4
"2021-07-03",0
"2021-07-04",0
"2021-07-05",0
"2021-07-06",0
"2021-07-07",2.8
"2021-07-08",14.5
"2021-07-09",7.7
"2021-07-10",0
"2021-07-11",4.8
"2021-07-12",4.8
"2021-07-13",0
"2021-07-14",0
"2021-07-15",7.7
"2021-07-16",0
"2021-07-17",1.5
"2021-07-18",17.2
"2021-07-19",24.4
"2021-07-20",0
"2021-07-21",1.5
"2021-07-22",0.5
"2021-07-23",0
"2021-07-24",0
"2021-07-25",0
"2021-07-26",2.6
"2021-07-27",8.5
"2021-07-28",17.7
"2021-07-29",0
"2021-07-30",0
"2021-07-31",2.6
"2021-08-01",18.8
"2021-08-02",6
"2021-08-03",75.8
"2021-08-04",5.1
"2021-08-05",0
"2021-08-06",14.6
"2021-08-07",11.2
"2021-08-08",0
"2021-08-09",0
"2021-08-10",0
"2021-08-11",0
"2021-08-12",0
"2021-08-13",0
"2021-08-14",0
"2021-08-15",2.3
"2021-08-16",1
"2021-08-17",10.2
"2021-08-18",4.1
"2021-08-19",0
"2021-08-20",14.3
"2021-08-21",0
"2021-08-22",0
"2021-08-23",0
"2021-08-24",0
"2021-08-25",16
"2021-08-26",0
"2021-08-27",0
"2021-08-28",0
"2021-08-29",0
"2021-08-30",0
"2021-08-31",0
"2021-09-01",2.6
"2021-09-02",0.5
"2021-09-03",0
"2021-09-04",0
"2021-09-05",0
"2021-09-06",0
"2021-09-07",0.8
"2021-09-08",0.3
"2021-09-09",3.4
"2021-09-10",0
"2021-09-11",0
"2021-09-12",0
"2021-09-13",0
"2021-09-14",0
"2021-09-15",0
"2021-09-16",0
"2021-09-17",1.7
"2021-09-18",0
"2021-09-19",0
"2021-09-20",0.4
"2021-09-21",21.2
"2021-09-22",29.9
"2021-09-23",0.7
"2021-09-24",0
"2021-09-25",0
"2021-09-26",0
"2021-09-27",0
"2021-09-28",0
"2021-09-29",0
"2021-09-30",0
"2021-10-01",0
"2021-10-02",0
"2021-10-03",1.1
"2021-10-04",1
"2021-10-05",0
"2021-10-06",0
"2021-10-07",16.8
"2021-10-08",49.2
"2021-10-09",11.4
"2021-10-10",1.3
"2021-10-11",1.2
"2021-10-12",0
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0
"2021-10-16",1.5
"2021-10-17",0
"2021-10-18",0
"2021-10-19",0
"2021-10-20",0
"2021-10-21",0
"2021-10-22",0
"2021-10-23",0
"2021-10-24",0
"2021-10-25",7.5
"2021-10-26",0
"2021-10-27",0
"2021-10-28",13
"2021-10-29",1.2
"2021-10-30",0
"2021-10-31",0
"2021-11-01",0
"2021-11-02",0
"2021-11-03",0
"2021-11-04",0
"2021-11-05",0
"2021-11-06",10.6
"2021-11-07",0
"2021-11-08",0
"2021-11-09",0
"2021-11-10",0
"2021-11-11",5.7
"2021-11-12",0
"2021-11-13",0
"2021-11-14",0
"2021-11-15",0
"2021-11-16",0
"2021-11-17",0
"2021-11-18",0.3
"2021-11-19",0
"2021-11-20",0
"2021-11-21",0
"2021-11-22",1.2
"2021-11-23",0
"2021-11-24",0
"2021-11-25",2.3
"2021-11-26",1.4
"2021-11-27",0
"2021-11-28",0
"2021-11-29",0
"2021-11-30",0
"2021-12-01",0
"2021-12-02",0
"2021-12-03",0
"2021-12-04",0
"2021-12-05",0
"2021-12-06",0
"2021-12-07",0.4
"2021-12-08",27.2
"2021-12-09",0
"2021-12-10",1
"2021-12-11",4.6
"2021-12-12",0
"2021-12-13",0
"2021-12-14",0
"2021-12-15",0
"2021-12-16",0
"2021-12-17",0
"2021-12-18",0.3
"2021-12-19",5.5
"2021-12-20",0.8
"2021-12-21",15.7
"2021-12-22",0.5
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0.8
"2021-12-30",1.3
"2021-12-31",0
"2022-01-01",0
"2022-01-02",14.7
"2022-01-03",3.3
"2022-01-04",0
"2022-01-05",1.7
"2022-01-06",0
"2022-01-07",0
"2022-01-08",0
"2022-01-09",10.5
"2022-01-10",0
"2022-01-11",0
"2022-01-12",0
"2022-01-13",0
"2022-01-14",0
"2022-01-15",1.1
"2022-01-16",47.1
"2022-01-17",0
"2022-01-18",0
"2022-01-19",0
"2022-01-20",4.8
"2022-01-21",12.8
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0
"2022-01-25",0
