"Plot Title: 20365584"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20365584, SEN S/N: 20365584)","Coupler Detached (LGR S/N: 20365584)","Host Connected (LGR S/N: 20365584)","Coupler Attached (LGR S/N: 20365584)","Stopped (LGR S/N: 20365584)","End Of File (LGR S/N: 20365584)"
527,08/04/24 01:25:44 AM,27.370,,,,,
528,08/04/24 03:25:44 AM,26.977,,,,,
529,08/04/24 05:25:44 AM,26.781,,,,,
530,08/04/24 07:25:44 AM,26.488,,,,,
531,08/04/24 09:25:44 AM,26.488,,,,,
532,08/04/24 11:25:44 AM,26.879,,,,,
533,08/04/24 01:25:44 PM,27.173,,,,,
534,08/04/24 03:25:44 PM,27.862,,,,,
535,08/04/24 05:25:44 PM,27.862,,,,,
536,08/04/24 07:25:44 PM,27.665,,,,,
537,08/04/24 09:25:44 PM,27.468,,,,,
538,08/04/24 11:25:44 PM,27.173,,,,,
539,08/05/24 01:25:44 AM,26.977,,,,,
540,08/05/24 03:25:44 AM,26.781,,,,,
541,08/05/24 05:25:44 AM,26.585,,,,,
542,08/05/24 07:25:44 AM,26.390,,,,,
543,08/05/24 09:25:44 AM,26.488,,,,,
544,08/05/24 11:25:44 AM,26.781,,,,,
545,08/05/24 01:25:44 PM,27.075,,,,,
546,08/05/24 03:25:44 PM,27.075,,,,,
547,08/05/24 05:25:44 PM,27.075,,,,,
548,08/05/24 07:25:44 PM,26.879,,,,,
549,08/05/24 09:25:44 PM,26.585,,,,,
550,08/05/24 11:25:44 PM,26.390,,,,,
551,08/06/24 01:25:44 AM,26.195,,,,,
552,08/06/24 03:25:44 AM,26.097,,,,,
553,08/06/24 05:25:44 AM,26.000,,,,,
554,08/06/24 07:25:44 AM,26.000,,,,,
555,08/06/24 09:25:44 AM,26.000,,,,,
556,08/06/24 11:25:44 AM,26.000,,,,,
557,08/06/24 01:25:44 PM,26.000,,,,,
558,08/06/24 03:25:44 PM,26.097,,,,,
559,08/06/24 05:25:44 PM,26.195,,,,,
560,08/06/24 07:25:44 PM,26.000,,,,,
561,08/06/24 09:25:44 PM,25.902,,,,,
562,08/06/24 11:25:44 PM,25.805,,,,,
563,08/07/24 01:25:44 AM,25.805,,,,,
564,08/07/24 03:25:44 AM,25.708,,,,,
565,08/07/24 05:25:44 AM,25.610,,,,,
566,08/07/24 07:25:44 AM,25.610,,,,,
567,08/07/24 09:25:44 AM,25.513,,,,,
568,08/07/24 11:25:44 AM,25.708,,,,,
569,08/07/24 01:25:44 PM,25.902,,,,,
570,08/07/24 03:25:44 PM,26.097,,,,,
571,08/07/24 05:25:44 PM,26.000,,,,,
572,08/07/24 07:25:44 PM,25.902,,,,,
573,08/07/24 09:25:44 PM,25.805,,,,,
574,08/07/24 11:25:44 PM,25.708,,,,,
575,08/08/24 01:25:44 AM,25.610,,,,,
576,08/08/24 03:25:44 AM,25.610,,,,,
577,08/08/24 05:25:44 AM,25.513,,,,,
578,08/08/24 07:25:44 AM,25.513,,,,,
579,08/08/24 09:25:44 AM,25.513,,,,,
580,08/08/24 11:25:44 AM,25.513,,,,,
581,08/08/24 01:25:44 PM,25.805,,,,,
582,08/08/24 03:25:44 PM,26.000,,,,,
583,08/08/24 05:25:44 PM,26.292,,,,,
584,08/08/24 07:25:44 PM,26.390,,,,,
585,08/08/24 09:25:44 PM,26.390,,,,,
586,08/08/24 11:25:44 PM,26.390,,,,,
587,08/09/24 01:25:44 AM,26.195,,,,,
588,08/09/24 03:25:44 AM,26.000,,,,,
589,08/09/24 05:25:44 AM,25.805,,,,,
590,08/09/24 07:25:44 AM,25.610,,,,,
591,08/09/24 09:25:44 AM,25.610,,,,,
592,08/09/24 11:25:44 AM,25.610,,,,,
593,08/09/24 01:25:44 PM,25.708,,,,,
594,08/09/24 03:25:44 PM,26.000,,,,,
595,08/09/24 05:25:44 PM,26.292,,,,,
596,08/09/24 07:25:44 PM,26.390,,,,,
597,08/09/24 09:25:44 PM,26.390,,,,,
598,08/09/24 11:25:44 PM,26.390,,,,,
599,08/10/24 01:25:44 AM,26.292,,,,,
600,08/10/24 03:25:44 AM,26.292,,,,,
601,08/10/24 05:25:44 AM,26.195,,,,,
602,08/10/24 07:25:44 AM,26.000,,,,,
603,08/10/24 09:25:44 AM,26.000,,,,,
604,08/10/24 11:25:44 AM,26.292,,,,,
605,08/10/24 01:25:44 PM,26.977,,,,,
606,08/10/24 03:25:44 PM,27.764,,,,,
607,08/10/24 05:25:44 PM,28.357,,,,,
608,08/10/24 07:25:44 PM,28.357,,,,,
609,08/10/24 09:25:44 PM,28.060,,,,,
610,08/10/24 11:25:44 PM,27.764,,,,,
611,08/11/24 01:25:44 AM,27.468,,,,,
612,08/11/24 03:25:44 AM,27.173,,,,,
613,08/11/24 05:25:44 AM,26.879,,,,,
614,08/11/24 07:25:44 AM,26.683,,,,,
615,08/11/24 09:25:44 AM,26.585,,,,,
616,08/11/24 11:25:44 AM,26.977,,,,,
617,08/11/24 01:25:44 PM,27.272,,,,,
618,08/11/24 03:25:44 PM,27.468,,,,,
619,08/11/24 05:25:44 PM,27.665,,,,,
620,08/11/24 07:25:44 PM,27.764,,,,,
621,08/11/24 09:25:44 PM,27.567,,,,,
622,08/11/24 11:25:44 PM,27.370,,,,,
623,08/12/24 01:25:44 AM,27.075,,,,,
624,08/12/24 03:25:44 AM,26.879,,,,,
625,08/12/24 05:25:44 AM,26.683,,,,,
626,08/12/24 07:25:44 AM,26.585,,,,,
627,08/12/24 09:25:44 AM,26.488,,,,,
628,08/12/24 11:25:44 AM,26.781,,,,,
629,08/12/24 01:25:44 PM,27.370,,,,,
630,08/12/24 03:25:44 PM,28.159,,,,,
631,08/12/24 05:25:44 PM,28.655,,,,,
632,08/12/24 07:25:44 PM,28.655,,,,,
633,08/12/24 09:25:44 PM,28.357,,,,,
634,08/12/24 11:25:44 PM,27.862,,,,,
635,08/13/24 01:25:44 AM,27.370,,,,,
636,08/13/24 03:25:44 AM,26.977,,,,,
637,08/13/24 05:25:44 AM,26.683,,,,,
638,08/13/24 07:25:44 AM,26.488,,,,,
639,08/13/24 09:25:44 AM,26.390,,,,,
640,08/13/24 11:25:44 AM,26.488,,,,,
641,08/13/24 01:25:44 PM,26.879,,,,,
642,08/13/24 03:25:44 PM,27.370,,,,,
643,08/13/24 05:25:44 PM,27.665,,,,,
644,08/13/24 07:25:44 PM,27.468,,,,,
645,08/13/24 09:25:44 PM,27.075,,,,,
646,08/13/24 11:25:44 PM,26.781,,,,,
647,08/14/24 01:25:44 AM,26.488,,,,,
648,08/14/24 03:25:44 AM,26.097,,,,,
649,08/14/24 05:25:44 AM,25.708,,,,,
650,08/14/24 07:25:44 AM,25.416,,,,,
651,08/14/24 09:25:44 AM,25.319,,,,,
652,08/14/24 11:25:44 AM,25.708,,,,,
653,08/14/24 01:25:44 PM,26.683,,,,,
654,08/14/24 03:25:44 PM,27.862,,,,,
655,08/14/24 05:25:44 PM,27.961,,,,,
656,08/14/24 07:25:44 PM,27.567,,,,,
657,08/14/24 09:25:44 PM,26.977,,,,,
658,08/14/24 11:25:44 PM,26.488,,,,,
659,08/15/24 01:25:44 AM,26.000,,,,,
660,08/15/24 03:25:44 AM,25.708,,,,,
661,08/15/24 05:25:44 AM,25.513,,,,,
662,08/15/24 07:25:44 AM,25.222,,,,,
663,08/15/24 09:25:44 AM,25.125,,,,,
664,08/15/24 11:25:44 AM,25.708,,,,,
665,08/15/24 01:25:44 PM,26.488,,,,,
666,08/15/24 03:25:44 PM,27.665,,,,,
667,08/15/24 05:25:44 PM,27.665,,,,,
668,08/15/24 07:25:44 PM,27.173,,,,,
669,08/15/24 09:25:44 PM,26.585,,,,,
670,08/15/24 11:25:44 PM,26.000,,,,,
671,08/16/24 01:25:44 AM,25.513,,,,,
672,08/16/24 03:25:44 AM,24.931,,,,,
673,08/16/24 05:25:44 AM,24.545,,,,,
674,08/16/24 07:25:44 AM,24.158,,,,,
675,08/16/24 09:25:44 AM,24.158,,,,,
676,08/16/24 11:25:44 AM,24.835,,,,,
677,08/16/24 01:25:44 PM,26.000,,,,,
678,08/16/24 03:25:44 PM,27.567,,,,,
679,08/16/24 05:25:44 PM,27.567,,,,,
680,08/16/24 07:25:44 PM,27.075,,,,,
681,08/16/24 09:25:44 PM,26.488,,,,,
682,08/16/24 11:25:44 PM,25.902,,,,,
683,08/17/24 01:25:44 AM,25.416,,,,,
684,08/17/24 03:25:44 AM,25.028,,,,,
685,08/17/24 05:25:44 AM,24.738,,,,,
686,08/17/24 07:25:44 AM,24.448,,,,,
687,08/17/24 09:25:44 AM,24.545,,,,,
688,08/17/24 11:25:44 AM,25.125,,,,,
689,08/17/24 01:25:44 PM,26.195,,,,,
690,08/17/24 03:25:44 PM,27.567,,,,,
691,08/17/24 05:25:44 PM,27.665,,,,,
692,08/17/24 07:25:44 PM,27.272,,,,,
693,08/17/24 09:25:44 PM,26.781,,,,,
694,08/17/24 11:25:44 PM,26.390,,,,,
695,08/18/24 01:25:44 AM,26.195,,,,,
696,08/18/24 03:25:44 AM,25.902,,,,,
697,08/18/24 05:25:44 AM,25.708,,,,,
698,08/18/24 07:25:44 AM,25.513,,,,,
699,08/18/24 09:25:44 AM,25.610,,,,,
700,08/18/24 11:25:44 AM,26.097,,,,,
701,08/18/24 01:25:44 PM,26.977,,,,,
702,08/18/24 03:25:44 PM,27.370,,,,,
703,08/18/24 05:25:44 PM,27.764,,,,,
704,08/18/24 07:25:44 PM,27.468,,,,,
705,08/18/24 09:25:44 PM,27.173,,,,,
706,08/18/24 11:25:44 PM,26.781,,,,,
707,08/19/24 01:25:44 AM,26.390,,,,,
708,08/19/24 03:25:44 AM,26.097,,,,,
709,08/19/24 05:25:44 AM,25.805,,,,,
710,08/19/24 07:25:44 AM,25.513,,,,,
711,08/19/24 09:25:44 AM,25.416,,,,,
712,08/19/24 11:25:44 AM,25.902,,,,,
713,08/19/24 01:25:44 PM,26.977,,,,,
714,08/19/24 03:25:44 PM,28.555,,,,,
715,08/19/24 05:25:44 PM,28.456,,,,,
716,08/19/24 07:25:44 PM,27.961,,,,,
717,08/19/24 09:25:44 PM,27.468,,,,,
718,08/19/24 11:25:44 PM,26.977,,,,,
719,08/20/24 01:25:44 AM,26.585,,,,,
720,08/20/24 03:25:44 AM,26.195,,,,,
721,08/20/24 05:25:44 AM,25.805,,,,,
722,08/20/24 07:25:44 AM,25.416,,,,,
723,08/20/24 09:25:44 AM,25.416,,,,,
724,08/20/24 11:25:44 AM,26.000,,,,,
725,08/20/24 01:25:44 PM,26.781,,,,,
726,08/20/24 03:25:44 PM,27.567,,,,,
727,08/20/24 05:25:44 PM,27.272,,,,,
728,08/20/24 07:25:44 PM,26.879,,,,,
729,08/20/24 09:25:44 PM,26.292,,,,,
730,08/20/24 11:25:44 PM,25.902,,,,,
731,08/21/24 01:25:44 AM,25.513,,,,,
732,08/21/24 03:25:44 AM,25.125,,,,,
733,08/21/24 05:25:44 AM,24.738,,,,,
734,08/21/24 07:25:44 AM,24.448,,,,,
735,08/21/24 09:25:44 AM,24.351,,,,,
736,08/21/24 11:25:44 AM,24.738,,,,,
737,08/21/24 01:25:44 PM,25.805,,,,,
738,08/21/24 03:25:44 PM,27.370,,,,,
739,08/21/24 05:25:44 PM,27.272,,,,,
740,08/21/24 07:25:44 PM,26.585,,,,,
741,08/21/24 09:25:44 PM,25.902,,,,,
742,08/21/24 11:25:44 PM,25.319,,,,,
743,08/22/24 01:25:44 AM,24.641,,,,,
744,08/22/24 03:25:44 AM,24.158,,,,,
745,08/22/24 05:25:44 AM,23.581,,,,,
746,08/22/24 07:25:44 AM,23.196,,,,,
747,08/22/24 09:25:44 AM,23.196,,,,,
748,08/22/24 11:25:44 AM,23.677,,,,,
749,08/22/24 01:25:44 PM,24.545,,,,,
750,08/22/24 03:25:44 PM,26.000,,,,,
751,08/22/24 05:25:44 PM,26.000,,,,,
752,08/22/24 07:25:44 PM,25.513,,,,,
753,08/22/24 09:25:44 PM,24.931,,,,,
754,08/22/24 11:25:44 PM,24.351,,,,,
755,08/23/24 01:25:44 AM,23.966,,,,,
756,08/23/24 03:25:44 AM,23.581,,,,,
757,08/23/24 05:25:44 AM,23.196,,,,,
758,08/23/24 07:25:44 AM,23.004,,,,,
759,08/23/24 09:25:44 AM,22.908,,,,,
760,08/23/24 11:25:44 AM,23.196,,,,,
761,08/23/24 01:25:44 PM,23.966,,,,,
762,08/23/24 03:25:44 PM,24.835,,,,,
763,08/23/24 05:25:44 PM,25.028,,,,,
764,08/23/24 07:25:44 PM,24.835,,,,,
765,08/23/24 09:25:44 PM,24.448,,,,,
766,08/23/24 11:25:44 PM,24.062,,,,,
767,08/24/24 01:25:44 AM,23.677,,,,,
768,08/24/24 03:25:44 AM,23.388,,,,,
769,08/24/24 05:25:44 AM,23.100,,,,,
770,08/24/24 07:25:44 AM,22.812,,,,,
771,08/24/24 09:25:44 AM,22.908,,,,,
772,08/24/24 11:25:44 AM,23.677,,,,,
773,08/24/24 01:25:44 PM,24.931,,,,,
774,08/24/24 03:25:44 PM,25.708,,,,,
775,08/24/24 05:25:44 PM,25.708,,,,,
776,08/24/24 07:25:44 PM,25.513,,,,,
777,08/24/24 09:25:44 PM,25.222,,,,,
778,08/24/24 11:25:44 PM,24.931,,,,,
779,08/25/24 01:25:44 AM,24.641,,,,,
780,08/25/24 03:25:44 AM,24.351,,,,,
781,08/25/24 05:25:44 AM,24.062,,,,,
782,08/25/24 07:25:44 AM,23.773,,,,,
783,08/25/24 09:25:44 AM,23.869,,,,,
784,08/25/24 11:25:44 AM,24.448,,,,,
785,08/25/24 01:25:44 PM,25.028,,,,,
786,08/25/24 03:25:44 PM,25.708,,,,,
787,08/25/24 05:25:44 PM,25.902,,,,,
788,08/25/24 07:25:44 PM,25.805,,,,,
789,08/25/24 09:25:44 PM,25.416,,,,,
790,08/25/24 11:25:44 PM,24.931,,,,,
791,08/26/24 01:25:44 AM,24.641,,,,,
792,08/26/24 03:25:44 AM,24.448,,,,,
793,08/26/24 05:25:44 AM,24.255,,,,,
794,08/26/24 07:25:44 AM,24.158,,,,,
795,08/26/24 09:25:44 AM,24.351,,,,,
796,08/26/24 11:25:44 AM,25.028,,,,,
797,08/26/24 01:25:44 PM,26.097,,,,,
798,08/26/24 03:25:44 PM,27.272,,,,,
799,08/26/24 05:25:44 PM,27.173,,,,,
800,08/26/24 07:25:44 PM,26.781,,,,,
801,08/26/24 09:25:44 PM,26.097,,,,,
802,08/26/24 11:25:44 PM,25.610,,,,,
803,08/27/24 01:25:44 AM,25.222,,,,,
804,08/27/24 03:25:44 AM,24.835,,,,,
805,08/27/24 05:25:44 AM,24.641,,,,,
806,08/27/24 07:25:44 AM,24.351,,,,,
807,08/27/24 09:25:44 AM,24.448,,,,,
808,08/27/24 11:25:44 AM,25.319,,,,,
809,08/27/24 01:25:44 PM,26.292,,,,,
810,08/27/24 03:25:44 PM,27.567,,,,,
811,08/27/24 05:25:44 PM,27.370,,,,,
812,08/27/24 07:25:44 PM,26.977,,,,,
813,08/27/24 09:25:44 PM,26.390,,,,,
814,08/27/24 11:25:44 PM,25.805,,,,,
815,08/28/24 01:25:44 AM,25.319,,,,,
816,08/28/24 03:25:44 AM,24.931,,,,,
817,08/28/24 05:25:44 AM,24.641,,,,,
818,08/28/24 07:25:44 AM,24.448,,,,,
819,08/28/24 09:25:44 AM,24.545,,,,,
820,08/28/24 11:25:44 AM,25.513,,,,,
821,08/28/24 01:25:44 PM,26.781,,,,,
822,08/28/24 03:25:44 PM,28.258,,,,,
823,08/28/24 05:25:44 PM,28.060,,,,,
824,08/28/24 07:25:44 PM,27.468,,,,,
825,08/28/24 09:25:44 PM,26.879,,,,,
826,08/28/24 11:25:44 PM,26.292,,,,,
827,08/29/24 01:25:44 AM,25.902,,,,,
828,08/29/24 03:25:44 AM,25.513,,,,,
829,08/29/24 05:25:44 AM,25.125,,,,,
830,08/29/24 07:25:44 AM,24.835,,,,,
831,08/29/24 09:25:44 AM,24.931,,,,,
832,08/29/24 11:25:44 AM,25.902,,,,,
833,08/29/24 01:25:44 PM,26.977,,,,,
834,08/29/24 03:25:44 PM,28.655,,,,,
835,08/29/24 05:25:44 PM,28.258,,,,,
836,08/29/24 07:25:44 PM,27.665,,,,,
837,08/29/24 09:25:44 PM,26.977,,,,,
838,08/29/24 11:25:44 PM,26.390,,,,,
839,08/30/24 01:25:44 AM,25.902,,,,,
840,08/30/24 03:25:44 AM,25.513,,,,,
841,08/30/24 05:25:44 AM,25.222,,,,,
842,08/30/24 07:25:44 AM,24.931,,,,,
843,08/30/24 09:25:44 AM,25.125,,,,,
844,08/30/24 11:25:44 AM,26.000,,,,,
845,08/30/24 01:25:44 PM,27.370,,,,,
846,08/30/24 03:25:44 PM,28.555,,,,,
847,08/30/24 05:25:44 PM,28.159,,,,,
848,08/30/24 07:25:44 PM,27.567,,,,,
849,08/30/24 09:25:44 PM,27.075,,,,,
850,08/30/24 11:25:44 PM,26.683,,,,,
851,08/31/24 01:25:44 AM,26.292,,,,,
852,08/31/24 03:25:44 AM,26.000,,,,,
853,08/31/24 05:25:44 AM,25.708,,,,,
854,08/31/24 07:25:44 AM,25.416,,,,,
855,08/31/24 09:25:44 AM,25.416,,,,,
856,08/31/24 11:25:44 AM,26.195,,,,,
857,08/31/24 01:25:44 PM,27.173,,,,,
858,08/31/24 03:25:44 PM,28.159,,,,,
859,08/31/24 05:25:44 PM,27.961,,,,,
860,08/31/24 07:25:44 PM,27.567,,,,,
861,08/31/24 09:25:44 PM,27.075,,,,,
862,08/31/24 11:25:44 PM,26.585,,,,,
863,09/01/24 01:25:44 AM,26.195,,,,,
864,09/01/24 03:25:44 AM,25.805,,,,,
865,09/01/24 05:25:44 AM,25.513,,,,,
866,09/01/24 07:25:44 AM,25.222,,,,,
867,09/01/24 09:25:44 AM,25.222,,,,,
868,09/01/24 11:25:44 AM,26.000,,,,,
869,09/01/24 01:25:44 PM,27.468,,,,,
870,09/01/24 03:25:44 PM,28.754,,,,,
871,09/01/24 05:25:44 PM,28.357,,,,,
872,09/01/24 07:25:44 PM,27.665,,,,,
873,09/01/24 09:25:44 PM,27.075,,,,,
874,09/01/24 11:25:44 PM,26.585,,,,,
875,09/02/24 01:25:44 AM,26.195,,,,,
876,09/02/24 03:25:44 AM,25.902,,,,,
877,09/02/24 05:25:44 AM,25.708,,,,,
878,09/02/24 07:25:44 AM,25.513,,,,,
879,09/02/24 09:25:44 AM,25.222,,,,,
880,09/02/24 11:25:44 AM,25.513,,,,,
881,09/02/24 01:25:44 PM,26.195,,,,,
882,09/02/24 03:25:44 PM,26.781,,,,,
883,09/02/24 05:25:44 PM,26.879,,,,,
884,09/02/24 07:25:44 PM,26.683,,,,,
885,09/02/24 09:25:44 PM,26.292,,,,,
886,09/02/24 11:25:44 PM,26.000,,,,,
887,09/03/24 01:25:44 AM,25.708,,,,,
888,09/03/24 03:25:44 AM,25.416,,,,,
889,09/03/24 05:25:44 AM,25.028,,,,,
890,09/03/24 07:25:44 AM,24.738,,,,,
891,09/03/24 09:25:44 AM,24.545,,,,,
892,09/03/24 11:25:44 AM,25.125,,,,,
893,09/03/24 01:25:44 PM,26.488,,,,,
894,09/03/24 03:25:44 PM,27.764,,,,,
895,09/03/24 05:25:44 PM,27.173,,,,,
896,09/03/24 07:25:44 PM,26.585,,,,,
897,09/03/24 09:25:44 PM,25.805,,,,,
898,09/03/24 11:25:44 PM,25.416,,,,,
899,09/04/24 01:25:44 AM,25.028,,,,,
900,09/04/24 03:25:44 AM,24.738,,,,,
901,09/04/24 05:25:44 AM,24.448,,,,,
902,09/04/24 07:25:44 AM,24.255,,,,,
903,09/04/24 09:25:44 AM,24.158,,,,,
904,09/04/24 11:25:44 AM,24.835,,,,,
905,09/04/24 01:25:44 PM,26.195,,,,,
906,09/04/24 03:25:44 PM,26.683,,,,,
907,09/04/24 05:25:44 PM,26.585,,,,,
908,09/04/24 07:25:44 PM,26.097,,,,,
909,09/04/24 09:25:44 PM,25.610,,,,,
910,09/04/24 11:25:44 PM,25.222,,,,,
911,09/05/24 01:25:44 AM,24.738,,,,,
912,09/05/24 03:25:44 AM,24.351,,,,,
913,09/05/24 05:25:44 AM,24.158,,,,,
914,09/05/24 07:25:44 AM,23.869,,,,,
915,09/05/24 09:25:44 AM,23.966,,,,,
916,09/05/24 11:25:44 AM,24.545,,,,,
917,09/05/24 01:25:44 PM,25.416,,,,,
918,09/05/24 03:25:44 PM,26.683,,,,,
919,09/05/24 05:25:44 PM,26.488,,,,,
920,09/05/24 07:25:44 PM,26.195,,,,,
921,09/05/24 09:25:44 PM,25.610,,,,,
922,09/05/24 11:25:44 PM,25.222,,,,,
923,09/06/24 01:25:44 AM,24.835,,,,,
924,09/06/24 03:25:44 AM,24.545,,,,,
925,09/06/24 05:25:44 AM,24.255,,,,,
926,09/06/24 07:25:44 AM,23.966,,,,,
927,09/06/24 09:25:44 AM,24.062,,,,,
928,09/06/24 11:25:44 AM,24.738,,,,,
929,09/06/24 01:25:44 PM,25.805,,,,,
930,09/06/24 03:25:44 PM,26.488,,,,,
931,09/06/24 05:25:44 PM,26.390,,,,,
932,09/06/24 07:25:44 PM,26.097,,,,,
933,09/06/24 09:25:44 PM,25.708,,,,,
934,09/06/24 11:25:44 PM,25.416,,,,,
935,09/07/24 01:25:44 AM,25.125,,,,,
936,09/07/24 03:25:44 AM,24.931,,,,,
937,09/07/24 05:25:44 AM,24.835,,,,,
938,09/07/24 07:25:44 AM,24.641,,,,,
939,09/07/24 09:25:44 AM,24.738,,,,,
940,09/07/24 11:25:44 AM,25.125,,,,,
941,09/07/24 01:25:44 PM,25.513,,,,,
942,09/07/24 03:25:44 PM,26.292,,,,,
943,09/07/24 05:25:44 PM,26.292,,,,,
944,09/07/24 07:25:44 PM,26.000,,,,,
945,09/07/24 09:25:44 PM,25.416,,,,,
946,09/07/24 11:25:44 PM,24.931,,,,,
947,09/08/24 01:25:44 AM,24.641,,,,,
948,09/08/24 03:25:44 AM,24.351,,,,,
949,09/08/24 05:25:44 AM,24.062,,,,,
950,09/08/24 07:25:44 AM,23.869,,,,,
951,09/08/24 09:25:44 AM,23.773,,,,,
952,09/08/24 11:25:44 AM,23.773,,,,,
953,09/08/24 01:25:44 PM,23.773,,,,,
954,09/08/24 03:25:44 PM,23.869,,,,,
955,09/08/24 05:25:44 PM,23.869,,,,,
956,09/08/24 07:25:44 PM,23.773,,,,,
957,09/08/24 09:25:44 PM,23.581,,,,,
958,09/08/24 11:25:44 PM,23.388,,,,,
959,09/09/24 01:25:44 AM,23.292,,,,,
960,09/09/24 03:25:44 AM,23.100,,,,,
961,09/09/24 05:25:44 AM,23.004,,,,,
962,09/09/24 07:25:44 AM,22.908,,,,,
963,09/09/24 09:25:44 AM,22.908,,,,,
964,09/09/24 11:25:44 AM,23.581,,,,,
965,09/09/24 01:25:44 PM,25.222,,,,,
966,09/09/24 03:25:44 PM,26.390,,,,,
967,09/09/24 05:25:44 PM,25.610,,,,,
968,09/09/24 07:25:44 PM,24.931,,,,,
969,09/09/24 09:25:44 PM,24.158,,,,,
970,09/09/24 11:25:44 PM,23.388,,,,,
971,09/10/24 01:25:44 AM,22.908,,,,,
972,09/10/24 03:25:44 AM,22.333,,,,,
973,09/10/24 05:25:44 AM,21.760,,,,,
974,09/10/24 07:25:44 AM,21.282,,,,,
975,09/10/24 09:25:44 AM,21.378,,,,,
976,09/10/24 11:25:44 AM,22.333,,,,,
977,09/10/24 01:25:44 PM,23.966,,,,,
978,09/10/24 03:25:44 PM,25.319,,,,,
979,09/10/24 05:25:44 PM,24.641,,,,,
980,09/10/24 07:25:44 PM,23.966,,,,,
981,09/10/24 09:25:44 PM,23.196,,,,,
982,09/10/24 11:25:44 PM,22.621,,,,,
983,09/11/24 01:25:44 AM,22.142,,,,,
984,09/11/24 03:25:44 AM,21.855,,,,,
985,09/11/24 05:25:44 AM,21.569,,,,,
986,09/11/24 07:25:44 AM,21.282,,,,,
987,09/11/24 09:25:44 AM,21.569,,,,,
988,09/11/24 11:25:44 AM,22.333,,,,,
989,09/11/24 01:25:44 PM,23.484,,,,,
990,09/11/24 03:25:44 PM,24.255,,,,,
991,09/11/24 05:25:44 PM,24.158,,,,,
992,09/11/24 07:25:44 PM,23.869,,,,,
993,09/11/24 09:25:44 PM,23.388,,,,,
994,09/11/24 11:25:44 PM,23.100,,,,,
995,09/12/24 01:25:44 AM,22.812,,,,,
996,09/12/24 03:25:44 AM,22.717,,,,,
997,09/12/24 05:25:44 AM,22.525,,,,,
998,09/12/24 07:25:44 AM,22.333,,,,,
999,09/12/24 09:25:44 AM,22.429,,,,,
1000,09/12/24 11:25:44 AM,23.196,,,,,
1001,09/12/24 01:25:44 PM,24.158,,,,,
1002,09/12/24 03:25:44 PM,24.738,,,,,
1003,09/12/24 05:25:44 PM,24.641,,,,,
1004,09/12/24 07:25:44 PM,24.351,,,,,
1005,09/12/24 09:25:44 PM,24.062,,,,,
1006,09/12/24 11:25:44 PM,23.869,,,,,
1007,09/13/24 01:25:44 AM,23.677,,,,,
1008,09/13/24 03:25:44 AM,23.581,,,,,
1009,09/13/24 05:25:44 AM,23.484,,,,,
1010,09/13/24 07:25:44 AM,23.484,,,,,
1011,09/13/24 09:25:44 AM,23.484,,,,,
1012,09/13/24 11:25:44 AM,23.773,,,,,
1013,09/13/24 01:25:44 PM,24.738,,,,,
1014,09/13/24 03:25:44 PM,25.222,,,,,
1015,09/13/24 05:25:44 PM,25.125,,,,,
1016,09/13/24 07:25:44 PM,24.738,,,,,
1017,09/13/24 09:25:44 PM,24.448,,,,,
1018,09/13/24 11:25:44 PM,24.158,,,,,
1019,09/14/24 01:25:44 AM,23.966,,,,,
1020,09/14/24 03:25:44 AM,23.869,,,,,
1021,09/14/24 05:25:44 AM,23.773,,,,,
1022,09/14/24 07:25:44 AM,23.677,,,,,
1023,09/14/24 09:25:44 AM,23.581,,,,,
1024,09/14/24 11:25:44 AM,23.581,,,,,
1025,09/14/24 01:25:44 PM,23.773,,,,,
1026,09/14/24 03:25:44 PM,23.773,,,,,
1027,09/14/24 05:25:44 PM,23.581,,,,,
1028,09/14/24 07:25:44 PM,23.677,,,,,
1029,09/14/24 09:25:44 PM,23.581,,,,,
1030,09/14/24 11:25:44 PM,23.484,,,,,
1031,09/15/24 01:25:44 AM,23.388,,,,,
1032,09/15/24 03:25:44 AM,23.388,,,,,
1033,09/15/24 05:25:44 AM,23.388,,,,,
1034,09/15/24 07:25:44 AM,23.292,,,,,
1035,09/15/24 09:25:44 AM,23.292,,,,,
1036,09/15/24 11:25:44 AM,23.484,,,,,
1037,09/15/24 01:25:44 PM,23.773,,,,,
1038,09/15/24 03:25:44 PM,23.773,,,,,
1039,09/15/24 05:25:44 PM,23.773,,,,,
1040,09/15/24 07:25:44 PM,23.581,,,,,
1041,09/15/24 09:25:44 PM,23.484,,,,,
1042,09/15/24 11:25:44 PM,23.388,,,,,
1043,09/16/24 01:25:44 AM,23.292,,,,,
1044,09/16/24 03:25:44 AM,23.196,,,,,
1045,09/16/24 05:25:44 AM,23.100,,,,,
1046,09/16/24 07:25:44 AM,22.908,,,,,
1047,09/16/24 09:25:44 AM,22.717,,,,,
1048,09/16/24 11:25:44 AM,22.333,,,,,
1049,09/16/24 01:25:44 PM,22.333,,,,,
1050,09/16/24 03:25:44 PM,22.525,,,,,
1051,09/16/24 05:25:44 PM,22.717,,,,,
1052,09/16/24 07:25:44 PM,22.908,,,,,
1053,09/16/24 09:25:44 PM,22.908,,,,,
1054,09/16/24 11:25:44 PM,22.812,,,,,
1055,09/17/24 01:25:44 AM,22.717,,,,,
1056,09/17/24 03:25:44 AM,22.621,,,,,
