"Plot Title: 20360218"
"#","Date Time, GMT-04:00","Water Content, m³/m³ (LGR S/N: 20360218, SEN S/N: 21097976, LBL: rainout)","Water Content, m³/m³ (LGR S/N: 20360218, SEN S/N: 21097979, LBL: warming)"
509,04/03/24 10:28:57 PM,0.1303,0.0206
510,04/03/24 10:58:57 PM,0.1303,0.0206
511,04/03/24 11:28:57 PM,0.1303,0.0199
512,04/03/24 11:58:57 PM,0.1303,0.0192
513,04/04/24 12:28:57 AM,0.1303,0.0192
514,04/04/24 12:58:57 AM,0.1310,0.0184
515,04/04/24 01:28:57 AM,0.1310,0.0184
516,04/04/24 01:58:57 AM,0.1303,0.0184
517,04/04/24 02:28:57 AM,0.1303,0.0184
518,04/04/24 02:58:57 AM,0.1310,0.0184
519,04/04/24 03:28:57 AM,0.1303,0.0184
520,04/04/24 03:58:57 AM,0.1303,0.0170
521,04/04/24 04:28:57 AM,0.1303,0.0170
522,04/04/24 04:58:57 AM,0.1310,0.0163
523,04/04/24 05:28:57 AM,0.1303,0.0155
524,04/04/24 05:58:57 AM,0.1303,0.0148
525,04/04/24 06:28:57 AM,0.1296,0.0148
526,04/04/24 06:58:57 AM,0.1296,0.0148
527,04/04/24 07:28:57 AM,0.1303,0.0155
528,04/04/24 07:58:57 AM,0.1296,0.0155
529,04/04/24 08:28:57 AM,0.1296,0.0148
530,04/04/24 08:58:57 AM,0.1296,0.0148
531,04/04/24 09:28:57 AM,0.1296,0.0148
532,04/04/24 09:58:57 AM,0.1296,0.0148
533,04/04/24 10:28:57 AM,0.1296,0.0148
534,04/04/24 10:58:57 AM,0.1296,0.0155
535,04/04/24 11:28:57 AM,0.1303,0.0155
536,04/04/24 11:58:57 AM,0.1296,0.0155
537,04/04/24 12:28:57 PM,0.1296,0.0155
538,04/04/24 12:58:57 PM,0.1296,0.0155
539,04/04/24 01:28:57 PM,0.1296,0.0148
540,04/04/24 01:58:57 PM,0.1296,0.0148
541,04/04/24 02:28:57 PM,0.1288,0.0148
542,04/04/24 02:58:57 PM,0.1296,0.0141
543,04/04/24 03:28:57 PM,0.1288,0.0141
544,04/04/24 03:58:57 PM,0.1288,0.0134
545,04/04/24 04:28:57 PM,0.1288,0.0134
546,04/04/24 04:58:57 PM,0.1288,0.0134
547,04/04/24 05:28:57 PM,0.1288,0.0126
548,04/04/24 05:58:57 PM,0.1288,0.0126
549,04/04/24 06:28:57 PM,0.1281,0.0119
550,04/04/24 06:58:57 PM,0.1288,0.0119
551,04/04/24 07:28:57 PM,0.1281,0.0112
552,04/04/24 07:58:57 PM,0.1296,0.0112
553,04/04/24 08:28:57 PM,0.1296,0.0097
554,04/04/24 08:58:57 PM,0.1296,0.0097
555,04/04/24 09:28:57 PM,0.1296,0.0097
556,04/04/24 09:58:57 PM,0.1296,0.0090
557,04/04/24 10:28:57 PM,0.1296,0.0090
558,04/04/24 10:58:57 PM,0.1296,0.0083
559,04/04/24 11:28:57 PM,0.1288,0.0083
560,04/04/24 11:58:57 PM,0.1288,0.0083
561,04/05/24 12:28:57 AM,0.1288,0.0083
562,04/05/24 12:58:57 AM,0.1288,0.0076
563,04/05/24 01:28:57 AM,0.1288,0.0076
564,04/05/24 01:58:57 AM,0.1288,0.0076
565,04/05/24 02:28:57 AM,0.1288,0.0076
566,04/05/24 02:58:57 AM,0.1288,0.0068
567,04/05/24 03:28:57 AM,0.1288,0.0068
568,04/05/24 03:58:57 AM,0.1288,0.0068
569,04/05/24 04:28:57 AM,0.1288,0.0068
570,04/05/24 04:58:57 AM,0.1288,0.0068
571,04/05/24 05:28:57 AM,0.1288,0.0068
572,04/05/24 05:58:57 AM,0.1288,0.0061
573,04/05/24 06:28:57 AM,0.1288,0.0061
574,04/05/24 06:58:57 AM,0.1288,0.0061
575,04/05/24 07:28:57 AM,0.1281,0.0061
576,04/05/24 07:58:57 AM,0.1288,0.0061
577,04/05/24 08:28:57 AM,0.1281,0.0061
578,04/05/24 08:58:57 AM,0.1281,0.0068
579,04/05/24 09:28:57 AM,0.1288,0.0068
580,04/05/24 09:58:57 AM,0.1288,0.0068
581,04/05/24 10:28:57 AM,0.1288,0.0068
582,04/05/24 10:58:57 AM,0.1296,0.0068
583,04/05/24 11:28:57 AM,0.1288,0.0068
584,04/05/24 11:58:57 AM,0.1288,0.0068
585,04/05/24 12:28:57 PM,0.1288,0.0068
586,04/05/24 12:58:57 PM,0.1288,0.0068
587,04/05/24 01:28:57 PM,0.1288,0.0061
588,04/05/24 01:58:57 PM,0.1288,0.0061
589,04/05/24 02:28:57 PM,0.1288,0.0061
590,04/05/24 02:58:57 PM,0.1288,0.0054
591,04/05/24 03:28:57 PM,0.1281,0.0054
592,04/05/24 03:58:57 PM,0.1281,0.0054
593,04/05/24 04:28:57 PM,0.1274,0.0046
594,04/05/24 04:58:57 PM,0.1274,0.0039
595,04/05/24 05:28:57 PM,0.1274,0.0032
596,04/05/24 05:58:57 PM,0.1267,0.0032
597,04/05/24 06:28:57 PM,0.1274,0.0039
598,04/05/24 06:58:57 PM,0.1274,0.0039
599,04/05/24 07:28:57 PM,0.1267,0.0025
600,04/05/24 07:58:57 PM,0.1259,0.0025
601,04/05/24 08:28:57 PM,0.1267,0.0025
602,04/05/24 08:58:57 PM,0.1267,0.0025
603,04/05/24 09:28:57 PM,0.1267,0.0010
604,04/05/24 09:58:57 PM,0.1267,0.0010
605,04/05/24 10:28:57 PM,0.1267,0.0010
606,04/05/24 10:58:57 PM,0.1267,0.0010
607,04/05/24 11:28:57 PM,0.1267,0.0010
608,04/05/24 11:58:57 PM,0.1274,0.0010
609,04/06/24 12:28:57 AM,0.1267,0.0003
610,04/06/24 12:58:57 AM,0.1274,0.0003
611,04/06/24 01:28:57 AM,0.1274,0.0003
612,04/06/24 01:58:57 AM,0.1274,0.0003
613,04/06/24 02:28:57 AM,0.1274,0.0003
614,04/06/24 02:58:57 AM,0.1274,-0.0004
615,04/06/24 03:28:57 AM,0.1267,0.0003
616,04/06/24 03:58:57 AM,0.1267,0.0003
617,04/06/24 04:28:57 AM,0.1267,-0.0004
618,04/06/24 04:58:57 AM,0.1259,0.0003
619,04/06/24 05:28:57 AM,0.1267,-0.0004
620,04/06/24 05:58:57 AM,0.1267,-0.0004
621,04/06/24 06:28:57 AM,0.1259,-0.0004
622,04/06/24 06:58:57 AM,0.1267,-0.0004
623,04/06/24 07:28:57 AM,0.1267,-0.0004
624,04/06/24 07:58:57 AM,0.1267,-0.0004
625,04/06/24 08:28:57 AM,0.1267,-0.0004
626,04/06/24 08:58:57 AM,0.1267,0.0003
627,04/06/24 09:28:57 AM,0.1267,0.0003
628,04/06/24 09:58:57 AM,0.1274,0.0003
629,04/06/24 10:28:57 AM,0.1274,0.0003
630,04/06/24 10:58:57 AM,0.1288,0.0003
631,04/06/24 11:28:57 AM,0.1274,-0.0004
632,04/06/24 11:58:57 AM,0.1274,0.0003
633,04/06/24 12:28:57 PM,0.1267,-0.0004
634,04/06/24 12:58:57 PM,0.1267,-0.0004
635,04/06/24 01:28:57 PM,0.1274,-0.0012
636,04/06/24 01:58:57 PM,0.1267,-0.0004
637,04/06/24 02:28:57 PM,0.1259,-0.0019
638,04/06/24 02:58:57 PM,0.1259,-0.0033
639,04/06/24 03:28:57 PM,0.1259,-0.0019
640,04/06/24 03:58:57 PM,0.1259,-0.0026
641,04/06/24 04:28:57 PM,0.1259,-0.0026
642,04/06/24 04:58:57 PM,0.1252,-0.0033
643,04/06/24 05:28:57 PM,0.1252,-0.0033
644,04/06/24 05:58:57 PM,0.1252,-0.0033
645,04/06/24 06:28:57 PM,0.1252,-0.0033
646,04/06/24 06:58:57 PM,0.1245,-0.0041
647,04/06/24 07:28:57 PM,0.1245,-0.0041
648,04/06/24 07:58:57 PM,0.1245,-0.0041
649,04/06/24 08:28:57 PM,0.1245,-0.0048
650,04/06/24 08:58:57 PM,0.1245,-0.0048
651,04/06/24 09:28:57 PM,0.1245,-0.0048
652,04/06/24 09:58:57 PM,0.1245,-0.0055
653,04/06/24 10:28:57 PM,0.1245,-0.0055
654,04/06/24 10:58:57 PM,0.1245,-0.0055
655,04/06/24 11:28:57 PM,0.1245,-0.0048
656,04/06/24 11:58:57 PM,0.1245,-0.0055
657,04/07/24 12:28:57 AM,0.1245,-0.0055
658,04/07/24 12:58:57 AM,0.1245,-0.0062
659,04/07/24 01:28:57 AM,0.1245,-0.0062
660,04/07/24 01:58:57 AM,0.1245,-0.0062
661,04/07/24 02:28:57 AM,0.1238,-0.0055
662,04/07/24 02:58:57 AM,0.1245,-0.0070
663,04/07/24 03:28:57 AM,0.1245,-0.0062
664,04/07/24 03:58:57 AM,0.1245,-0.0062
665,04/07/24 04:28:57 AM,0.1245,-0.0062
666,04/07/24 04:58:57 AM,0.1238,-0.0070
667,04/07/24 05:28:57 AM,0.1238,-0.0070
668,04/07/24 05:58:57 AM,0.1245,-0.0070
669,04/07/24 06:28:57 AM,0.1238,-0.0070
670,04/07/24 06:58:57 AM,0.1245,-0.0070
671,04/07/24 07:28:57 AM,0.1245,-0.0070
672,04/07/24 07:58:57 AM,0.1245,-0.0070
673,04/07/24 08:28:57 AM,0.1245,-0.0070
674,04/07/24 08:58:57 AM,0.1245,-0.0062
675,04/07/24 09:28:57 AM,0.1238,-0.0055
676,04/07/24 09:58:57 AM,0.1245,-0.0055
677,04/07/24 10:28:57 AM,0.1245,-0.0055
678,04/07/24 10:58:57 AM,0.1252,-0.0062
679,04/07/24 11:28:57 AM,0.1245,-0.0062
680,04/07/24 11:58:57 AM,0.1245,-0.0055
681,04/07/24 12:28:57 PM,0.1238,-0.0062
682,04/07/24 12:58:57 PM,0.1238,-0.0070
683,04/07/24 01:28:57 PM,0.1230,-0.0077
684,04/07/24 01:58:57 PM,0.1238,-0.0084
685,04/07/24 02:28:57 PM,0.1230,-0.0084
686,04/07/24 02:58:57 PM,0.1230,-0.0084
687,04/07/24 03:28:57 PM,0.1230,-0.0092
688,04/07/24 03:58:57 PM,0.1230,-0.0099
689,04/07/24 04:28:57 PM,0.1223,-0.0099
690,04/07/24 04:58:57 PM,0.1223,-0.0099
691,04/07/24 05:28:57 PM,0.1223,-0.0106
692,04/07/24 05:58:57 PM,0.1223,-0.0106
693,04/07/24 06:28:57 PM,0.1216,-0.0106
694,04/07/24 06:58:57 PM,0.1223,-0.0106
695,04/07/24 07:28:57 PM,0.1216,-0.0113
696,04/07/24 07:58:57 PM,0.1216,-0.0121
697,04/07/24 08:28:57 PM,0.1216,-0.0121
698,04/07/24 08:58:57 PM,0.1216,-0.0121
699,04/07/24 09:28:57 PM,0.1216,-0.0121
700,04/07/24 09:58:57 PM,0.1216,-0.0121
701,04/07/24 10:28:57 PM,0.1216,-0.0121
702,04/07/24 10:58:57 PM,0.1216,-0.0121
703,04/07/24 11:28:57 PM,0.1216,-0.0121
704,04/07/24 11:58:57 PM,0.1216,-0.0121
705,04/08/24 12:28:57 AM,0.1216,-0.0128
706,04/08/24 12:58:57 AM,0.1216,-0.0128
707,04/08/24 01:28:57 AM,0.1216,-0.0135
708,04/08/24 01:58:57 AM,0.1216,-0.0135
709,04/08/24 02:28:57 AM,0.1216,-0.0135
710,04/08/24 02:58:57 AM,0.1223,-0.0135
711,04/08/24 03:28:57 AM,0.1216,-0.0135
712,04/08/24 03:58:57 AM,0.1216,-0.0135
713,04/08/24 04:28:57 AM,0.1223,-0.0135
714,04/08/24 04:58:57 AM,0.1216,-0.0135
715,04/08/24 05:28:57 AM,0.1223,-0.0135
716,04/08/24 05:58:57 AM,0.1216,-0.0135
717,04/08/24 06:28:57 AM,0.1216,-0.0135
718,04/08/24 06:58:57 AM,0.1216,-0.0135
719,04/08/24 07:28:57 AM,0.1216,-0.0135
720,04/08/24 07:58:57 AM,0.1223,-0.0128
721,04/08/24 08:28:57 AM,0.1223,-0.0121
722,04/08/24 08:58:57 AM,0.1223,-0.0121
723,04/08/24 09:28:57 AM,0.1230,-0.0121
724,04/08/24 09:58:57 AM,0.1230,-0.0121
725,04/08/24 10:28:57 AM,0.1223,-0.0113
726,04/08/24 10:58:57 AM,0.1238,-0.0121
727,04/08/24 11:28:57 AM,0.1230,-0.0113
728,04/08/24 11:58:57 AM,0.1223,-0.0121
729,04/08/24 12:28:57 PM,0.1216,-0.0121
730,04/08/24 12:58:57 PM,0.1216,-0.0128
731,04/08/24 01:28:57 PM,0.1216,-0.0128
732,04/08/24 01:58:57 PM,0.1209,-0.0135
733,04/08/24 02:28:57 PM,0.1216,-0.0135
734,04/08/24 02:58:57 PM,0.1216,-0.0128
735,04/08/24 03:28:57 PM,0.1209,-0.0128
736,04/08/24 03:58:57 PM,0.1209,-0.0135
737,04/08/24 04:28:57 PM,0.1209,-0.0135
738,04/08/24 04:58:57 PM,0.1209,-0.0142
739,04/08/24 05:28:57 PM,0.1209,-0.0142
740,04/08/24 05:58:57 PM,0.1209,-0.0142
741,04/08/24 06:28:57 PM,0.1201,-0.0142
742,04/08/24 06:58:57 PM,0.1209,-0.0142
743,04/08/24 07:28:57 PM,0.1209,-0.0142
744,04/08/24 07:58:57 PM,0.1209,-0.0150
745,04/08/24 08:28:57 PM,0.1201,-0.0150
746,04/08/24 08:58:57 PM,0.1201,-0.0150
747,04/08/24 09:28:57 PM,0.1201,-0.0150
748,04/08/24 09:58:57 PM,0.1194,-0.0150
749,04/08/24 10:28:57 PM,0.1194,-0.0157
750,04/08/24 10:58:57 PM,0.1194,-0.0157
751,04/08/24 11:28:57 PM,0.1187,-0.0157
752,04/08/24 11:58:57 PM,0.1201,-0.0157
753,04/09/24 12:28:57 AM,0.1201,-0.0157
754,04/09/24 12:58:57 AM,0.1201,-0.0157
755,04/09/24 01:28:57 AM,0.1194,-0.0157
756,04/09/24 01:58:57 AM,0.1201,-0.0164
757,04/09/24 02:28:57 AM,0.1194,-0.0164
758,04/09/24 02:58:57 AM,0.1201,-0.0164
759,04/09/24 03:28:57 AM,0.1194,-0.0164
760,04/09/24 03:58:57 AM,0.1194,-0.0164
761,04/09/24 04:28:57 AM,0.1194,-0.0164
762,04/09/24 04:58:57 AM,0.1194,-0.0164
763,04/09/24 05:28:57 AM,0.1194,-0.0164
764,04/09/24 05:58:57 AM,0.1194,-0.0164
765,04/09/24 06:28:57 AM,0.1187,-0.0164
766,04/09/24 06:58:57 AM,0.1194,-0.0164
767,04/09/24 07:28:57 AM,0.1194,-0.0164
768,04/09/24 07:58:57 AM,0.1194,-0.0164
769,04/09/24 08:28:57 AM,0.1194,-0.0164
770,04/09/24 08:58:57 AM,0.1194,-0.0164
771,04/09/24 09:28:57 AM,0.1194,-0.0164
772,04/09/24 09:58:57 AM,0.1180,-0.0179
773,04/09/24 10:28:57 AM,0.1201,-0.0193
774,04/09/24 10:58:57 AM,0.1201,-0.0200
775,04/09/24 11:28:57 AM,0.1187,-0.0193
776,04/09/24 11:58:57 AM,0.1187,-0.0186
777,04/09/24 12:28:57 PM,0.1187,-0.0186
778,04/09/24 12:58:57 PM,0.1187,-0.0179
779,04/09/24 01:28:57 PM,0.1187,-0.0200
780,04/09/24 01:58:57 PM,0.1194,-0.0200
781,04/09/24 02:28:57 PM,0.1194,-0.0200
782,04/09/24 02:58:57 PM,0.1201,-0.0193
783,04/09/24 03:28:57 PM,0.1194,-0.0200
784,04/09/24 03:58:57 PM,0.1194,-0.0200
785,04/09/24 04:28:57 PM,0.1194,-0.0200
786,04/09/24 04:58:57 PM,0.1187,-0.0200
787,04/09/24 05:28:57 PM,0.1187,-0.0200
788,04/09/24 05:58:57 PM,0.1187,-0.0193
789,04/09/24 06:28:57 PM,0.1187,-0.0193
790,04/09/24 06:58:57 PM,0.1187,-0.0193
791,04/09/24 07:28:57 PM,0.1187,-0.0193
792,04/09/24 07:58:57 PM,0.1180,-0.0193
793,04/09/24 08:28:57 PM,0.1180,-0.0193
794,04/09/24 08:58:57 PM,0.1180,-0.0193
795,04/09/24 09:28:57 PM,0.1180,-0.0193
796,04/09/24 09:58:57 PM,0.1180,-0.0193
797,04/09/24 10:28:57 PM,0.1180,-0.0193
798,04/09/24 10:58:57 PM,0.1180,-0.0193
799,04/09/24 11:28:57 PM,0.1180,-0.0193
800,04/09/24 11:58:57 PM,0.1180,-0.0193
801,04/10/24 12:28:57 AM,0.1180,-0.0193
802,04/10/24 12:58:57 AM,0.1180,-0.0200
803,04/10/24 01:28:57 AM,0.1187,-0.0208
804,04/10/24 01:58:57 AM,0.1187,-0.0200
805,04/10/24 02:28:57 AM,0.1187,-0.0200
806,04/10/24 02:58:57 AM,0.1187,-0.0200
807,04/10/24 03:28:57 AM,0.1194,-0.0200
808,04/10/24 03:58:57 AM,0.1187,-0.0200
809,04/10/24 04:28:57 AM,0.1187,-0.0200
810,04/10/24 04:58:57 AM,0.1187,-0.0200
811,04/10/24 05:28:57 AM,0.1187,-0.0200
812,04/10/24 05:58:57 AM,0.1194,-0.0200
813,04/10/24 06:28:57 AM,0.1194,-0.0200
814,04/10/24 06:58:57 AM,0.1194,-0.0200
815,04/10/24 07:28:57 AM,0.1194,-0.0200
816,04/10/24 07:58:57 AM,0.1194,-0.0200
817,04/10/24 08:28:57 AM,0.1187,-0.0200
818,04/10/24 08:58:57 AM,0.1187,-0.0200
819,04/10/24 09:28:57 AM,0.1194,-0.0200
820,04/10/24 09:58:57 AM,0.1194,-0.0200
821,04/10/24 10:28:57 AM,0.1209,-0.0193
822,04/10/24 10:58:57 AM,0.1201,-0.0193
823,04/10/24 11:28:57 AM,0.1201,-0.0193
824,04/10/24 11:58:57 AM,0.1209,-0.0186
825,04/10/24 12:28:57 PM,0.1201,-0.0186
826,04/10/24 12:58:57 PM,0.1209,-0.0186
827,04/10/24 01:28:57 PM,0.1201,-0.0186
828,04/10/24 01:58:57 PM,0.1201,-0.0186
829,04/10/24 02:28:57 PM,0.1194,-0.0186
830,04/10/24 02:58:57 PM,0.1194,-0.0186
831,04/10/24 03:28:57 PM,0.1194,-0.0186
832,04/10/24 03:58:57 PM,0.1194,-0.0186
833,04/10/24 04:28:57 PM,0.1194,-0.0186
834,04/10/24 04:58:57 PM,0.1194,-0.0186
835,04/10/24 05:28:57 PM,0.1187,-0.0186
836,04/10/24 05:58:57 PM,0.1194,-0.0186
837,04/10/24 06:28:57 PM,0.1194,-0.0186
838,04/10/24 06:58:57 PM,0.1187,-0.0179
839,04/10/24 07:28:57 PM,0.1194,-0.0179
840,04/10/24 07:58:57 PM,0.1187,-0.0186
841,04/10/24 08:28:57 PM,0.1187,-0.0186
842,04/10/24 08:58:57 PM,0.1187,-0.0186
843,04/10/24 09:28:57 PM,0.1187,-0.0179
844,04/10/24 09:58:57 PM,0.1187,-0.0186
845,04/10/24 10:28:57 PM,0.1187,-0.0186
846,04/10/24 10:58:57 PM,0.1187,-0.0186
847,04/10/24 11:28:57 PM,0.1187,-0.0186
848,04/10/24 11:58:57 PM,0.1187,-0.0186
849,04/11/24 12:28:57 AM,0.1180,-0.0186
850,04/11/24 12:58:57 AM,0.1180,-0.0186
851,04/11/24 01:28:57 AM,0.1180,-0.0186
852,04/11/24 01:58:57 AM,0.1187,-0.0186
853,04/11/24 02:28:57 AM,0.1180,-0.0186
854,04/11/24 02:58:57 AM,0.1180,-0.0186
855,04/11/24 03:28:57 AM,0.1187,-0.0186
856,04/11/24 03:58:57 AM,0.1180,-0.0186
857,04/11/24 04:28:57 AM,0.1187,-0.0179
858,04/11/24 04:58:57 AM,0.1187,-0.0186
859,04/11/24 05:28:57 AM,0.1187,-0.0186
860,04/11/24 05:58:57 AM,0.1187,-0.0186
861,04/11/24 06:28:57 AM,0.1187,-0.0186
862,04/11/24 06:58:57 AM,0.1187,-0.0186
863,04/11/24 07:28:57 AM,0.1187,-0.0186
864,04/11/24 07:58:57 AM,0.1187,-0.0186
865,04/11/24 08:28:57 AM,0.1187,-0.0186
866,04/11/24 08:58:57 AM,0.1187,-0.0186
867,04/11/24 09:28:57 AM,0.1187,-0.0186
868,04/11/24 09:58:57 AM,0.1187,-0.0186
869,04/11/24 10:28:57 AM,0.1187,-0.0186
870,04/11/24 10:58:57 AM,0.1187,-0.0186
871,04/11/24 11:28:57 AM,0.1187,-0.0186
872,04/11/24 11:58:57 AM,0.1187,-0.0179
873,04/11/24 12:28:57 PM,0.1194,-0.0179
874,04/11/24 12:58:57 PM,0.1194,-0.0179
875,04/11/24 01:28:57 PM,0.1194,-0.0179
876,04/11/24 01:58:57 PM,0.1194,-0.0171
877,04/11/24 02:28:57 PM,0.1201,-0.0171
878,04/11/24 02:58:57 PM,0.1194,-0.0171
879,04/11/24 03:28:57 PM,0.1194,-0.0171
880,04/11/24 03:58:57 PM,0.1216,-0.0186
881,04/11/24 04:28:57 PM,0.1201,-0.0171
882,04/11/24 04:58:57 PM,0.1194,-0.0171
883,04/11/24 05:28:57 PM,0.1194,-0.0164
884,04/11/24 05:58:57 PM,0.1201,-0.0171
885,04/11/24 06:28:57 PM,0.1194,-0.0179
886,04/11/24 06:58:57 PM,0.1194,-0.0179
887,04/11/24 07:28:57 PM,0.1201,-0.0179
888,04/11/24 07:58:57 PM,0.1201,-0.0179
889,04/11/24 08:28:57 PM,0.1201,-0.0179
890,04/11/24 08:58:57 PM,0.1201,-0.0179
891,04/11/24 09:28:57 PM,0.1201,-0.0179
892,04/11/24 09:58:57 PM,0.1230,-0.0106
893,04/11/24 10:28:57 PM,0.1230,-0.0048
894,04/11/24 10:58:57 PM,0.1230,-0.0041
895,04/11/24 11:28:57 PM,0.1230,-0.0033
896,04/11/24 11:58:57 PM,0.1230,-0.0026
897,04/12/24 12:28:57 AM,0.1230,-0.0026
898,04/12/24 12:58:57 AM,0.1230,-0.0019
899,04/12/24 01:28:57 AM,0.1223,-0.0026
900,04/12/24 01:58:57 AM,0.1223,-0.0019
901,04/12/24 02:28:57 AM,0.1223,-0.0019
902,04/12/24 02:58:57 AM,0.1216,-0.0019
903,04/12/24 03:28:57 AM,0.1223,-0.0012
904,04/12/24 03:58:57 AM,0.1223,0.0032
905,04/12/24 04:28:57 AM,0.1223,0.0068
906,04/12/24 04:58:57 AM,0.1223,0.0076
907,04/12/24 05:28:57 AM,0.1223,0.0083
908,04/12/24 05:58:57 AM,0.1223,0.0076
909,04/12/24 06:28:57 AM,0.1223,0.0199
910,04/12/24 06:58:57 AM,0.1223,0.0170
911,04/12/24 07:28:57 AM,0.1223,0.0155
912,04/12/24 07:58:57 AM,0.1223,0.0148
913,04/12/24 08:28:57 AM,0.1223,0.0141
914,04/12/24 08:58:57 AM,0.1223,0.0134
915,04/12/24 09:28:57 AM,0.1223,0.0134
916,04/12/24 09:58:57 AM,0.1216,0.0126
917,04/12/24 10:28:57 AM,0.1216,0.0119
918,04/12/24 10:58:57 AM,0.1216,0.0112
919,04/12/24 11:28:57 AM,0.1209,0.0105
920,04/12/24 11:58:57 AM,0.1201,0.0097
921,04/12/24 12:28:57 PM,0.1201,0.0097
922,04/12/24 12:58:57 PM,0.1194,0.0090
923,04/12/24 01:28:57 PM,0.1194,0.0083
924,04/12/24 01:58:57 PM,0.1194,0.0083
925,04/12/24 02:28:57 PM,0.1187,0.0083
926,04/12/24 02:58:57 PM,0.1187,0.0090
927,04/12/24 03:28:57 PM,0.1187,0.0083
928,04/12/24 03:58:57 PM,0.1187,0.0083
929,04/12/24 04:28:57 PM,0.1187,0.0076
930,04/12/24 04:58:57 PM,0.1180,0.0076
931,04/12/24 05:28:57 PM,0.1180,0.0076
932,04/12/24 05:58:57 PM,0.1180,0.0068
933,04/12/24 06:28:57 PM,0.1180,0.0068
934,04/12/24 06:58:57 PM,0.1172,0.0061
935,04/12/24 07:28:57 PM,0.1172,0.0061
936,04/12/24 07:58:57 PM,0.1180,0.0054
937,04/12/24 08:28:57 PM,0.1180,0.0054
938,04/12/24 08:58:57 PM,0.1180,0.0046
939,04/12/24 09:28:57 PM,0.1172,0.0046
940,04/12/24 09:58:57 PM,0.1172,0.0046
941,04/12/24 10:28:57 PM,0.1172,0.0039
942,04/12/24 10:58:57 PM,0.1180,0.0032
943,04/12/24 11:28:57 PM,0.1180,0.0032
944,04/12/24 11:58:57 PM,0.1180,0.0032
945,04/13/24 12:28:57 AM,0.1180,0.0032
946,04/13/24 12:58:57 AM,0.1180,0.0025
947,04/13/24 01:28:57 AM,0.1180,0.0025
948,04/13/24 01:58:57 AM,0.1187,0.0017
949,04/13/24 02:28:57 AM,0.1194,0.0010
950,04/13/24 02:58:57 AM,0.1180,0.0025
951,04/13/24 03:28:57 AM,0.1180,0.0017
952,04/13/24 03:58:57 AM,0.1180,0.0017
953,04/13/24 04:28:57 AM,0.1180,0.0017
954,04/13/24 04:58:57 AM,0.1172,0.0017
955,04/13/24 05:28:57 AM,0.1180,0.0017
956,04/13/24 05:58:57 AM,0.1180,0.0017
957,04/13/24 06:28:57 AM,0.1187,0.0010
958,04/13/24 06:58:57 AM,0.1180,0.0010
959,04/13/24 07:28:57 AM,0.1180,0.0003
960,04/13/24 07:58:57 AM,0.1180,0.0003
961,04/13/24 08:28:57 AM,0.1172,0.0010
962,04/13/24 08:58:57 AM,0.1180,0.0003
963,04/13/24 09:28:57 AM,0.1180,0.0003
964,04/13/24 09:58:57 AM,0.1180,0.0010
965,04/13/24 10:28:57 AM,0.1187,0.0010
966,04/13/24 10:58:57 AM,0.1180,0.0017
967,04/13/24 11:28:57 AM,0.1187,0.0010
968,04/13/24 11:58:57 AM,0.1180,0.0010
969,04/13/24 12:28:57 PM,0.1187,0.0003
970,04/13/24 12:58:57 PM,0.1180,0.0010
971,04/13/24 01:28:57 PM,0.1180,0.0003
972,04/13/24 01:58:57 PM,0.1172,0.0003
973,04/13/24 02:28:57 PM,0.1172,-0.0004
974,04/13/24 02:58:57 PM,0.1172,-0.0004
975,04/13/24 03:28:57 PM,0.1172,-0.0004
976,04/13/24 03:58:57 PM,0.1165,-0.0004
977,04/13/24 04:28:57 PM,0.1172,-0.0012
978,04/13/24 04:58:57 PM,0.1165,-0.0019
979,04/13/24 05:28:57 PM,0.1165,-0.0019
980,04/13/24 05:58:57 PM,0.1165,-0.0026
981,04/13/24 06:28:57 PM,0.1158,-0.0026
982,04/13/24 06:58:57 PM,0.1158,-0.0026
983,04/13/24 07:28:57 PM,0.1150,-0.0033
984,04/13/24 07:58:57 PM,0.1150,-0.0033
985,04/13/24 08:28:57 PM,0.1150,-0.0041
986,04/13/24 08:58:57 PM,0.1150,-0.0041
987,04/13/24 09:28:57 PM,0.1150,-0.0048
988,04/13/24 09:58:57 PM,0.1143,-0.0048
989,04/13/24 10:28:57 PM,0.1143,-0.0048
990,04/13/24 10:58:57 PM,0.1143,-0.0055
991,04/13/24 11:28:57 PM,0.1150,-0.0062
992,04/13/24 11:58:57 PM,0.1143,-0.0055
993,04/14/24 12:28:57 AM,0.1143,-0.0055
994,04/14/24 12:58:57 AM,0.1143,-0.0055
995,04/14/24 01:28:57 AM,0.1143,-0.0062
996,04/14/24 01:58:57 AM,0.1143,-0.0062
997,04/14/24 02:28:57 AM,0.1143,-0.0070
998,04/14/24 02:58:57 AM,0.1150,-0.0070
999,04/14/24 03:28:57 AM,0.1143,-0.0070
1000,04/14/24 03:58:57 AM,0.1150,-0.0070
1001,04/14/24 04:28:57 AM,0.1150,-0.0077
1002,04/14/24 04:58:57 AM,0.1150,-0.0077
1003,04/14/24 05:28:57 AM,0.1150,-0.0077
1004,04/14/24 05:58:57 AM,0.1150,-0.0077
1005,04/14/24 06:28:57 AM,0.1172,-0.0084
1006,04/14/24 06:58:57 AM,0.1158,-0.0077
1007,04/14/24 07:28:57 AM,0.1158,-0.0084
1008,04/14/24 07:58:57 AM,0.1158,-0.0077
1009,04/14/24 08:28:57 AM,0.1165,-0.0084
