"Plot Title: Pilot Study"
"#","Date Time, GMT-04:00","Water Content, m³/m³ (LGR S/N: 21160424, SEN S/N: 20571105, LBL: Warming)","Water Content, m³/m³ (LGR S/N: 21160424, SEN S/N: 20571110, LBL: Rainout )"
510,04/03/24 11:06:36 PM,0.1121,0.1259
511,04/03/24 11:36:36 PM,0.1114,0.1252
512,04/04/24 12:06:36 AM,0.1100,0.1252
513,04/04/24 12:36:36 AM,0.1085,0.1245
514,04/04/24 01:06:36 AM,0.1085,0.1238
515,04/04/24 01:36:36 AM,0.1078,0.1238
516,04/04/24 02:06:36 AM,0.1071,0.1230
517,04/04/24 02:36:36 AM,0.1063,0.1230
518,04/04/24 03:06:36 AM,0.1063,0.1223
519,04/04/24 03:36:36 AM,0.1056,0.1216
520,04/04/24 04:06:36 AM,0.1056,0.1216
521,04/04/24 04:36:36 AM,0.1049,0.1216
522,04/04/24 05:06:36 AM,0.1049,0.1216
523,04/04/24 05:36:36 AM,0.1042,0.1216
524,04/04/24 06:06:36 AM,0.1034,0.1209
525,04/04/24 06:36:36 AM,0.1034,0.1187
526,04/04/24 07:06:36 AM,0.1034,0.1187
527,04/04/24 07:36:36 AM,0.1034,0.1187
528,04/04/24 08:06:36 AM,0.1027,0.1187
529,04/04/24 08:36:36 AM,0.1027,0.1180
530,04/04/24 09:06:36 AM,0.1034,0.1187
531,04/04/24 09:36:36 AM,0.1034,0.1187
532,04/04/24 10:06:36 AM,0.1034,0.1180
533,04/04/24 10:36:36 AM,0.1034,0.1180
534,04/04/24 11:06:36 AM,0.1027,0.1187
535,04/04/24 11:36:36 AM,0.1027,0.1180
536,04/04/24 12:06:36 PM,0.1027,0.1180
537,04/04/24 12:36:36 PM,0.1027,0.1180
538,04/04/24 01:06:36 PM,0.1027,0.1180
539,04/04/24 01:36:36 PM,0.1027,0.1180
540,04/04/24 02:06:36 PM,0.1027,0.1187
541,04/04/24 02:36:36 PM,0.1020,0.1187
542,04/04/24 03:06:36 PM,0.1020,0.1187
543,04/04/24 03:36:36 PM,0.1020,0.1180
544,04/04/24 04:06:36 PM,0.1020,0.1187
545,04/04/24 04:36:36 PM,0.1020,0.1180
546,04/04/24 05:06:36 PM,0.1012,0.1180
547,04/04/24 05:36:36 PM,0.1012,0.1180
548,04/04/24 06:06:36 PM,0.1012,0.1180
549,04/04/24 06:36:36 PM,0.1005,0.1172
550,04/04/24 07:06:36 PM,0.0998,0.1172
551,04/04/24 07:36:36 PM,0.0991,0.1172
552,04/04/24 08:06:36 PM,0.0991,0.1165
553,04/04/24 08:36:36 PM,0.1114,0.1172
554,04/04/24 09:06:36 PM,0.1180,0.1172
555,04/04/24 09:36:36 PM,0.1100,0.1165
556,04/04/24 10:06:36 PM,0.1107,0.1165
557,04/04/24 10:36:36 PM,0.1085,0.1165
558,04/04/24 11:06:36 PM,0.1092,0.1143
559,04/04/24 11:36:36 PM,0.1085,0.1143
560,04/05/24 12:06:36 AM,0.1085,0.1136
561,04/05/24 12:36:36 AM,0.1078,0.1136
562,04/05/24 01:06:36 AM,0.1085,0.1136
563,04/05/24 01:36:36 AM,0.1092,0.1136
564,04/05/24 02:06:36 AM,0.1085,0.1129
565,04/05/24 02:36:36 AM,0.1085,0.1129
566,04/05/24 03:06:36 AM,0.1085,0.1129
567,04/05/24 03:36:36 AM,0.1085,0.1136
568,04/05/24 04:06:36 AM,0.1085,0.1129
569,04/05/24 04:36:36 AM,0.1085,0.1129
570,04/05/24 05:06:36 AM,0.1100,0.1121
571,04/05/24 05:36:36 AM,0.1100,0.1129
572,04/05/24 06:06:36 AM,0.1078,0.1121
573,04/05/24 06:36:36 AM,0.1078,0.1121
574,04/05/24 07:06:36 AM,0.1071,0.1121
575,04/05/24 07:36:36 AM,0.1071,0.1121
576,04/05/24 08:06:36 AM,0.1092,0.1114
577,04/05/24 08:36:36 AM,0.1107,0.1114
578,04/05/24 09:06:36 AM,0.1085,0.1121
579,04/05/24 09:36:36 AM,0.1063,0.1121
580,04/05/24 10:06:36 AM,0.1071,0.1121
581,04/05/24 10:36:36 AM,0.1078,0.1121
582,04/05/24 11:06:36 AM,0.1071,0.1121
583,04/05/24 11:36:36 AM,0.1056,0.1129
584,04/05/24 12:06:36 PM,0.1063,0.1121
585,04/05/24 12:36:36 PM,0.1100,0.1121
586,04/05/24 01:06:36 PM,0.1114,0.1121
587,04/05/24 01:36:36 PM,0.1100,0.1121
588,04/05/24 02:06:36 PM,0.1092,0.1121
589,04/05/24 02:36:36 PM,0.1078,0.1121
590,04/05/24 03:06:36 PM,0.1071,0.1121
591,04/05/24 03:36:36 PM,0.1071,0.1121
592,04/05/24 04:06:36 PM,0.1085,0.1121
593,04/05/24 04:36:36 PM,0.1085,0.1121
594,04/05/24 05:06:36 PM,0.1187,0.1114
595,04/05/24 05:36:36 PM,0.1100,0.1114
596,04/05/24 06:06:36 PM,0.1071,0.1114
597,04/05/24 06:36:36 PM,0.1085,0.1114
598,04/05/24 07:06:36 PM,0.1114,0.1107
599,04/05/24 07:36:36 PM,0.1056,0.1107
600,04/05/24 08:06:36 PM,0.1063,0.1107
601,04/05/24 08:36:36 PM,0.1034,0.1107
602,04/05/24 09:06:36 PM,0.1042,0.1107
603,04/05/24 09:36:36 PM,0.1020,0.1107
604,04/05/24 10:06:36 PM,0.1020,0.1107
605,04/05/24 10:36:36 PM,0.1027,0.1100
606,04/05/24 11:06:36 PM,0.1042,0.1100
607,04/05/24 11:36:36 PM,0.1056,0.1100
608,04/06/24 12:06:36 AM,0.1027,0.1100
609,04/06/24 12:36:36 AM,0.1020,0.1100
610,04/06/24 01:06:36 AM,0.1020,0.1100
611,04/06/24 01:36:36 AM,0.1020,0.1100
612,04/06/24 02:06:36 AM,0.1005,0.1100
613,04/06/24 02:36:36 AM,0.1071,0.1092
614,04/06/24 03:06:36 AM,0.1071,0.1092
615,04/06/24 03:36:36 AM,0.1056,0.1092
616,04/06/24 04:06:36 AM,0.1063,0.1092
617,04/06/24 04:36:36 AM,0.1071,0.1092
618,04/06/24 05:06:36 AM,0.1071,0.1092
619,04/06/24 05:36:36 AM,0.1056,0.1092
620,04/06/24 06:06:36 AM,0.1100,0.1092
621,04/06/24 06:36:36 AM,0.1078,0.1092
622,04/06/24 07:06:36 AM,0.1071,0.1092
623,04/06/24 07:36:36 AM,0.1063,0.1092
624,04/06/24 08:06:36 AM,0.1056,0.1092
625,04/06/24 08:36:36 AM,0.0976,0.1085
626,04/06/24 09:06:36 AM,0.0976,0.1085
627,04/06/24 09:36:36 AM,0.1027,0.1085
628,04/06/24 10:06:36 AM,0.0983,0.1085
629,04/06/24 10:36:36 AM,0.0954,0.1092
630,04/06/24 11:06:36 AM,0.0954,0.1092
631,04/06/24 11:36:36 AM,0.0976,0.1092
632,04/06/24 12:06:36 PM,0.0962,0.1092
633,04/06/24 12:36:36 PM,0.0962,0.1092
634,04/06/24 01:06:36 PM,0.0940,0.1085
635,04/06/24 01:36:36 PM,0.0933,0.1085
636,04/06/24 02:06:36 PM,0.0940,0.1092
637,04/06/24 02:36:36 PM,0.0933,0.1085
638,04/06/24 03:06:36 PM,0.0969,0.1085
639,04/06/24 03:36:36 PM,0.0983,0.1085
640,04/06/24 04:06:36 PM,0.0983,0.1085
641,04/06/24 04:36:36 PM,0.0962,0.1085
642,04/06/24 05:06:36 PM,0.0983,0.1078
643,04/06/24 05:36:36 PM,0.0991,0.1078
644,04/06/24 06:06:36 PM,0.0983,0.1078
645,04/06/24 06:36:36 PM,0.0976,0.1078
646,04/06/24 07:06:36 PM,0.0969,0.1078
647,04/06/24 07:36:36 PM,0.0976,0.1071
648,04/06/24 08:06:36 PM,0.1020,0.1071
649,04/06/24 08:36:36 PM,0.1020,0.1071
650,04/06/24 09:06:36 PM,0.1005,0.1071
651,04/06/24 09:36:36 PM,0.1005,0.1071
652,04/06/24 10:06:36 PM,0.1042,0.1071
653,04/06/24 10:36:36 PM,0.1020,0.1063
654,04/06/24 11:06:36 PM,0.1063,0.1063
655,04/06/24 11:36:36 PM,0.1042,0.1063
656,04/07/24 12:06:36 AM,0.1063,0.1063
657,04/07/24 12:36:36 AM,0.1063,0.1063
658,04/07/24 01:06:36 AM,0.1063,0.1063
659,04/07/24 01:36:36 AM,0.1049,0.1063
660,04/07/24 02:06:36 AM,0.1034,0.1063
661,04/07/24 02:36:36 AM,0.1034,0.1063
662,04/07/24 03:06:36 AM,0.1027,0.1063
663,04/07/24 03:36:36 AM,0.1027,0.1063
664,04/07/24 04:06:36 AM,0.1027,0.1063
665,04/07/24 04:36:36 AM,0.1020,0.1063
666,04/07/24 05:06:36 AM,0.1034,0.1056
667,04/07/24 05:36:36 AM,0.1034,0.1056
668,04/07/24 06:06:36 AM,0.1034,0.1056
669,04/07/24 06:36:36 AM,0.1027,0.1056
670,04/07/24 07:06:36 AM,0.1012,0.1056
671,04/07/24 07:36:36 AM,0.1056,0.1056
672,04/07/24 08:06:36 AM,0.1063,0.1056
673,04/07/24 08:36:36 AM,0.1078,0.1056
674,04/07/24 09:06:36 AM,0.1042,0.1063
675,04/07/24 09:36:36 AM,0.1049,0.1056
676,04/07/24 10:06:36 AM,0.1071,0.1056
677,04/07/24 10:36:36 AM,0.1085,0.1056
678,04/07/24 11:06:36 AM,0.1078,0.1063
679,04/07/24 11:36:36 AM,0.1085,0.1063
680,04/07/24 12:06:36 PM,0.1092,0.1063
681,04/07/24 12:36:36 PM,0.1092,0.1063
682,04/07/24 01:06:36 PM,0.1063,0.1056
683,04/07/24 01:36:36 PM,0.1056,0.1063
684,04/07/24 02:06:36 PM,0.1085,0.1063
685,04/07/24 02:36:36 PM,0.1129,0.1063
686,04/07/24 03:06:36 PM,0.1158,0.1056
687,04/07/24 03:36:36 PM,0.1158,0.1056
688,04/07/24 04:06:36 PM,0.1114,0.1107
689,04/07/24 04:36:36 PM,0.1143,0.1150
690,04/07/24 05:06:36 PM,0.1150,0.1136
691,04/07/24 05:36:36 PM,0.1150,0.1121
692,04/07/24 06:06:36 PM,0.1158,0.1114
693,04/07/24 06:36:36 PM,0.1129,0.1114
694,04/07/24 07:06:36 PM,0.1129,0.1121
695,04/07/24 07:36:36 PM,0.1121,0.1150
696,04/07/24 08:06:36 PM,0.1121,0.1100
697,04/07/24 08:36:36 PM,0.1085,0.1085
698,04/07/24 09:06:36 PM,0.1071,0.1085
699,04/07/24 09:36:36 PM,0.1071,0.1063
700,04/07/24 10:06:36 PM,0.1085,0.1056
701,04/07/24 10:36:36 PM,0.1078,0.1056
702,04/07/24 11:06:36 PM,0.1085,0.1049
703,04/07/24 11:36:36 PM,0.1056,0.1049
704,04/08/24 12:06:36 AM,0.1049,0.1063
705,04/08/24 12:36:36 AM,0.1056,0.1107
706,04/08/24 01:06:36 AM,0.1056,0.1063
707,04/08/24 01:36:36 AM,0.1078,0.1042
708,04/08/24 02:06:36 AM,0.1107,0.1042
709,04/08/24 02:36:36 AM,0.1092,0.1143
710,04/08/24 03:06:36 AM,0.1107,0.1100
711,04/08/24 03:36:36 AM,0.1100,0.1100
712,04/08/24 04:06:36 AM,0.1092,0.1121
713,04/08/24 04:36:36 AM,0.1085,0.1107
714,04/08/24 05:06:36 AM,0.1107,0.1129
715,04/08/24 05:36:36 AM,0.1114,0.1114
716,04/08/24 06:06:36 AM,0.1121,0.1063
717,04/08/24 06:36:36 AM,0.1136,0.1049
718,04/08/24 07:06:36 AM,0.1150,0.1049
719,04/08/24 07:36:36 AM,0.1158,0.1049
720,04/08/24 08:06:36 AM,0.1158,0.1042
721,04/08/24 08:36:36 AM,0.1165,0.1042
722,04/08/24 09:06:36 AM,0.1165,0.1042
723,04/08/24 09:36:36 AM,0.1165,0.1049
724,04/08/24 10:06:36 AM,0.1165,0.1049
725,04/08/24 10:36:36 AM,0.1158,0.1049
726,04/08/24 11:06:36 AM,0.1165,0.1049
727,04/08/24 11:36:36 AM,0.1158,0.1049
728,04/08/24 12:06:36 PM,0.1180,0.1056
729,04/08/24 12:36:36 PM,0.1165,0.1049
730,04/08/24 01:06:36 PM,0.1172,0.1049
731,04/08/24 01:36:36 PM,0.1209,0.1056
732,04/08/24 02:06:36 PM,0.1150,0.1049
733,04/08/24 02:36:36 PM,0.1143,0.1049
734,04/08/24 03:06:36 PM,0.1143,0.1049
735,04/08/24 03:36:36 PM,0.1150,0.1049
736,04/08/24 04:06:36 PM,0.1136,0.1049
737,04/08/24 04:36:36 PM,0.1136,0.1100
738,04/08/24 05:06:36 PM,0.1136,0.1085
739,04/08/24 05:36:36 PM,0.1143,0.1042
740,04/08/24 06:06:36 PM,0.1150,0.1042
741,04/08/24 06:36:36 PM,0.1180,0.1114
742,04/08/24 07:06:36 PM,0.1165,0.1100
743,04/08/24 07:36:36 PM,0.1172,0.1042
744,04/08/24 08:06:36 PM,0.1172,0.1042
745,04/08/24 08:36:36 PM,0.1165,0.1034
746,04/08/24 09:06:36 PM,0.1165,0.1034
747,04/08/24 09:36:36 PM,0.1165,0.1034
748,04/08/24 10:06:36 PM,0.1165,0.1034
749,04/08/24 10:36:36 PM,0.1172,0.1027
750,04/08/24 11:06:36 PM,0.1172,0.1027
751,04/08/24 11:36:36 PM,0.1165,0.1027
752,04/09/24 12:06:36 AM,0.1165,0.1027
753,04/09/24 12:36:36 AM,0.1165,0.1027
754,04/09/24 01:06:36 AM,0.1165,0.1027
755,04/09/24 01:36:36 AM,0.1165,0.1027
756,04/09/24 02:06:36 AM,0.1165,0.1020
757,04/09/24 02:36:36 AM,0.1165,0.1027
758,04/09/24 03:06:36 AM,0.1165,0.1020
759,04/09/24 03:36:36 AM,0.1165,0.1020
760,04/09/24 04:06:36 AM,0.1165,0.1020
761,04/09/24 04:36:36 AM,0.1165,0.1020
762,04/09/24 05:06:36 AM,0.1165,0.1020
763,04/09/24 05:36:36 AM,0.1165,0.1020
764,04/09/24 06:06:36 AM,0.1158,0.1020
765,04/09/24 06:36:36 AM,0.1158,0.1020
766,04/09/24 07:06:36 AM,0.1158,0.1020
767,04/09/24 07:36:36 AM,0.1165,0.1020
768,04/09/24 08:06:36 AM,0.1158,0.1020
769,04/09/24 08:36:36 AM,0.1165,0.1020
770,04/09/24 09:06:36 AM,0.1158,0.1020
771,04/09/24 09:36:36 AM,0.1158,0.1020
772,04/09/24 10:06:36 AM,0.1165,0.1020
773,04/09/24 10:36:36 AM,0.1165,0.1012
774,04/09/24 11:06:36 AM,0.1165,0.1020
775,04/09/24 11:36:36 AM,0.1165,0.1020
776,04/09/24 12:06:36 PM,0.1172,0.1020
777,04/09/24 12:36:36 PM,0.1172,0.1020
778,04/09/24 01:06:36 PM,0.1172,0.1020
779,04/09/24 01:36:36 PM,0.1172,0.1012
780,04/09/24 02:06:36 PM,0.1172,0.1012
781,04/09/24 02:36:36 PM,0.1172,0.1020
782,04/09/24 03:06:36 PM,0.1172,0.1020
783,04/09/24 03:36:36 PM,0.1180,0.1020
784,04/09/24 04:06:36 PM,0.1187,0.1020
785,04/09/24 04:36:36 PM,0.1187,0.1020
786,04/09/24 05:06:36 PM,0.1187,0.1020
787,04/09/24 05:36:36 PM,0.1187,0.1020
788,04/09/24 06:06:36 PM,0.1172,0.1020
789,04/09/24 06:36:36 PM,0.1172,0.1020
790,04/09/24 07:06:36 PM,0.1180,0.1020
791,04/09/24 07:36:36 PM,0.1180,0.1020
792,04/09/24 08:06:36 PM,0.1216,0.1020
793,04/09/24 08:36:36 PM,0.1259,0.1020
794,04/09/24 09:06:36 PM,0.1252,0.1020
795,04/09/24 09:36:36 PM,0.1216,0.1020
796,04/09/24 10:06:36 PM,0.1216,0.1020
797,04/09/24 10:36:36 PM,0.1223,0.1020
798,04/09/24 11:06:36 PM,0.1223,0.1020
799,04/09/24 11:36:36 PM,0.1216,0.1020
800,04/10/24 12:06:36 AM,0.1216,0.1020
801,04/10/24 12:36:36 AM,0.1209,0.1020
802,04/10/24 01:06:36 AM,0.1201,0.1020
803,04/10/24 01:36:36 AM,0.1209,0.1012
804,04/10/24 02:06:36 AM,0.1194,0.1012
805,04/10/24 02:36:36 AM,0.1201,0.1012
806,04/10/24 03:06:36 AM,0.1194,0.1012
807,04/10/24 03:36:36 AM,0.1194,0.1012
808,04/10/24 04:06:36 AM,0.1180,0.1012
809,04/10/24 04:36:36 AM,0.1201,0.1005
810,04/10/24 05:06:36 AM,0.1201,0.1005
811,04/10/24 05:36:36 AM,0.1201,0.1005
812,04/10/24 06:06:36 AM,0.1172,0.1012
813,04/10/24 06:36:36 AM,0.1165,0.1012
814,04/10/24 07:06:36 AM,0.1158,0.1005
815,04/10/24 07:36:36 AM,0.1165,0.1012
816,04/10/24 08:06:36 AM,0.1165,0.1012
817,04/10/24 08:36:36 AM,0.1187,0.1012
818,04/10/24 09:06:36 AM,0.1187,0.1012
819,04/10/24 09:36:36 AM,0.1201,0.1012
820,04/10/24 10:06:36 AM,0.1194,0.1012
821,04/10/24 10:36:36 AM,0.1187,0.1005
822,04/10/24 11:06:36 AM,0.1187,0.1005
823,04/10/24 11:36:36 AM,0.1201,0.1012
824,04/10/24 12:06:36 PM,0.1201,0.1005
825,04/10/24 12:36:36 PM,0.1209,0.1012
826,04/10/24 01:06:36 PM,0.1209,0.1012
827,04/10/24 01:36:36 PM,0.1216,0.1020
828,04/10/24 02:06:36 PM,0.1238,0.1020
829,04/10/24 02:36:36 PM,0.1238,0.1020
830,04/10/24 03:06:36 PM,0.1230,0.1020
831,04/10/24 03:36:36 PM,0.1230,0.1027
832,04/10/24 04:06:36 PM,0.1245,0.1027
833,04/10/24 04:36:36 PM,0.1238,0.1027
834,04/10/24 05:06:36 PM,0.1259,0.1027
835,04/10/24 05:36:36 PM,0.1259,0.1027
836,04/10/24 06:06:36 PM,0.1252,0.1027
837,04/10/24 06:36:36 PM,0.1259,0.1027
838,04/10/24 07:06:36 PM,0.1267,0.1027
839,04/10/24 07:36:36 PM,0.1274,0.1027
840,04/10/24 08:06:36 PM,0.1274,0.1020
841,04/10/24 08:36:36 PM,0.1274,0.1020
842,04/10/24 09:06:36 PM,0.1281,0.1020
843,04/10/24 09:36:36 PM,0.1281,0.1020
844,04/10/24 10:06:36 PM,0.1281,0.1020
845,04/10/24 10:36:36 PM,0.1274,0.1020
846,04/10/24 11:06:36 PM,0.1274,0.1020
847,04/10/24 11:36:36 PM,0.1303,0.1020
848,04/11/24 12:06:36 AM,0.1310,0.1027
849,04/11/24 12:36:36 AM,0.1310,0.1020
850,04/11/24 01:06:36 AM,0.1310,0.1020
851,04/11/24 01:36:36 AM,0.1310,0.1020
852,04/11/24 02:06:36 AM,0.1310,0.1020
853,04/11/24 02:36:36 AM,0.1318,0.1020
854,04/11/24 03:06:36 AM,0.1339,0.1020
855,04/11/24 03:36:36 AM,0.1332,0.1020
856,04/11/24 04:06:36 AM,0.1347,0.1020
857,04/11/24 04:36:36 AM,0.1339,0.1020
858,04/11/24 05:06:36 AM,0.1347,0.1020
859,04/11/24 05:36:36 AM,0.1347,0.1020
860,04/11/24 06:06:36 AM,0.1347,0.1020
861,04/11/24 06:36:36 AM,0.1354,0.1020
862,04/11/24 07:06:36 AM,0.1361,0.1020
863,04/11/24 07:36:36 AM,0.1354,0.1020
864,04/11/24 08:06:36 AM,0.1354,0.1020
865,04/11/24 08:36:36 AM,0.1361,0.1020
866,04/11/24 09:06:36 AM,0.1368,0.1020
867,04/11/24 09:36:36 AM,0.1368,0.1020
868,04/11/24 10:06:36 AM,0.1368,0.1020
869,04/11/24 10:36:36 AM,0.1368,0.1020
870,04/11/24 11:06:36 AM,0.1368,0.1027
871,04/11/24 11:36:36 AM,0.1368,0.1027
872,04/11/24 12:06:36 PM,0.1383,0.1027
873,04/11/24 12:36:36 PM,0.1383,0.1027
874,04/11/24 01:06:36 PM,0.1390,0.1027
875,04/11/24 01:36:36 PM,0.1397,0.1027
876,04/11/24 02:06:36 PM,0.1405,0.1027
877,04/11/24 02:36:36 PM,0.1397,0.1027
878,04/11/24 03:06:36 PM,0.1397,0.1027
879,04/11/24 03:36:36 PM,0.1397,0.1027
880,04/11/24 04:06:36 PM,0.1412,0.1027
881,04/11/24 04:36:36 PM,0.1412,0.1034
882,04/11/24 05:06:36 PM,0.1405,0.1034
883,04/11/24 05:36:36 PM,0.1412,0.1027
884,04/11/24 06:06:36 PM,0.1412,0.1027
885,04/11/24 06:36:36 PM,0.1405,0.1027
886,04/11/24 07:06:36 PM,0.1405,0.1027
887,04/11/24 07:36:36 PM,0.1412,0.1027
888,04/11/24 08:06:36 PM,0.1405,0.1027
889,04/11/24 08:36:36 PM,0.1405,0.1027
890,04/11/24 09:06:36 PM,0.1412,0.1027
891,04/11/24 09:36:36 PM,0.1419,0.1020
892,04/11/24 10:06:36 PM,0.2196,0.4768
893,04/11/24 10:36:36 PM,0.1848,0.4506
894,04/11/24 11:06:36 PM,0.1753,0.3257
895,04/11/24 11:36:36 PM,0.1695,0.2857
896,04/12/24 12:06:36 AM,0.1652,0.2676
897,04/12/24 12:36:36 AM,0.1579,0.2516
898,04/12/24 01:06:36 AM,0.1564,0.2356
899,04/12/24 01:36:36 AM,0.1564,0.2196
900,04/12/24 02:06:36 AM,0.1514,0.2015
901,04/12/24 02:36:36 AM,0.1506,0.1826
902,04/12/24 03:06:36 AM,0.1499,0.1681
903,04/12/24 03:36:36 AM,0.1514,0.1557
904,04/12/24 04:06:36 AM,0.1550,0.2610
905,04/12/24 04:36:36 AM,0.1557,0.3148
906,04/12/24 05:06:36 AM,0.1550,0.3039
907,04/12/24 05:36:36 AM,0.1543,0.2915
908,04/12/24 06:06:36 AM,0.1557,0.2712
909,04/12/24 06:36:36 AM,0.2545,0.2545
910,04/12/24 07:06:36 AM,0.1797,0.2378
911,04/12/24 07:36:36 AM,0.1710,0.2196
912,04/12/24 08:06:36 AM,0.1673,0.1949
913,04/12/24 08:36:36 AM,0.1644,0.1732
914,04/12/24 09:06:36 AM,0.1623,0.1615
915,04/12/24 09:36:36 AM,0.1615,0.1463
916,04/12/24 10:06:36 AM,0.1615,0.1318
917,04/12/24 10:36:36 AM,0.1601,0.1238
918,04/12/24 11:06:36 AM,0.1608,0.1209
919,04/12/24 11:36:36 AM,0.1608,0.1201
920,04/12/24 12:06:36 PM,0.1594,0.1201
921,04/12/24 12:36:36 PM,0.1601,0.1194
922,04/12/24 01:06:36 PM,0.1601,0.1194
923,04/12/24 01:36:36 PM,0.1601,0.1194
924,04/12/24 02:06:36 PM,0.1615,0.1194
925,04/12/24 02:36:36 PM,0.1608,0.1194
926,04/12/24 03:06:36 PM,0.1608,0.1187
927,04/12/24 03:36:36 PM,0.1608,0.1187
928,04/12/24 04:06:36 PM,0.1608,0.1187
929,04/12/24 04:36:36 PM,0.1601,0.1187
930,04/12/24 05:06:36 PM,0.1601,0.1180
931,04/12/24 05:36:36 PM,0.1601,0.1180
932,04/12/24 06:06:36 PM,0.1594,0.1180
933,04/12/24 06:36:36 PM,0.1601,0.1172
934,04/12/24 07:06:36 PM,0.1601,0.1172
935,04/12/24 07:36:36 PM,0.1586,0.1172
936,04/12/24 08:06:36 PM,0.1579,0.1172
937,04/12/24 08:36:36 PM,0.1579,0.1165
938,04/12/24 09:06:36 PM,0.1579,0.1158
939,04/12/24 09:36:36 PM,0.1572,0.1165
940,04/12/24 10:06:36 PM,0.1557,0.1165
941,04/12/24 10:36:36 PM,0.1550,0.1158
942,04/12/24 11:06:36 PM,0.1550,0.1158
943,04/12/24 11:36:36 PM,0.1550,0.1158
944,04/13/24 12:06:36 AM,0.1543,0.1158
945,04/13/24 12:36:36 AM,0.1543,0.1158
946,04/13/24 01:06:36 AM,0.1528,0.1150
947,04/13/24 01:36:36 AM,0.1535,0.1158
948,04/13/24 02:06:36 AM,0.1535,0.1150
949,04/13/24 02:36:36 AM,0.1528,0.1150
950,04/13/24 03:06:36 AM,0.1528,0.1150
951,04/13/24 03:36:36 AM,0.1521,0.1150
952,04/13/24 04:06:36 AM,0.1521,0.1150
953,04/13/24 04:36:36 AM,0.1521,0.1150
954,04/13/24 05:06:36 AM,0.1521,0.1150
955,04/13/24 05:36:36 AM,0.1521,0.1150
956,04/13/24 06:06:36 AM,0.1514,0.1150
957,04/13/24 06:36:36 AM,0.1514,0.1143
958,04/13/24 07:06:36 AM,0.1514,0.1143
959,04/13/24 07:36:36 AM,0.1514,0.1143
960,04/13/24 08:06:36 AM,0.1514,0.1143
961,04/13/24 08:36:36 AM,0.1521,0.1143
962,04/13/24 09:06:36 AM,0.1521,0.1143
963,04/13/24 09:36:36 AM,0.1521,0.1143
964,04/13/24 10:06:36 AM,0.1521,0.1143
965,04/13/24 10:36:36 AM,0.1528,0.1143
966,04/13/24 11:06:36 AM,0.1521,0.1143
967,04/13/24 11:36:36 AM,0.1521,0.1136
968,04/13/24 12:06:36 PM,0.1514,0.1143
969,04/13/24 12:36:36 PM,0.1521,0.1143
970,04/13/24 01:06:36 PM,0.1521,0.1143
971,04/13/24 01:36:36 PM,0.1514,0.1143
972,04/13/24 02:06:36 PM,0.1521,0.1136
973,04/13/24 02:36:36 PM,0.1514,0.1136
974,04/13/24 03:06:36 PM,0.1521,0.1136
975,04/13/24 03:36:36 PM,0.1506,0.1136
976,04/13/24 04:06:36 PM,0.1506,0.1136
977,04/13/24 04:36:36 PM,0.1514,0.1136
978,04/13/24 05:06:36 PM,0.1514,0.1136
979,04/13/24 05:36:36 PM,0.1514,0.1129
980,04/13/24 06:06:36 PM,0.1514,0.1129
981,04/13/24 06:36:36 PM,0.1506,0.1129
982,04/13/24 07:06:36 PM,0.1506,0.1129
983,04/13/24 07:36:36 PM,0.1506,0.1121
984,04/13/24 08:06:36 PM,0.1506,0.1121
985,04/13/24 08:36:36 PM,0.1499,0.1121
986,04/13/24 09:06:36 PM,0.1499,0.1114
987,04/13/24 09:36:36 PM,0.1499,0.1114
988,04/13/24 10:06:36 PM,0.1499,0.1114
989,04/13/24 10:36:36 PM,0.1492,0.1114
990,04/13/24 11:06:36 PM,0.1492,0.1114
991,04/13/24 11:36:36 PM,0.1485,0.1114
992,04/14/24 12:06:36 AM,0.1477,0.1114
993,04/14/24 12:36:36 AM,0.1477,0.1114
994,04/14/24 01:06:36 AM,0.1477,0.1114
995,04/14/24 01:36:36 AM,0.1477,0.1107
996,04/14/24 02:06:36 AM,0.1492,0.1107
997,04/14/24 02:36:36 AM,0.1463,0.1107
998,04/14/24 03:06:36 AM,0.1470,0.1107
999,04/14/24 03:36:36 AM,0.1456,0.1114
1000,04/14/24 04:06:36 AM,0.1456,0.1107
1001,04/14/24 04:36:36 AM,0.1456,0.1107
1002,04/14/24 05:06:36 AM,0.1448,0.1107
1003,04/14/24 05:36:36 AM,0.1448,0.1107
1004,04/14/24 06:06:36 AM,0.1448,0.1107
1005,04/14/24 06:36:36 AM,0.1448,0.1100
1006,04/14/24 07:06:36 AM,0.1448,0.1100
1007,04/14/24 07:36:36 AM,0.1456,0.1100
1008,04/14/24 08:06:36 AM,0.1441,0.1107
1009,04/14/24 08:36:36 AM,0.1448,0.1100
1010,04/14/24 09:06:36 AM,0.1456,0.1107
1011,04/14/24 09:36:36 AM,0.1456,0.1100
1012,04/14/24 10:06:36 AM,0.1463,0.1107
1013,04/14/24 10:36:36 AM,0.1456,0.1107
1014,04/14/24 11:06:36 AM,0.1456,0.1107
1015,04/14/24 11:36:36 AM,0.1456,0.1107
1016,04/14/24 12:06:36 PM,0.1463,0.1107
1017,04/14/24 12:36:36 PM,0.1456,0.1100
1018,04/14/24 01:06:36 PM,0.1456,0.1100
1019,04/14/24 01:36:36 PM,0.1456,0.1107
1020,04/14/24 02:06:36 PM,0.1463,0.1107
1021,04/14/24 02:36:36 PM,0.1456,0.1100
1022,04/14/24 03:06:36 PM,0.1448,0.1107
