"Plot Title: HOBO4_Start_2021-06-02"
"#","Date Time, GMT-08:00","Water Content, m³/m³ (LGR S/N: 20871540, SEN S/N: 20871007, LBL: CH.10.27_Extra low)","Water Content, m³/m³ (LGR S/N: 20871540, SEN S/N: 20873078, LBL: IA.16.58_Extra low)"
3176,08/18/21 10:12:15 AM,-888.8800,-888.8800
3177,08/18/21 10:42:15 AM,-888.8800,-888.8800
3178,08/18/21 11:12:15 AM,-888.8800,-888.8800
3179,08/18/21 11:42:15 AM,-888.8800,-888.8800
3180,08/18/21 12:12:15 PM,-888.8800,-888.8800
3181,08/18/21 12:42:15 PM,-888.8800,-888.8800
3182,08/18/21 01:12:15 PM,-888.8800,-888.8800
3183,08/18/21 01:42:15 PM,-888.8800,-888.8800
3184,08/18/21 02:12:15 PM,-888.8800,-888.8800
3185,08/18/21 02:42:15 PM,-888.8800,-888.8800
3186,08/18/21 03:12:15 PM,-888.8800,-888.8800
3187,08/18/21 03:42:15 PM,-888.8800,-888.8800
3188,08/18/21 04:12:15 PM,-888.8800,-888.8800
3189,08/18/21 04:42:15 PM,-888.8800,-888.8800
3190,08/18/21 05:12:15 PM,-888.8800,-888.8800
3191,08/18/21 05:42:15 PM,-888.8800,-888.8800
3192,08/18/21 06:12:15 PM,-888.8800,-888.8800
3193,08/18/21 06:42:15 PM,-888.8800,-888.8800
3194,08/18/21 07:12:15 PM,-888.8800,-888.8800
3195,08/18/21 07:42:15 PM,-888.8800,-888.8800
3196,08/18/21 08:12:15 PM,-888.8800,-888.8800
3197,08/18/21 08:42:15 PM,-888.8800,-888.8800
3198,08/18/21 09:12:15 PM,-888.8800,-888.8800
3199,08/18/21 09:42:15 PM,-888.8800,-888.8800
3200,08/18/21 10:12:15 PM,-888.8800,-888.8800
3201,08/18/21 10:42:15 PM,-888.8800,-888.8800
3202,08/18/21 11:12:15 PM,-888.8800,-888.8800
3203,08/18/21 11:42:15 PM,-888.8800,-888.8800
3204,08/19/21 12:12:15 AM,-888.8800,-888.8800
3205,08/19/21 12:42:15 AM,-888.8800,-888.8800
3206,08/19/21 01:12:15 AM,-888.8800,-888.8800
3207,08/19/21 01:42:15 AM,-888.8800,-888.8800
3208,08/19/21 02:12:15 AM,-888.8800,-888.8800
3209,08/19/21 02:42:15 AM,-888.8800,-888.8800
3210,08/19/21 03:12:15 AM,-888.8800,-888.8800
3211,08/19/21 03:42:15 AM,-888.8800,-888.8800
3212,08/19/21 04:12:15 AM,-888.8800,-888.8800
3213,08/19/21 04:42:15 AM,-888.8800,-888.8800
3214,08/19/21 05:12:15 AM,-888.8800,-888.8800
3215,08/19/21 05:42:15 AM,-888.8800,-888.8800
3216,08/19/21 06:12:15 AM,-888.8800,-888.8800
3217,08/19/21 06:42:15 AM,-888.8800,-888.8800
3218,08/19/21 07:12:15 AM,-888.8800,-888.8800
3219,08/19/21 07:42:15 AM,-888.8800,-888.8800
3220,08/19/21 08:12:15 AM,-888.8800,-888.8800
3221,08/19/21 08:42:15 AM,-888.8800,-888.8800
3222,08/19/21 09:12:15 AM,-888.8800,-888.8800
3223,08/19/21 09:42:15 AM,-888.8800,-888.8800
3224,08/19/21 10:12:15 AM,-888.8800,-888.8800
3225,08/19/21 10:42:15 AM,-888.8800,-888.8800
3226,08/19/21 11:12:15 AM,-888.8800,-888.8800
3227,08/19/21 11:42:15 AM,-888.8800,-888.8800
3228,08/19/21 12:12:15 PM,-888.8800,-888.8800
3229,08/19/21 12:42:15 PM,-888.8800,-888.8800
3230,08/19/21 01:12:15 PM,-888.8800,-888.8800
3231,08/19/21 01:42:15 PM,-888.8800,-888.8800
3232,08/19/21 02:12:15 PM,-888.8800,-888.8800
3233,08/19/21 02:42:15 PM,-888.8800,-888.8800
3234,08/19/21 03:12:15 PM,-888.8800,-888.8800
3235,08/19/21 03:42:15 PM,-888.8800,-888.8800
3236,08/19/21 04:12:15 PM,-888.8800,-888.8800
3237,08/19/21 04:42:15 PM,-888.8800,-888.8800
3238,08/19/21 05:12:15 PM,-888.8800,-888.8800
3239,08/19/21 05:42:15 PM,-888.8800,-888.8800
3240,08/19/21 06:12:15 PM,-888.8800,-888.8800
3241,08/19/21 06:42:15 PM,-888.8800,-888.8800
3242,08/19/21 07:12:15 PM,-888.8800,-888.8800
3243,08/19/21 07:42:15 PM,-888.8800,-888.8800
3244,08/19/21 08:12:15 PM,-888.8800,-888.8800
3245,08/19/21 08:42:15 PM,-888.8800,-888.8800
3246,08/19/21 09:12:15 PM,-888.8800,-888.8800
3247,08/19/21 09:42:15 PM,-888.8800,-888.8800
3248,08/19/21 10:12:15 PM,-888.8800,-888.8800
3249,08/19/21 10:42:15 PM,-888.8800,-888.8800
3250,08/19/21 11:12:15 PM,-888.8800,-888.8800
3251,08/19/21 11:42:15 PM,-888.8800,-888.8800
3252,08/20/21 12:12:15 AM,-888.8800,-888.8800
3253,08/20/21 12:42:15 AM,-888.8800,-888.8800
3254,08/20/21 01:12:15 AM,-888.8800,-888.8800
3255,08/20/21 01:42:15 AM,-888.8800,-888.8800
3256,08/20/21 02:12:15 AM,-888.8800,-888.8800
3257,08/20/21 02:42:15 AM,-888.8800,-888.8800
3258,08/20/21 03:12:15 AM,-888.8800,-888.8800
3259,08/20/21 03:42:15 AM,-888.8800,-888.8800
3260,08/20/21 04:12:15 AM,-888.8800,-888.8800
3261,08/20/21 04:42:15 AM,-888.8800,-888.8800
3262,08/20/21 05:12:15 AM,-888.8800,-888.8800
3263,08/20/21 05:42:15 AM,-888.8800,-888.8800
3264,08/20/21 06:12:15 AM,-888.8800,-888.8800
3265,08/20/21 06:42:15 AM,-888.8800,-888.8800
3266,08/20/21 07:12:15 AM,-888.8800,-888.8800
3267,08/20/21 07:42:15 AM,-888.8800,-888.8800
3268,08/20/21 08:12:15 AM,-888.8800,-888.8800
3269,08/20/21 08:42:15 AM,-888.8800,-888.8800
3270,08/20/21 09:12:15 AM,-888.8800,-888.8800
3271,08/20/21 09:42:15 AM,-888.8800,-888.8800
3272,08/20/21 10:12:15 AM,-888.8800,-888.8800
3273,08/20/21 10:42:15 AM,-888.8800,-888.8800
3274,08/20/21 11:12:15 AM,-888.8800,-888.8800
3275,08/20/21 11:42:15 AM,-888.8800,-888.8800
3276,08/20/21 12:12:15 PM,-888.8800,-888.8800
3277,08/20/21 12:42:15 PM,-888.8800,-888.8800
3278,08/20/21 01:12:15 PM,-888.8800,-888.8800
3279,08/20/21 01:42:15 PM,-888.8800,-888.8800
3280,08/20/21 02:12:15 PM,-888.8800,-888.8800
3281,08/20/21 02:42:15 PM,-888.8800,-888.8800
3282,08/20/21 03:12:15 PM,-888.8800,-888.8800
3283,08/20/21 03:42:15 PM,-888.8800,-888.8800
3284,08/20/21 04:12:15 PM,-888.8800,-888.8800
3285,08/20/21 04:42:15 PM,-888.8800,-888.8800
3286,08/20/21 05:12:15 PM,-888.8800,-888.8800
3287,08/20/21 05:42:15 PM,-888.8800,-888.8800
3288,08/20/21 06:12:15 PM,-888.8800,-888.8800
3289,08/20/21 06:42:15 PM,-888.8800,-888.8800
3290,08/20/21 07:12:15 PM,-888.8800,-888.8800
3291,08/20/21 07:42:15 PM,-888.8800,-888.8800
3292,08/20/21 08:12:15 PM,-888.8800,-888.8800
3293,08/20/21 08:42:15 PM,-888.8800,-888.8800
3294,08/20/21 09:12:15 PM,-888.8800,-888.8800
3295,08/20/21 09:42:15 PM,-888.8800,-888.8800
3296,08/20/21 10:12:15 PM,-888.8800,-888.8800
3297,08/20/21 10:42:15 PM,-888.8800,-888.8800
3298,08/20/21 11:12:15 PM,-888.8800,-888.8800
3299,08/20/21 11:42:15 PM,-888.8800,-888.8800
3300,08/21/21 12:12:15 AM,-888.8800,-888.8800
3301,08/21/21 12:42:15 AM,-888.8800,-888.8800
3302,08/21/21 01:12:15 AM,-888.8800,-888.8800
3303,08/21/21 01:42:15 AM,-888.8800,-888.8800
3304,08/21/21 02:12:15 AM,-888.8800,-888.8800
3305,08/21/21 02:42:15 AM,-888.8800,-888.8800
3306,08/21/21 03:12:15 AM,-888.8800,-888.8800
3307,08/21/21 03:42:15 AM,-888.8800,-888.8800
3308,08/21/21 04:12:15 AM,-888.8800,-888.8800
3309,08/21/21 04:42:15 AM,-888.8800,-888.8800
3310,08/21/21 05:12:15 AM,-888.8800,-888.8800
3311,08/21/21 05:42:15 AM,-888.8800,-888.8800
3312,08/21/21 06:12:15 AM,-888.8800,-888.8800
3313,08/21/21 06:42:15 AM,-888.8800,-888.8800
3314,08/21/21 07:12:15 AM,-888.8800,-888.8800
3315,08/21/21 07:42:15 AM,-888.8800,-888.8800
3316,08/21/21 08:12:15 AM,-888.8800,-888.8800
3317,08/21/21 08:42:15 AM,-888.8800,-888.8800
3318,08/21/21 09:12:15 AM,-888.8800,-888.8800
3319,08/21/21 09:42:15 AM,-888.8800,-888.8800
3320,08/21/21 10:12:15 AM,-888.8800,-888.8800
3321,08/21/21 10:42:15 AM,-888.8800,-888.8800
3322,08/21/21 11:12:15 AM,-888.8800,-888.8800
3323,08/21/21 11:42:15 AM,-888.8800,-888.8800
3324,08/21/21 12:12:15 PM,-888.8800,-888.8800
3325,08/21/21 12:42:15 PM,-888.8800,-888.8800
3326,08/21/21 01:12:15 PM,-888.8800,-888.8800
3327,08/21/21 01:42:15 PM,-888.8800,-888.8800
3328,08/21/21 02:12:15 PM,-888.8800,-888.8800
3329,08/21/21 02:42:15 PM,-888.8800,-888.8800
3330,08/21/21 03:12:15 PM,-888.8800,-888.8800
3331,08/21/21 03:42:15 PM,-888.8800,-888.8800
3332,08/21/21 04:12:15 PM,-888.8800,-888.8800
3333,08/21/21 04:42:15 PM,-888.8800,-888.8800
3334,08/21/21 05:12:15 PM,-888.8800,-888.8800
3335,08/21/21 05:42:15 PM,-888.8800,-888.8800
3336,08/21/21 06:12:15 PM,-888.8800,-888.8800
3337,08/21/21 06:42:15 PM,-888.8800,-888.8800
3338,08/21/21 07:12:15 PM,-888.8800,-888.8800
3339,08/21/21 07:42:15 PM,-888.8800,-888.8800
3340,08/21/21 08:12:15 PM,-888.8800,-888.8800
3341,08/21/21 08:42:15 PM,-888.8800,-888.8800
3342,08/21/21 09:12:15 PM,-888.8800,-888.8800
3343,08/21/21 09:42:15 PM,-888.8800,-888.8800
3344,08/21/21 10:12:15 PM,-888.8800,-888.8800
3345,08/21/21 10:42:15 PM,-888.8800,-888.8800
3346,08/21/21 11:12:15 PM,-888.8800,-888.8800
3347,08/21/21 11:42:15 PM,-888.8800,-888.8800
3348,08/22/21 12:12:15 AM,-888.8800,-888.8800
3349,08/22/21 12:42:15 AM,-888.8800,-888.8800
3350,08/22/21 01:12:15 AM,-888.8800,-888.8800
3351,08/22/21 01:42:15 AM,-888.8800,-888.8800
3352,08/22/21 02:12:15 AM,-888.8800,-888.8800
3353,08/22/21 02:42:15 AM,-888.8800,-888.8800
3354,08/22/21 03:12:15 AM,-888.8800,-888.8800
3355,08/22/21 03:42:15 AM,-888.8800,-888.8800
3356,08/22/21 04:12:15 AM,-888.8800,-888.8800
3357,08/22/21 04:42:15 AM,-888.8800,-888.8800
3358,08/22/21 05:12:15 AM,-888.8800,-888.8800
3359,08/22/21 05:42:15 AM,-888.8800,-888.8800
3360,08/22/21 06:12:15 AM,-888.8800,-888.8800
3361,08/22/21 06:42:15 AM,-888.8800,-888.8800
3362,08/22/21 07:12:15 AM,-888.8800,-888.8800
3363,08/22/21 07:42:15 AM,-888.8800,-888.8800
3364,08/22/21 08:12:15 AM,-888.8800,-888.8800
3365,08/22/21 08:42:15 AM,-888.8800,-888.8800
3366,08/22/21 09:12:15 AM,-888.8800,-888.8800
3367,08/22/21 09:42:15 AM,-888.8800,-888.8800
3368,08/22/21 10:12:15 AM,-888.8800,-888.8800
3369,08/22/21 10:42:15 AM,-888.8800,-888.8800
3370,08/22/21 11:12:15 AM,-888.8800,-888.8800
3371,08/22/21 11:42:15 AM,-888.8800,-888.8800
3372,08/22/21 12:12:15 PM,-888.8800,-888.8800
3373,08/22/21 12:42:15 PM,-888.8800,-888.8800
3374,08/22/21 01:12:15 PM,-888.8800,-888.8800
3375,08/22/21 01:42:15 PM,-888.8800,-888.8800
3376,08/22/21 02:12:15 PM,-888.8800,-888.8800
3377,08/22/21 02:42:15 PM,-888.8800,-888.8800
3378,08/22/21 03:12:15 PM,-888.8800,-888.8800
3379,08/22/21 03:42:15 PM,-888.8800,-888.8800
3380,08/22/21 04:12:15 PM,-888.8800,-888.8800
3381,08/22/21 04:42:15 PM,-888.8800,-888.8800
3382,08/22/21 05:12:15 PM,-888.8800,-888.8800
3383,08/22/21 05:42:15 PM,-888.8800,-888.8800
3384,08/22/21 06:12:15 PM,-888.8800,-888.8800
3385,08/22/21 06:42:15 PM,-888.8800,-888.8800
3386,08/22/21 07:12:15 PM,-888.8800,-888.8800
3387,08/22/21 07:42:15 PM,-888.8800,-888.8800
3388,08/22/21 08:12:15 PM,-888.8800,-888.8800
3389,08/22/21 08:42:15 PM,-888.8800,-888.8800
3390,08/22/21 09:12:15 PM,-888.8800,-888.8800
3391,08/22/21 09:42:15 PM,-888.8800,-888.8800
3392,08/22/21 10:12:15 PM,-888.8800,-888.8800
3393,08/22/21 10:42:15 PM,-888.8800,-888.8800
3394,08/22/21 11:12:15 PM,-888.8800,-888.8800
3395,08/22/21 11:42:15 PM,-888.8800,-888.8800
3396,08/23/21 12:12:15 AM,-888.8800,-888.8800
3397,08/23/21 12:42:15 AM,-888.8800,-888.8800
3398,08/23/21 01:12:15 AM,-888.8800,-888.8800
3399,08/23/21 01:42:15 AM,-888.8800,-888.8800
3400,08/23/21 02:12:15 AM,-888.8800,-888.8800
3401,08/23/21 02:42:15 AM,-888.8800,-888.8800
3402,08/23/21 03:12:15 AM,-888.8800,-888.8800
3403,08/23/21 03:42:15 AM,-888.8800,-888.8800
3404,08/23/21 04:12:15 AM,-888.8800,-888.8800
3405,08/23/21 04:42:15 AM,-888.8800,-888.8800
3406,08/23/21 05:12:15 AM,-888.8800,-888.8800
3407,08/23/21 05:42:15 AM,-888.8800,-888.8800
3408,08/23/21 06:12:15 AM,-888.8800,-888.8800
3409,08/23/21 06:42:15 AM,-888.8800,-888.8800
3410,08/23/21 07:12:15 AM,-888.8800,-888.8800
3411,08/23/21 07:42:15 AM,-888.8800,-888.8800
3412,08/23/21 08:12:15 AM,-888.8800,-888.8800
3413,08/23/21 08:42:15 AM,-888.8800,-888.8800
3414,08/23/21 09:12:15 AM,-888.8800,-888.8800
3415,08/23/21 09:42:15 AM,-888.8800,-888.8800
3416,08/23/21 10:12:15 AM,-888.8800,-888.8800
3417,08/23/21 10:42:15 AM,-888.8800,-888.8800
3418,08/23/21 11:12:15 AM,-888.8800,-888.8800
3419,08/23/21 11:42:15 AM,-888.8800,-888.8800
3420,08/23/21 12:12:15 PM,-888.8800,-888.8800
3421,08/23/21 12:42:15 PM,-888.8800,-888.8800
3422,08/23/21 01:12:15 PM,-888.8800,-888.8800
3423,08/23/21 01:42:15 PM,-888.8800,-888.8800
3424,08/23/21 02:12:15 PM,-888.8800,-888.8800
3425,08/23/21 02:42:15 PM,-888.8800,-888.8800
3426,08/23/21 03:12:15 PM,-888.8800,-888.8800
3427,08/23/21 03:42:15 PM,-888.8800,-888.8800
3428,08/23/21 04:12:15 PM,-888.8800,-888.8800
3429,08/23/21 04:42:15 PM,-888.8800,-888.8800
3430,08/23/21 05:12:15 PM,-888.8800,-888.8800
3431,08/23/21 05:42:15 PM,-888.8800,-888.8800
3432,08/23/21 06:12:15 PM,-888.8800,-888.8800
3433,08/23/21 06:42:15 PM,-888.8800,-888.8800
3434,08/23/21 07:12:15 PM,-888.8800,-888.8800
3435,08/23/21 07:42:15 PM,-888.8800,-888.8800
3436,08/23/21 08:12:15 PM,-888.8800,-888.8800
3437,08/23/21 08:42:15 PM,-888.8800,-888.8800
3438,08/23/21 09:12:15 PM,-888.8800,-888.8800
3439,08/23/21 09:42:15 PM,-888.8800,-888.8800
3440,08/23/21 10:12:15 PM,-888.8800,-888.8800
3441,08/23/21 10:42:15 PM,-888.8800,-888.8800
3442,08/23/21 11:12:15 PM,-888.8800,-888.8800
3443,08/23/21 11:42:15 PM,-888.8800,-888.8800
3444,08/24/21 12:12:15 AM,-888.8800,-888.8800
3445,08/24/21 12:42:15 AM,-888.8800,-888.8800
3446,08/24/21 01:12:15 AM,-888.8800,-888.8800
3447,08/24/21 01:42:15 AM,-888.8800,-888.8800
3448,08/24/21 02:12:15 AM,-888.8800,-888.8800
3449,08/24/21 02:42:15 AM,-888.8800,-888.8800
3450,08/24/21 03:12:15 AM,-888.8800,-888.8800
3451,08/24/21 03:42:15 AM,-888.8800,-888.8800
3452,08/24/21 04:12:15 AM,-888.8800,-888.8800
3453,08/24/21 04:42:15 AM,-888.8800,-888.8800
3454,08/24/21 05:12:15 AM,-888.8800,-888.8800
3455,08/24/21 05:42:15 AM,-888.8800,-888.8800
3456,08/24/21 06:12:15 AM,-888.8800,-888.8800
3457,08/24/21 06:42:15 AM,-888.8800,-888.8800
3458,08/24/21 07:12:15 AM,-888.8800,-888.8800
3459,08/24/21 07:42:15 AM,-888.8800,-888.8800
3460,08/24/21 08:12:15 AM,-888.8800,-888.8800
3461,08/24/21 08:42:15 AM,-888.8800,-888.8800
3462,08/24/21 09:12:15 AM,-888.8800,-888.8800
3463,08/24/21 09:42:15 AM,-888.8800,-888.8800
3464,08/24/21 10:12:15 AM,-888.8800,-888.8800
3465,08/24/21 10:42:15 AM,-888.8800,-888.8800
3466,08/24/21 11:12:15 AM,-888.8800,-888.8800
3467,08/24/21 11:42:15 AM,-888.8800,-888.8800
3468,08/24/21 12:12:15 PM,-888.8800,-888.8800
3469,08/24/21 12:42:15 PM,-888.8800,-888.8800
3470,08/24/21 01:12:15 PM,-888.8800,-888.8800
3471,08/24/21 01:42:15 PM,-888.8800,-888.8800
3472,08/24/21 02:12:15 PM,-888.8800,-888.8800
3473,08/24/21 02:42:15 PM,-888.8800,-888.8800
3474,08/24/21 03:12:15 PM,-888.8800,-888.8800
3475,08/24/21 03:42:15 PM,-888.8800,-888.8800
3476,08/24/21 04:12:15 PM,-888.8800,-888.8800
3477,08/24/21 04:42:15 PM,-888.8800,-888.8800
3478,08/24/21 05:12:15 PM,-888.8800,-888.8800
3479,08/24/21 05:42:15 PM,-888.8800,-888.8800
3480,08/24/21 06:12:15 PM,-888.8800,-888.8800
3481,08/24/21 06:42:15 PM,-888.8800,-888.8800
3482,08/24/21 07:12:15 PM,-888.8800,-888.8800
3483,08/24/21 07:42:15 PM,-888.8800,-888.8800
3484,08/24/21 08:12:15 PM,-888.8800,-888.8800
3485,08/24/21 08:42:15 PM,-888.8800,-888.8800
3486,08/24/21 09:12:15 PM,-888.8800,-888.8800
3487,08/24/21 09:42:15 PM,-888.8800,-888.8800
3488,08/24/21 10:12:15 PM,-888.8800,-888.8800
3489,08/24/21 10:42:15 PM,-888.8800,-888.8800
3490,08/24/21 11:12:15 PM,-888.8800,-888.8800
3491,08/24/21 11:42:15 PM,-888.8800,-888.8800
3492,08/25/21 12:12:15 AM,-888.8800,-888.8800
3493,08/25/21 12:42:15 AM,-888.8800,-888.8800
3494,08/25/21 01:12:15 AM,-888.8800,-888.8800
3495,08/25/21 01:42:15 AM,-888.8800,-888.8800
3496,08/25/21 02:12:15 AM,-888.8800,-888.8800
3497,08/25/21 02:42:15 AM,-888.8800,-888.8800
3498,08/25/21 03:12:15 AM,-888.8800,-888.8800
3499,08/25/21 03:42:15 AM,-888.8800,-888.8800
3500,08/25/21 04:12:15 AM,-888.8800,-888.8800
3501,08/25/21 04:42:15 AM,-888.8800,-888.8800
3502,08/25/21 05:12:15 AM,-888.8800,-888.8800
3503,08/25/21 05:42:15 AM,-888.8800,-888.8800
3504,08/25/21 06:12:15 AM,-888.8800,-888.8800
3505,08/25/21 06:42:15 AM,-888.8800,-888.8800
3506,08/25/21 07:12:15 AM,-888.8800,-888.8800
3507,08/25/21 07:42:15 AM,-888.8800,-888.8800
3508,08/25/21 08:12:15 AM,-888.8800,-888.8800
3509,08/25/21 08:42:15 AM,-888.8800,-888.8800
3510,08/25/21 09:12:15 AM,-888.8800,-888.8800
3511,08/25/21 09:42:15 AM,-888.8800,-888.8800
3512,08/25/21 10:12:15 AM,-888.8800,-888.8800
3513,08/25/21 10:42:15 AM,-888.8800,-888.8800
3514,08/25/21 11:12:15 AM,-888.8800,-888.8800
3515,08/25/21 11:42:15 AM,-888.8800,-888.8800
3516,08/25/21 12:12:15 PM,-888.8800,-888.8800
3517,08/25/21 12:42:15 PM,-888.8800,-888.8800
3518,08/25/21 01:12:15 PM,-888.8800,-888.8800
3519,08/25/21 01:42:15 PM,-888.8800,-888.8800
3520,08/25/21 02:12:15 PM,-888.8800,-888.8800
3521,08/25/21 02:42:15 PM,-888.8800,-888.8800
3522,08/25/21 03:12:15 PM,-888.8800,-888.8800
3523,08/25/21 03:42:15 PM,-888.8800,-888.8800
3524,08/25/21 04:12:15 PM,-888.8800,-888.8800
3525,08/25/21 04:42:15 PM,-888.8800,-888.8800
3526,08/25/21 05:12:15 PM,-888.8800,-888.8800
3527,08/25/21 05:42:15 PM,-888.8800,-888.8800
3528,08/25/21 06:12:15 PM,-888.8800,-888.8800
3529,08/25/21 06:42:15 PM,-888.8800,-888.8800
3530,08/25/21 07:12:15 PM,-888.8800,-888.8800
3531,08/25/21 07:42:15 PM,-888.8800,-888.8800
3532,08/25/21 08:12:15 PM,-888.8800,-888.8800
3533,08/25/21 08:42:15 PM,-888.8800,-888.8800
3534,08/25/21 09:12:15 PM,-888.8800,-888.8800
3535,08/25/21 09:42:15 PM,-888.8800,-888.8800
3536,08/25/21 10:12:15 PM,-888.8800,-888.8800
3537,08/25/21 10:42:15 PM,-888.8800,-888.8800
3538,08/25/21 11:12:15 PM,-888.8800,-888.8800
3539,08/25/21 11:42:15 PM,-888.8800,-888.8800
3540,08/26/21 12:12:15 AM,-888.8800,-888.8800
3541,08/26/21 12:42:15 AM,-888.8800,-888.8800
3542,08/26/21 01:12:15 AM,-888.8800,-888.8800
3543,08/26/21 01:42:15 AM,-888.8800,-888.8800
3544,08/26/21 02:12:15 AM,-888.8800,-888.8800
3545,08/26/21 02:42:15 AM,-888.8800,-888.8800
3546,08/26/21 03:12:15 AM,-888.8800,-888.8800
3547,08/26/21 03:42:15 AM,-888.8800,-888.8800
3548,08/26/21 04:12:15 AM,-888.8800,-888.8800
3549,08/26/21 04:42:15 AM,-888.8800,-888.8800
3550,08/26/21 05:12:15 AM,-888.8800,-888.8800
3551,08/26/21 05:42:15 AM,-888.8800,-888.8800
3552,08/26/21 06:12:15 AM,-888.8800,-888.8800
3553,08/26/21 06:42:15 AM,-888.8800,-888.8800
3554,08/26/21 07:12:15 AM,-888.8800,-888.8800
3555,08/26/21 07:42:15 AM,-888.8800,-888.8800
3556,08/26/21 08:12:15 AM,-888.8800,-888.8800
3557,08/26/21 08:42:15 AM,-888.8800,-888.8800
3558,08/26/21 09:12:15 AM,-888.8800,-888.8800
3559,08/26/21 09:42:15 AM,-888.8800,-888.8800
3560,08/26/21 10:12:15 AM,-888.8800,-888.8800
3561,08/26/21 10:42:15 AM,-888.8800,-888.8800
3562,08/26/21 11:12:15 AM,-888.8800,-888.8800
3563,08/26/21 11:42:15 AM,-888.8800,-888.8800
3564,08/26/21 12:12:15 PM,-888.8800,-888.8800
3565,08/26/21 12:42:15 PM,-888.8800,-888.8800
3566,08/26/21 01:12:15 PM,-888.8800,-888.8800
3567,08/26/21 01:42:15 PM,-888.8800,-888.8800
3568,08/26/21 02:12:15 PM,-888.8800,-888.8800
3569,08/26/21 02:42:15 PM,-888.8800,-888.8800
3570,08/26/21 03:12:15 PM,-888.8800,-888.8800
3571,08/26/21 03:42:15 PM,-888.8800,-888.8800
3572,08/26/21 04:12:15 PM,-888.8800,-888.8800
3573,08/26/21 04:42:15 PM,-888.8800,-888.8800
3574,08/26/21 05:12:15 PM,-888.8800,-888.8800
3575,08/26/21 05:42:15 PM,-888.8800,-888.8800
3576,08/26/21 06:12:15 PM,-888.8800,-888.8800
3577,08/26/21 06:42:15 PM,-888.8800,-888.8800
3578,08/26/21 07:12:15 PM,-888.8800,-888.8800
3579,08/26/21 07:42:15 PM,-888.8800,-888.8800
3580,08/26/21 08:12:15 PM,-888.8800,-888.8800
3581,08/26/21 08:42:15 PM,-888.8800,-888.8800
3582,08/26/21 09:12:15 PM,-888.8800,-888.8800
3583,08/26/21 09:42:15 PM,-888.8800,-888.8800
3584,08/26/21 10:12:15 PM,-888.8800,-888.8800
3585,08/26/21 10:42:15 PM,-888.8800,-888.8800
3586,08/26/21 11:12:15 PM,-888.8800,-888.8800
3587,08/26/21 11:42:15 PM,-888.8800,-888.8800
3588,08/27/21 12:12:15 AM,-888.8800,-888.8800
3589,08/27/21 12:42:15 AM,-888.8800,-888.8800
3590,08/27/21 01:12:15 AM,-888.8800,-888.8800
3591,08/27/21 01:42:15 AM,-888.8800,-888.8800
3592,08/27/21 02:12:15 AM,-888.8800,-888.8800
3593,08/27/21 02:42:15 AM,-888.8800,-888.8800
3594,08/27/21 03:12:15 AM,-888.8800,-888.8800
3595,08/27/21 03:42:15 AM,-888.8800,-888.8800
3596,08/27/21 04:12:15 AM,-888.8800,-888.8800
3597,08/27/21 04:42:15 AM,-888.8800,-888.8800
3598,08/27/21 05:12:15 AM,-888.8800,-888.8800
3599,08/27/21 05:42:15 AM,-888.8800,-888.8800
3600,08/27/21 06:12:15 AM,-888.8800,-888.8800
3601,08/27/21 06:42:15 AM,-888.8800,-888.8800
3602,08/27/21 07:12:15 AM,-888.8800,-888.8800
3603,08/27/21 07:42:15 AM,-888.8800,-888.8800
3604,08/27/21 08:12:15 AM,-888.8800,-888.8800
3605,08/27/21 08:42:15 AM,-888.8800,-888.8800
3606,08/27/21 09:12:15 AM,-888.8800,-888.8800
3607,08/27/21 09:42:15 AM,-888.8800,-888.8800
3608,08/27/21 10:12:15 AM,-888.8800,-888.8800
3609,08/27/21 10:42:15 AM,-888.8800,-888.8800
3610,08/27/21 11:12:15 AM,-888.8800,-888.8800
3611,08/27/21 11:42:15 AM,-888.8800,-888.8800
3612,08/27/21 12:12:15 PM,-888.8800,-888.8800
3613,08/27/21 12:42:15 PM,-888.8800,-888.8800
3614,08/27/21 01:12:15 PM,-888.8800,-888.8800
3615,08/27/21 01:42:15 PM,-888.8800,-888.8800
3616,08/27/21 02:12:15 PM,-888.8800,-888.8800
3617,08/27/21 02:42:15 PM,-888.8800,-888.8800
3618,08/27/21 03:12:15 PM,-888.8800,-888.8800
3619,08/27/21 03:42:15 PM,-888.8800,-888.8800
3620,08/27/21 04:12:15 PM,-888.8800,-888.8800
3621,08/27/21 04:42:15 PM,-888.8800,-888.8800
3622,08/27/21 05:12:15 PM,-888.8800,-888.8800
3623,08/27/21 05:42:15 PM,-888.8800,-888.8800
3624,08/27/21 06:12:15 PM,-888.8800,-888.8800
3625,08/27/21 06:42:15 PM,-888.8800,-888.8800
3626,08/27/21 07:12:15 PM,-888.8800,-888.8800
3627,08/27/21 07:42:15 PM,-888.8800,-888.8800
3628,08/27/21 08:12:15 PM,-888.8800,-888.8800
3629,08/27/21 08:42:15 PM,-888.8800,-888.8800
3630,08/27/21 09:12:15 PM,-888.8800,-888.8800
3631,08/27/21 09:42:15 PM,-888.8800,-888.8800
3632,08/27/21 10:12:15 PM,-888.8800,-888.8800
3633,08/27/21 10:42:15 PM,-888.8800,-888.8800
3634,08/27/21 11:12:15 PM,-888.8800,-888.8800
3635,08/27/21 11:42:15 PM,-888.8800,-888.8800
3636,08/28/21 12:12:15 AM,-888.8800,-888.8800
