"","num_news","num_fr","mean_size0","startx","endx","x","y","site_ID","X","site","ID","quad","size0","rep0","libsur0_1","consur0_1","size1","N1","L1","rep1","comm1","startyear","TSF","TBF","s.logsize0","logsize1","logsize0","prep1","logcrep1","P_LA","P_LW","P_LD","P_LH","T_LA","T_LH","T_LC","T_LW","T_LD","P_RA","P_RW","P_RD","P_RH","T_RA","T_RC","T_RH","T_RW","T_RD","s.T_RA","s.P_RA","s.P_RW","s.P_RD","s.P_RH","s.T_RH","s.T_RD","s.T_RW","s.T_RC","prep_Int","sq.P_RA","sq.T_RA","sq.TSF","s.sq.P_RA","s.sq.T_RA","s.sq.TSF","s.TBF","T_PA","s.T_LA","s.P_LA","s.P_LW","s.P_LD","s.P_LH","s.T_LH","s.T_LD","s.T_LW","s.T_LC","sq.P_LA","sq.T_LA","sq.T_LH","s.sq.T_LH","s.sq.P_LA","s.sq.T_LA","s.TSF","sq.T_RH","s.sq.T_RH","vargrowth","predgrowth","og_predgrowth","og_logsize1","qs","key","key_qsy","mean_logsize0"
"9439",0,0,66,0,25,50,50,"IA_287",9439,"IA","287","27",399,0,0,0,NA,NA,NA,NA,"qs0-25, no new 18",2017,3,5,1.32510629908553,NA,5.98921201205469,NA,NA,0.327188065136482,0.328163231698672,0.326893090109246,0.333826632407553,18.5483773598919,28.85,2.37174997610745,25.4583333333333,7.59345659167396,1509.1,184.7,105.1,187.3,17.2228767123288,-1,28.95,24.5838709677419,5.00645161290323,-1.38328988269443,-0.217836331050897,-0.234843611124725,0.102102888439941,0.0274937101616057,-1.15861664500278,-1.89169929338067,-1.84091372304065,-0.215120221610553,NA,2277382.81,296.627482248078,9,-0.287987267977963,-1.37783730636027,-0.388373654044857,-0.136739475554389,NA,-0.365892588656351,-0.345123066469767,-0.197234589476883,-0.50943314593393,-0.631994545514625,0.215380745666071,-2.26603912707454,-0.0575342844098672,-1.13275503346179,0.107052029967755,344.04230268495,832.3225,0.190044848609916,-0.440620522337791,-0.390263817504882,-0.154745787478298,838.1025,-1.16299355559955,NA,NA,NA,NA,"N","IA_287_2017","27_IA_2017",-0.335603148742911
"9449",0,7,129.333333333333,0,25,-35,28,"IA_371",9449,"IA","371","28",144,0,1,0,NA,NA,NA,NA,"qs0-25, no new 18; PresAlive18",2017,3,5,0.384210028417616,NA,4.97050750300548,NA,NA,0.327188065136482,0.328163231698672,0.326893090109246,0.333826632407553,18.5483773598919,28.85,2.37174997610745,25.4583333333333,7.59345659167396,1509.1,184.7,105.1,187.3,17.2228767123288,-1,28.95,24.5838709677419,5.00645161290323,-1.38328988269443,-0.217836331050897,-0.234843611124725,0.102102888439941,0.0274937101616057,-1.15861664500278,-1.89169929338067,-1.84091372304065,-0.215120221610553,NA,2277382.81,296.627482248078,9,-0.287987267977963,-1.37783730636027,-0.388373654044857,-0.136739475554389,NA,-0.365892588656351,-0.345123066469767,-0.197234589476883,-0.50943314593393,-0.631994545514625,0.215380745666071,-2.26603912707454,-0.0575342844098672,-1.13275503346179,0.107052029967755,344.04230268495,832.3225,0.190044848609916,-0.440620522337791,-0.390263817504882,-0.154745787478298,838.1025,-1.16299355559955,NA,NA,NA,NA,"N","IA_371_2017","28_IA_2017",0.271076335306163
"9479",0,0,128.25,25,50,49,32,"ME_329",9479,"ME","329","1",54,0,1,1,108,"4","27",0,"same pl?, qs25-50 no new 18",2017,1,6,-0.520636237004804,4.68305672464516,3.99083418585244,0,NA,0.268345462966543,0.273413998506508,0.267055817164412,0.292851532986842,19.0681413907281,30.2727272727273,3.10439090010168,26.0178396871945,8.30606824980578,1698.3,278.5,123.4,220.2,17.7257534246575,-0.45,29.95,24.941935483871,5.61129032258065,-0.381337762756849,0.525093735018973,0.708564672527988,0.578388773620474,0.41925106404529,0.144816899248431,-1.62636836521948,-1.31774422443768,0.0355102169170129,0,2884222.89,314.202334471757,1,0.454518897299723,-0.395413734981909,-0.512210041159152,0.0678203042665154,NA,0.315103592690195,-1.16404601427841,-0.903849615603866,-1.3401632114619,-1.27306015448285,1.14802394805301,-1.84423675825182,0.414166984947855,-0.783453775343779,0.0720092874947283,363.594016096798,916.438016528927,1.1575351445153,-1.14229807428298,0.302124448422431,-0.597476061930406,897.0025,0.133236887182389,0.0324502644477985,4.50291715528907,90.2801086375764,108.1,"N","ME_329_2017","1_ME_2017",-0.151573176523509
"9527",0,0,59.0909090909091,25,50,47,12,"ME_29",9527,"ME","29","2",21,0,1,1,72,"8","9",0,"qs25-50",2017,1,6,-1.39028132291071,4.2780540442909,3.04927304048202,0,NA,0.268345462966543,0.273413998506508,0.267055817164412,0.292851532986842,19.0681413907281,30.2727272727273,3.10439090010168,26.0178396871945,8.30606824980578,1698.3,278.5,123.4,220.2,17.7257534246575,-0.45,29.95,24.941935483871,5.61129032258065,-0.381337762756849,0.525093735018973,0.708564672527988,0.578388773620474,0.41925106404529,0.144816899248431,-1.62636836521948,-1.31774422443768,0.0355102169170129,0,2884222.89,314.202334471757,1,0.454518897299723,-0.395413734981909,-0.512210041159152,0.0678203042665154,NA,0.315103592690195,-1.16404601427841,-0.903849615603866,-1.3401632114619,-1.27306015448285,1.14802394805301,-1.84423675825182,0.414166984947855,-0.783453775343779,0.0720092874947283,363.594016096798,916.438016528927,1.1575351445153,-1.14229807428298,0.302124448422431,-0.597476061930406,897.0025,0.133236887182389,9.43766258550891e-05,4.26833928099707,71.4029568531432,72.0999999999997,"N","ME_29_2017","2_ME_2017",-1.08237649895551
"9580",0,0,NA,25,50,48,23,"ME_92",9580,"ME","92","3",14,0,1,1,63,"7","9",0,"qs25-50",2017,1,6,-1.76259108523579,4.14472076954717,2.64617479738412,0,NA,0.268345462966543,0.273413998506508,0.267055817164412,0.292851532986842,19.0681413907281,30.2727272727273,3.10439090010168,26.0178396871945,8.30606824980578,1698.3,278.5,123.4,220.2,17.7257534246575,-0.45,29.95,24.941935483871,5.61129032258065,-0.381337762756849,0.525093735018973,0.708564672527988,0.578388773620474,0.41925106404529,0.144816899248431,-1.62636836521948,-1.31774422443768,0.0355102169170129,0,2884222.89,314.202334471757,1,0.454518897299723,-0.395413734981909,-0.512210041159152,0.0678203042665154,NA,0.315103592690195,-1.16404601427841,-0.903849615603866,-1.3401632114619,-1.27306015448285,1.14802394805301,-1.84423675825182,0.414166984947855,-0.783453775343779,0.0720092874947283,363.594016096798,916.438016528927,1.1575351445153,-1.14229807428298,0.302124448422431,-0.597476061930406,897.0025,0.133236887182389,0.000537857639494098,4.16791252755501,64.5805012864282,63.1000000000002,"N","ME_92_2017","3_ME_2017",NA
"9619",0,6,175,25,50,46,10,"ME_93",9619,"ME","93","4",132,0,1,1,32,"2","16",9,"qs25-50 no new 18",2017,1,6,0.303902812276798,3.46885603013597,4.88355921152828,1,2.19722457733622,0.268345462966543,0.273413998506508,0.267055817164412,0.292851532986842,19.0681413907281,30.2727272727273,3.10439090010168,26.0178396871945,8.30606824980578,1698.3,278.5,123.4,220.2,17.7257534246575,-0.45,29.95,24.941935483871,5.61129032258065,-0.381337762756849,0.525093735018973,0.708564672527988,0.578388773620474,0.41925106404529,0.144816899248431,-1.62636836521948,-1.31774422443768,0.0355102169170129,2.19722457733622,2884222.89,314.202334471757,1,0.454518897299723,-0.395413734981909,-0.512210041159152,0.0678203042665154,NA,0.315103592690195,-1.16404601427841,-0.903849615603866,-1.3401632114619,-1.27306015448285,1.14802394805301,-1.84423675825182,0.414166984947855,-0.783453775343779,0.0720092874947283,363.594016096798,916.438016528927,1.1575351445153,-1.14229807428298,0.302124448422431,-0.597476061930406,897.0025,0.133236887182389,1.57872215577465,4.72532813717801,112.767495511417,32.1,"N","ME_93_2017","4_ME_2017",0.564177220654298
"9654",0,0,120.625,25,50,39,2,"ME_369",9654,"ME","369","5",45,0,1,1,85,"5","17",0,"qs25-50",2017,1,6,-0.688690760812853,4.44382703557933,3.80888224650863,0,NA,0.268345462966543,0.273413998506508,0.267055817164412,0.292851532986842,19.0681413907281,30.2727272727273,3.10439090010168,26.0178396871945,8.30606824980578,1698.3,278.5,123.4,220.2,17.7257534246575,-0.45,29.95,24.941935483871,5.61129032258065,-0.381337762756849,0.525093735018973,0.708564672527988,0.578388773620474,0.41925106404529,0.144816899248431,-1.62636836521948,-1.31774422443768,0.0355102169170129,0,2884222.89,314.202334471757,1,0.454518897299723,-0.395413734981909,-0.512210041159152,0.0678203042665154,NA,0.315103592690195,-1.16404601427841,-0.903849615603866,-1.3401632114619,-1.27306015448285,1.14802394805301,-1.84423675825182,0.414166984947855,-0.783453775343779,0.0720092874947283,363.594016096798,916.438016528927,1.1575351445153,-1.14229807428298,0.302124448422431,-0.597476061930406,897.0025,0.133236887182389,0.000189313641911334,4.45758616498171,86.2789942796552,85.1000000000002,"N","ME_369_2017","5_ME_2017",-0.699281094927118
"9664",0,6,186,25,50,43,12,"ME_166",9664,"ME","166","6",236,0,1,1,148,"4","37",4,"qs25-50 no new 18",2017,1,6,0.840245701462161,4.99788772127375,5.46425544409147,1,1.38629436111989,0.268345462966543,0.273413998506508,0.267055817164412,0.292851532986842,19.0681413907281,30.2727272727273,3.10439090010168,26.0178396871945,8.30606824980578,1698.3,278.5,123.4,220.2,17.7257534246575,-0.45,29.95,24.941935483871,5.61129032258065,-0.381337762756849,0.525093735018973,0.708564672527988,0.578388773620474,0.41925106404529,0.144816899248431,-1.62636836521948,-1.31774422443768,0.0355102169170129,1.38629436111989,2884222.89,314.202334471757,1,0.454518897299723,-0.395413734981909,-0.512210041159152,0.0678203042665154,NA,0.315103592690195,-1.16404601427841,-0.903849615603866,-1.3401632114619,-1.27306015448285,1.14802394805301,-1.84423675825182,0.414166984947855,-0.783453775343779,0.0720092874947283,363.594016096798,916.438016528927,1.1575351445153,-1.14229807428298,0.302124448422431,-0.597476061930406,897.0025,0.133236887182389,0.0163549750613099,4.87000115019879,130.321066791506,148.099999999999,"N","ME_166_2017","6_ME_2017",0.62045057117054
"9706",0,0,42.4,25,50,49,20,"ME_387",9706,"ME","387","7",24,0,1,1,28,"7","4",0,"qs25-50",2017,1,6,-1.2674963346735,3.3357695763397,3.18221184049661,0,NA,0.268345462966543,0.273413998506508,0.267055817164412,0.292851532986842,19.0681413907281,30.2727272727273,3.10439090010168,26.0178396871945,8.30606824980578,1698.3,278.5,123.4,220.2,17.7257534246575,-0.45,29.95,24.941935483871,5.61129032258065,-0.381337762756849,0.525093735018973,0.708564672527988,0.578388773620474,0.41925106404529,0.144816899248431,-1.62636836521948,-1.31774422443768,0.0355102169170129,0,2884222.89,314.202334471757,1,0.454518897299723,-0.395413734981909,-0.512210041159152,0.0678203042665154,NA,0.315103592690195,-1.16404601427841,-0.903849615603866,-1.3401632114619,-1.27306015448285,1.14802394805301,-1.84423675825182,0.414166984947855,-0.783453775343779,0.0720092874947283,363.594016096798,916.438016528927,1.1575351445153,-1.14229807428298,0.302124448422431,-0.597476061930406,897.0025,0.133236887182389,0.932556597442767,4.30145927673148,73.8074206032755,28.1,"N","ME_387_2017","7_ME_2017",-0.902344604196852
"10886",0,12,196.166666666667,25,50,49,19,"B2_317",10886,"B2","317","5",75,0,1,1,360,"6","60",0,"qs25-50",2018,11,12,-0.217701330594953,5.88638177065483,4.31882055877009,NA,NA,0.315599166107327,0.259207930107527,0.394602385752688,0.365327083333333,17.4092070029206,24.8906521029031,3.29611430532618,23.7562237091483,11.6465554558909,1829.8,147.6,112.2,209.9,17.3482191780822,-3.5,28.4,26.7241935483871,8.83548387096774,-1.13355242975441,1.04145369108762,-0.607982708390351,0.286891401269547,0.29660362498748,-1.87550509434095,-0.211977630834927,1.28632017176122,-1.35434948764495,NA,3348168.04,300.960708650779,121,1.02218432609882,-1.13561258071524,1.34533576555528,1.29517898319194,NA,-1.85843654509861,-0.506407833030631,-1.08719869298134,0.430585421733519,-0.139162165825465,-2.3800983548602,0.133032909553731,-1.49252651420899,-0.692045795715118,0.0996028336476402,303.08048847054,619.544562107755,-2.25731086634563,-0.589779334376559,-1.84085174889132,1.61617531033013,806.56,-1.85715906903672,0.853064074240047,4.9627670922093,142.98891248862,360.1,"N","B2_317_2018","5_B2_2018",0.541275373324328
"10898",0,0,NA,25,50,32,23,"B2_331",10898,"B2","331","8",231,0,1,1,48,"2","24",0,"inf herb, qs25-50",2018,11,12,0.820475674303538,3.87328217711172,5.44285051728033,NA,NA,0.315599166107327,0.259207930107527,0.394602385752688,0.365327083333333,17.4092070029206,24.8906521029031,3.29611430532618,23.7562237091483,11.6465554558909,1829.8,147.6,112.2,209.9,17.3482191780822,-3.5,28.4,26.7241935483871,8.83548387096774,-1.13355242975441,1.04145369108762,-0.607982708390351,0.286891401269547,0.29660362498748,-1.87550509434095,-0.211977630834927,1.28632017176122,-1.35434948764495,NA,3348168.04,300.960708650779,121,1.02218432609882,-1.13561258071524,1.34533576555528,1.29517898319194,NA,-1.85843654509861,-0.506407833030631,-1.08719869298134,0.430585421733519,-0.139162165825465,-2.3800983548602,0.133032909553731,-1.49252651420899,-0.692045795715118,0.0996028336476402,303.08048847054,619.544562107755,-2.25731086634563,-0.589779334376559,-1.84085174889132,1.61617531033013,806.56,-1.85715906903672,1.87559202089965,5.24280472928078,189.20001374784,48.1000000000002,"N","B2_331_2018","8_B2_2018",NA
"10918",0,0,144,25,50,39,3,"B2_28",10918,"B2","28","10",315,0,1,1,93,"3","31",0,"qs25-50 no news",2018,11,12,1.10683451176873,4.53367418428302,5.75289004876323,NA,NA,0.315599166107327,0.259207930107527,0.394602385752688,0.365327083333333,17.4092070029206,24.8906521029031,3.29611430532618,23.7562237091483,11.6465554558909,1829.8,147.6,112.2,209.9,17.3482191780822,-3.5,28.4,26.7241935483871,8.83548387096774,-1.13355242975441,1.04145369108762,-0.607982708390351,0.286891401269547,0.29660362498748,-1.87550509434095,-0.211977630834927,1.28632017176122,-1.35434948764495,NA,3348168.04,300.960708650779,121,1.02218432609882,-1.13561258071524,1.34533576555528,1.29517898319194,NA,-1.85843654509861,-0.506407833030631,-1.08719869298134,0.430585421733519,-0.139162165825465,-2.3800983548602,0.133032909553731,-1.49252651420899,-0.692045795715118,0.0996028336476402,303.08048847054,619.544562107755,-2.25731086634563,-0.589779334376559,-1.84085174889132,1.61617531033013,806.56,-1.85715906903672,0.618382361230636,5.32004709914634,204.393508526035,93.0999999999999,"N","B2_28_2018","10_B2_2018",0.384210028417616
"10975",0,8,505,25,50,46,13,"B2_89",10975,"B2","89","14",156,0,1,1,NA,"0",NA,0,"sen; qs25-50 no news",2018,11,12,0.458089800679064,NA,5.05049682752139,NA,NA,0.315599166107327,0.259207930107527,0.394602385752688,0.365327083333333,17.4092070029206,24.8906521029031,3.29611430532618,23.7562237091483,11.6465554558909,1829.8,147.6,112.2,209.9,17.3482191780822,-3.5,28.4,26.7241935483871,8.83548387096774,-1.13355242975441,1.04145369108762,-0.607982708390351,0.286891401269547,0.29660362498748,-1.87550509434095,-0.211977630834927,1.28632017176122,-1.35434948764495,NA,3348168.04,300.960708650779,121,1.02218432609882,-1.13561258071524,1.34533576555528,1.29517898319194,NA,-1.85843654509861,-0.506407833030631,-1.08719869298134,0.430585421733519,-0.139162165825465,-2.3800983548602,0.133032909553731,-1.49252651420899,-0.692045795715118,0.0996028336476402,303.08048847054,619.544562107755,-2.25731086634563,-0.589779334376559,-1.84085174889132,1.61617531033013,806.56,-1.85715906903672,NA,NA,NA,NA,"N","B2_89_2018","14_B2_2018",1.52323599063591
"10997",0,0,NA,25,50,22,27,"B2_109",10997,"B2","109","17",420,0,1,1,48,"4","12",0,"qs25-50 no new",2018,11,12,1.37247026103063,3.87328217711172,6.04049277817534,NA,NA,0.315599166107327,0.259207930107527,0.394602385752688,0.365327083333333,17.4092070029206,24.8906521029031,3.29611430532618,23.7562237091483,11.6465554558909,1829.8,147.6,112.2,209.9,17.3482191780822,-3.5,28.4,26.7241935483871,8.83548387096774,-1.13355242975441,1.04145369108762,-0.607982708390351,0.286891401269547,0.29660362498748,-1.87550509434095,-0.211977630834927,1.28632017176122,-1.35434948764495,NA,3348168.04,300.960708650779,121,1.02218432609882,-1.13561258071524,1.34533576555528,1.29517898319194,NA,-1.85843654509861,-0.506407833030631,-1.08719869298134,0.430585421733519,-0.139162165825465,-2.3800983548602,0.133032909553731,-1.49252651420899,-0.692045795715118,0.0996028336476402,303.08048847054,619.544562107755,-2.25731086634563,-0.589779334376559,-1.84085174889132,1.61617531033013,806.56,-1.85715906903672,2.30559155442001,5.39169962775565,219.576266501816,48.1000000000002,"N","B2_109_2018","17_B2_2018",NA
"11051",0,108,236.611111111111,25,50,48,50,"B2_165",11051,"B2","165","18",NA,NA,0,0,NA,NA,NA,NA,"qs25-50",2018,11,12,NA,NA,NA,NA,NA,0.315599166107327,0.259207930107527,0.394602385752688,0.365327083333333,17.4092070029206,24.8906521029031,3.29611430532618,23.7562237091483,11.6465554558909,1829.8,147.6,112.2,209.9,17.3482191780822,-3.5,28.4,26.7241935483871,8.83548387096774,-1.13355242975441,1.04145369108762,-0.607982708390351,0.286891401269547,0.29660362498748,-1.87550509434095,-0.211977630834927,1.28632017176122,-1.35434948764495,NA,3348168.04,300.960708650779,121,1.02218432609882,-1.13561258071524,1.34533576555528,1.29517898319194,NA,-1.85843654509861,-0.506407833030631,-1.08719869298134,0.430585421733519,-0.139162165825465,-2.3800983548602,0.133032909553731,-1.49252651420899,-0.692045795715118,0.0996028336476402,303.08048847054,619.544562107755,-2.25731086634563,-0.589779334376559,-1.84085174889132,1.61617531033013,806.56,-1.85715906903672,NA,NA,NA,NA,"N","B2_165_2018","18_B2_2018",0.732798554792274
"11070",0,6,617,25,50,47,47,"B2_186",11070,"B2","186","19",672,0,1,1,168,"3, 3","51, 5",0,"qs25-50 no new",2018,11,12,1.80649275301236,5.12455904041457,6.51040713897592,NA,NA,0.315599166107327,0.259207930107527,0.394602385752688,0.365327083333333,17.4092070029206,24.8906521029031,3.29611430532618,23.7562237091483,11.6465554558909,1829.8,147.6,112.2,209.9,17.3482191780822,-3.5,28.4,26.7241935483871,8.83548387096774,-1.13355242975441,1.04145369108762,-0.607982708390351,0.286891401269547,0.29660362498748,-1.87550509434095,-0.211977630834927,1.28632017176122,-1.35434948764495,NA,3348168.04,300.960708650779,121,1.02218432609882,-1.13561258071524,1.34533576555528,1.29517898319194,NA,-1.85843654509861,-0.506407833030631,-1.08719869298134,0.430585421733519,-0.139162165825465,-2.3800983548602,0.133032909553731,-1.49252651420899,-0.692045795715118,0.0996028336476402,303.08048847054,619.544562107755,-2.25731086634563,-0.589779334376559,-1.84085174889132,1.61617531033013,806.56,-1.85715906903672,0.147620181801712,5.50877275932855,246.847999195964,168.1,"N","B2_186_2018","19_B2_2018",1.52309491222138
"11136",0,42,415.384615384615,25,50,50,21,"B2_242",11136,"B2","242","20",572,0,1,1,95,"5","19",0,"qs25-50",2018,11,12,1.6577036592896,4.55492896955134,6.34931380127448,NA,NA,0.315599166107327,0.259207930107527,0.394602385752688,0.365327083333333,17.4092070029206,24.8906521029031,3.29611430532618,23.7562237091483,11.6465554558909,1829.8,147.6,112.2,209.9,17.3482191780822,-3.5,28.4,26.7241935483871,8.83548387096774,-1.13355242975441,1.04145369108762,-0.607982708390351,0.286891401269547,0.29660362498748,-1.87550509434095,-0.211977630834927,1.28632017176122,-1.35434948764495,NA,3348168.04,300.960708650779,121,1.02218432609882,-1.13561258071524,1.34533576555528,1.29517898319194,NA,-1.85843654509861,-0.506407833030631,-1.08719869298134,0.430585421733519,-0.139162165825465,-2.3800983548602,0.133032909553731,-1.49252651420899,-0.692045795715118,0.0996028336476402,303.08048847054,619.544562107755,-2.25731086634563,-0.589779334376559,-1.84085174889132,1.61617531033013,806.56,-1.85715906903672,0.83486496330606,5.46863842189714,237.137092175659,95.0999999999996,"N","B2_242_2018","20_B2_2018",0.997762496196548
"11188",0,0,144,25,50,49,33,"CH_31",11188,"CH","31","3",144,0,1,1,110,"5","22",0,"qs25-50",2018,14,3,0.384210028417616,4.70138904372863,4.97050750300548,NA,NA,0.299464874978548,0.270242439516129,0.327784173387097,0.327259375,18.6340839934789,26.1955539843417,2.56291429407198,25.0743154234188,12.6330226497342,2094.7,480.2,85.7,333.3,18.2482191780822,-2.6,28.2,26.7387096774194,10.5241935483871,0.659644363487426,2.08163431741906,2.73719421210957,-0.402812202953629,1.76599139001018,-2.13619180319119,0.528826320591105,1.30752974602896,-0.944226951872564,NA,4387768.09,332.997503171327,196,2.29419893421105,0.655224786667326,2.50630189475179,-0.545859035196199,NA,-0.253599535027931,-0.730951628932515,-0.944782996916879,-0.497062099705227,-0.734740919013259,-1.52469346255594,0.716933263106505,-0.381287060964943,-1.04161360990025,0.0896792113459174,347.229086276027,686.20704854656,-1.49056399975188,-0.788484758430093,-0.277409689683343,2.2802707220083,795.24,-2.10628179590076,0.129652060396432,5.06146134257489,157.820978405283,110.1,"N","CH_31_2018","3_CH_2018",0.384210028417616
"11230",0,30,292.333333333333,25,50,48,49,"CH_72",11230,"CH","72","4",258,0,1,1,NA,"0",NA,6,"sen, qs 25-50",2018,14,3,0.922532578936892,NA,5.55334710672457,1,1.79175946922805,0.299464874978548,0.270242439516129,0.327784173387097,0.327259375,18.6340839934789,26.1955539843417,2.56291429407198,25.0743154234188,12.6330226497342,2094.7,480.2,85.7,333.3,18.2482191780822,-2.6,28.2,26.7387096774194,10.5241935483871,0.659644363487426,2.08163431741906,2.73719421210957,-0.402812202953629,1.76599139001018,-2.13619180319119,0.528826320591105,1.30752974602896,-0.944226951872564,1.79175946922805,4387768.09,332.997503171327,196,2.29419893421105,0.655224786667326,2.50630189475179,-0.545859035196199,NA,-0.253599535027931,-0.730951628932515,-0.944782996916879,-0.497062099705227,-0.734740919013259,-1.52469346255594,0.716933263106505,-0.381287060964943,-1.04161360990025,0.0896792113459174,347.229086276027,686.20704854656,-1.49056399975188,-0.788484758430093,-0.277409689683343,2.2802707220083,795.24,-2.10628179590076,NA,NA,NA,NA,"N","CH_72_2018","4_CH_2018",0.827373629945743
"11256",1,28,299.428571428571,25,50,49,25,"CH_94",11256,"CH","94","5",343,0,1,1,484,"11","44",0,"qs25-50",2018,14,3,1.1854640726958,6.18229149694565,5.8380219498644,NA,NA,0.299464874978548,0.270242439516129,0.327784173387097,0.327259375,18.6340839934789,26.1955539843417,2.56291429407198,25.0743154234188,12.6330226497342,2094.7,480.2,85.7,333.3,18.2482191780822,-2.6,28.2,26.7387096774194,10.5241935483871,0.659644363487426,2.08163431741906,2.73719421210957,-0.402812202953629,1.76599139001018,-2.13619180319119,0.528826320591105,1.30752974602896,-0.944226951872564,NA,4387768.09,332.997503171327,196,2.29419893421105,0.655224786667326,2.50630189475179,-0.545859035196199,NA,-0.253599535027931,-0.730951628932515,-0.944782996916879,-0.497062099705227,-0.734740919013259,-1.52469346255594,0.716933263106505,-0.381287060964943,-1.04161360990025,0.0896792113459174,347.229086276027,686.20704854656,-1.49056399975188,-0.788484758430093,-0.277409689683343,2.2802707220083,795.24,-2.10628179590076,0.818482206909926,5.27759143233311,195.897474352536,484.100000000001,"N","CH_94_2018","5_CH_2018",0.983453972391827
"11271",0,0,152,25,50,42,22,"CH_18.11.",11271,"CH","18.11.","6",294,0,1,1,208,"8","26",0,"qs25-50",2018,14,3,1.04313222479079,5.33801873339959,5.68391984555995,NA,NA,0.299464874978548,0.270242439516129,0.327784173387097,0.327259375,18.6340839934789,26.1955539843417,2.56291429407198,25.0743154234188,12.6330226497342,2094.7,480.2,85.7,333.3,18.2482191780822,-2.6,28.2,26.7387096774194,10.5241935483871,0.659644363487426,2.08163431741906,2.73719421210957,-0.402812202953629,1.76599139001018,-2.13619180319119,0.528826320591105,1.30752974602896,-0.944226951872564,NA,4387768.09,332.997503171327,196,2.29419893421105,0.655224786667326,2.50630189475179,-0.545859035196199,NA,-0.253599535027931,-0.730951628932515,-0.944782996916879,-0.497062099705227,-0.734740919013259,-1.52469346255594,0.716933263106505,-0.381287060964943,-1.04161360990025,0.0896792113459174,347.229086276027,686.20704854656,-1.49056399975188,-0.788484758430093,-0.277409689683343,2.2802707220083,795.24,-2.10628179590076,0.00976536521079297,5.23919887096904,188.519013838154,208.1,"N","CH_18.11._2018","6_CH_2018",0.434113881950038
"11367",0,33,282.714285714286,25,50,45,32,"CH_175",11367,"CH","175","11",200,9,1,1,104,"4","26",10,"qs25-50",2018,14,3,0.6874436019552,4.64535197562092,5.29881724158969,1,2.30258509299405,0.299464874978548,0.270242439516129,0.327784173387097,0.327259375,18.6340839934789,26.1955539843417,2.56291429407198,25.0743154234188,12.6330226497342,2094.7,480.2,85.7,333.3,18.2482191780822,-2.6,28.2,26.7387096774194,10.5241935483871,0.659644363487426,2.08163431741906,2.73719421210957,-0.402812202953629,1.76599139001018,-2.13619180319119,0.528826320591105,1.30752974602896,-0.944226951872564,2.30258509299405,4387768.09,332.997503171327,196,2.29419893421105,0.655224786667326,2.50630189475179,-0.545859035196199,NA,-0.253599535027931,-0.730951628932515,-0.944782996916879,-0.497062099705227,-0.734740919013259,-1.52469346255594,0.716933263106505,-0.381287060964943,-1.04161360990025,0.0896792113459174,347.229086276027,686.20704854656,-1.49056399975188,-0.788484758430093,-0.277409689683343,2.2802707220083,795.24,-2.10628179590076,0.247907919627874,5.14325550003893,171.27243914103,104.1,"N","CH_175_2018","11_CH_2018",0.868023910311958
"11389",0,7,169,25,50,40,12,"CH_240",11389,"CH","240","12",154,5,1,1,75,"5","15",7,"qs25-50",2018,14,3,0.446179636875488,4.31882055877009,5.03760174232607,1,1.94591014905531,0.299464874978548,0.270242439516129,0.327784173387097,0.327259375,18.6340839934789,26.1955539843417,2.56291429407198,25.0743154234188,12.6330226497342,2094.7,480.2,85.7,333.3,18.2482191780822,-2.6,28.2,26.7387096774194,10.5241935483871,0.659644363487426,2.08163431741906,2.73719421210957,-0.402812202953629,1.76599139001018,-2.13619180319119,0.528826320591105,1.30752974602896,-0.944226951872564,1.94591014905531,4387768.09,332.997503171327,196,2.29419893421105,0.655224786667326,2.50630189475179,-0.545859035196199,NA,-0.253599535027931,-0.730951628932515,-0.944782996916879,-0.497062099705227,-0.734740919013259,-1.52469346255594,0.716933263106505,-0.381287060964943,-1.04161360990025,0.0896792113459174,347.229086276027,686.20704854656,-1.49056399975188,-0.788484758430093,-0.277409689683343,2.2802707220083,795.24,-2.10628179590076,0.576622221751408,5.0781770111371,160.48123360222,75.1000000000001,"N","CH_240_2018","12_CH_2018",0.526290034094265
"11400",0,0,NA,25,50,50,45,"CH_198",11400,"CH","198","13",NA,NA,NA,NA,7,"1","7",NA,"tp found xy=45,5 same pl? qs25-50, no new",2018,14,3,NA,1.96009478404727,NA,NA,NA,0.299464874978548,0.270242439516129,0.327784173387097,0.327259375,18.6340839934789,26.1955539843417,2.56291429407198,25.0743154234188,12.6330226497342,2094.7,480.2,85.7,333.3,18.2482191780822,-2.6,28.2,26.7387096774194,10.5241935483871,0.659644363487426,2.08163431741906,2.73719421210957,-0.402812202953629,1.76599139001018,-2.13619180319119,0.528826320591105,1.30752974602896,-0.944226951872564,NA,4387768.09,332.997503171327,196,2.29419893421105,0.655224786667326,2.50630189475179,-0.545859035196199,NA,-0.253599535027931,-0.730951628932515,-0.944782996916879,-0.497062099705227,-0.734740919013259,-1.52469346255594,0.716933263106505,-0.381287060964943,-1.04161360990025,0.0896792113459174,347.229086276027,686.20704854656,-1.49056399975188,-0.788484758430093,-0.277409689683343,2.2802707220083,795.24,-2.10628179590076,NA,NA,NA,7.1,"N","CH_198_2018","13_CH_2018",NA
