,"(deg C) Maximum Temperature (gridMET) at -79.2103E,35.1464N, 1979-01-01 to 2026-04-10"
"1991-02-10",16.3148
"1991-02-11",12.6246
"1991-02-12",9.5053
"1991-02-13",17.3249
"1991-02-14",18.3047
"1991-02-15",10.1146
"1991-02-16",1.8746
"1991-02-17",9.4648
"1991-02-18",15.7751
"1991-02-19",24.7343
"1991-02-20",24.8142
"1991-02-21",20.0746
"1991-02-22",15.965
"1991-02-23",13.7052
"1991-02-24",11.4848
"1991-02-25",16.4747
"1991-02-26",11.0852
"1991-02-27",10.8953
"1991-02-28",17.26
"1991-03-01",23.51
"1991-03-02",19.5499
"1991-03-03",21.5699
"1991-03-04",16.6704
"1991-03-05",16.7295
"1991-03-06",20.0201
"1991-03-07",21.9105
"1991-03-08",12.1705
"1991-03-09",12.6002
"1991-03-10",11.3296
"1991-03-11",12.0396
"1991-03-12",13.2107
"1991-03-13",14.8496
"1991-03-14",18.6001
"1991-03-15",12.5898
"1991-03-16",14.0099
"1991-03-17",9.6397
"1991-03-18",21.9498
"1991-03-19",15.5399
"1991-03-20",19.8603
"1991-03-21",24.5096
"1991-03-22",27.9902
"1991-03-23",28.8798
"1991-03-24",23.7799
"1991-03-25",21.6406
"1991-03-26",25.4802
"1991-03-27",28.2103
"1991-03-28",24.0498
"1991-03-29",23.8899
"1991-03-30",20.2402
"1991-03-31",14.0909
"1991-04-01",20.3213
"1991-04-02",21.1217
"1991-04-03",20.5217
"1991-04-04",22.2614
"1991-04-05",24.4413
"1991-04-06",27.3914
"1991-04-07",25.4108
"1991-04-08",29.2307
"1991-04-09",29.8411
"1991-04-10",27.6208
"1991-04-11",20.4116
"1991-04-12",20.2217
"1991-04-13",19.7317
"1991-04-14",25.9216
"1991-04-15",27.6717
"1991-04-16",29.7415
"1991-04-17",30.3311
"1991-04-18",28.2809
"1991-04-19",18.9916
"1991-04-20",22.6807
"1991-04-21",16.8419
"1991-04-22",17.531
"1991-04-23",18.7217
"1991-04-24",25.281
"1991-04-25",22.1908
"1991-04-26",22.8313
"1991-04-27",28.7014
"1991-04-28",29.5307
"1991-04-29",31.6411
"1991-04-30",29.862
"1991-05-01",29.3813
"1991-05-02",24.5212
"1991-05-03",28.091
"1991-05-04",27.3613
"1991-05-05",26.5412
"1991-05-06",29.5319
"1991-05-07",25.6609
"1991-05-08",25.5915
"1991-05-09",27.4621
"1991-05-10",28.4014
"1991-05-11",26.0617
"1991-05-12",28.6412
"1991-05-13",28.4813
"1991-05-14",28.7512
"1991-05-15",30.3218
"1991-05-16",30.411
"1991-05-17",31.5218
"1991-05-18",33.2314
"1991-05-19",20.1012
"1991-05-20",19.492
"1991-05-21",22.3112
"1991-05-22",29.0419
"1991-05-23",29.8018
"1991-05-24",30.3612
"1991-05-25",31.5612
"1991-05-26",31.8218
"1991-05-27",30.1909
"1991-05-28",32.0419
"1991-05-29",34.5715
"1991-05-30",34.4719
"1991-05-31",35.8676
"1991-06-01",33.9472
"1991-06-02",32.1971
"1991-06-03",32.4971
"1991-06-04",32.8376
"1991-06-05",26.3675
"1991-06-06",25.0471
"1991-06-07",25.8173
"1991-06-08",27.9972
"1991-06-09",30.2072
"1991-06-10",31.5172
"1991-06-11",30.8477
"1991-06-12",30.0473
"1991-06-13",32.4276
"1991-06-14",31.0573
"1991-06-15",31.6967
"1991-06-16",34.5472
"1991-06-17",33.0878
"1991-06-18",32.7472
"1991-06-19",31.4871
"1991-06-20",30.9867
"1991-06-21",32.087
"1991-06-22",33.5476
"1991-06-23",30.257
"1991-06-24",26.1069
"1991-06-25",29.2771
"1991-06-26",28.4976
"1991-06-27",31.2473
"1991-06-28",33.6576
"1991-06-29",34.4071
"1991-06-30",34.6074
"1991-07-01",33.6171
"1991-07-02",34.8565
"1991-07-03",34.5565
"1991-07-04",33.5465
"1991-07-05",32.7866
"1991-07-06",32.8168
"1991-07-07",34.7267
"1991-07-08",35.4564
"1991-07-09",34.1268
"1991-07-10",34.2368
"1991-07-11",32.5063
"1991-07-12",32.1971
"1991-07-13",35.8364
"1991-07-14",34.8263
"1991-07-15",32.6465
"1991-07-16",29.7867
"1991-07-17",31.2971
"1991-07-18",30.9867
"1991-07-19",31.3064
"1991-07-20",32.8469
"1991-07-21",33.3067
"1991-07-22",35.2769
"1991-07-23",35.9672
"1991-07-24",35.9372
"1991-07-25",34.7071
"1991-07-26",31.8264
"1991-07-27",30.3172
"1991-07-28",26.5771
"1991-07-29",26.5771
"1991-07-30",29.6466
"1991-07-31",29.9952
"1991-08-01",29.4543
"1991-08-02",28.0354
"1991-08-03",32.1044
"1991-08-04",35.0846
"1991-08-05",32.1646
"1991-08-06",31.9249
"1991-08-07",32.0152
"1991-08-08",32.4554
"1991-08-09",31.5843
"1991-08-10",32.1044
"1991-08-11",30.3844
"1991-08-12",29.1555
"1991-08-13",28.4744
"1991-08-14",29.5944
"1991-08-15",30.6346
"1991-08-16",30.8651
"1991-08-17",32.1646
"1991-08-18",32.0048
"1991-08-19",32.5249
"1991-08-20",31.5554
"1991-08-21",29.6952
"1991-08-22",30.4145
"1991-08-23",29.8249
"1991-08-24",29.4045
"1991-08-25",27.7551
"1991-08-26",23.1046
"1991-08-27",26.3154
"1991-08-28",29.9744
"1991-08-29",32.365
"1991-08-30",32.9349
"1991-08-31",33.4075
"1991-09-01",29.8771
"1991-09-02",28.0771
"1991-09-03",28.757
"1991-09-04",30.6774
"1991-09-05",30.1875
"1991-09-06",31.5067
"1991-09-07",27.6474
"1991-09-08",29.5168
"1991-09-09",29.4867
"1991-09-10",30.8477
"1991-09-11",31.8971
"1991-09-12",32.1473
"1991-09-13",29.5168
"1991-09-14",34.6271
"1991-09-15",33.6368
"1991-09-16",32.9974
"1991-09-17",33.0368
"1991-09-18",31.8867
"1991-09-19",31.4569
"1991-09-20",19.0669
"1991-09-21",21.4877
"1991-09-22",24.6671
"1991-09-23",27.0972
"1991-09-24",22.727
"1991-09-25",27.5976
"1991-09-26",24.7667
"1991-09-27",21.9371
"1991-09-28",22.4768
"1991-09-29",24.9474
"1991-09-30",26.6339
"1991-10-01",26.8829
"1991-10-02",25.5532
"1991-10-03",26.254
"1991-10-04",29.1531
"1991-10-05",28.2335
"1991-10-06",24.0729
"1991-10-07",15.9639
"1991-10-08",19.0831
"1991-10-09",23.3039
"1991-10-10",26.0629
"1991-10-11",24.2339
"1991-10-12",24.5131
"1991-10-13",21.7529
"1991-10-14",23.2529
"1991-10-15",24.7436
"1991-10-16",20.3039
"1991-10-17",19.0935
"1991-10-18",23.6629
"1991-10-19",25.0529
"1991-10-20",17.9132
"1991-10-21",19.4433
"1991-10-22",25.5335
"1991-10-23",27.4238
"1991-10-24",26.8829
"1991-10-25",26.854
"1991-10-26",26.913
"1991-10-27",27.2837
"1991-10-28",25.7733
"1991-10-29",19.3136
"1991-10-30",18.753
"1991-10-31",21.8282
"1991-11-01",21.7483
"1991-11-02",23.0583
"1991-11-03",17.3584
"1991-11-04",13.4388
"1991-11-05",10.8188
"1991-11-06",15.628
"1991-11-07",17.919
"1991-11-08",9.7289
"1991-11-09",4.5989
"1991-11-10",9.4185
"1991-11-11",13.2385
"1991-11-12",14.2183
"1991-11-13",14.4083
"1991-11-14",17.948
"1991-11-15",21.0985
"1991-11-16",23.7787
"1991-11-17",17.7488
"1991-11-18",16.499
"1991-11-19",24.5988
"1991-11-20",25.449
"1991-11-21",24.849
"1991-11-22",25.1883
"1991-11-23",22.7884
"1991-11-24",16.6588
"1991-11-25",8.0888
"1991-11-26",6.8286
"1991-11-27",10.0787
"1991-11-28",16.1585
"1991-11-29",21.929
"1991-11-30",25.9007
"1991-12-01",25.1513
"1991-12-02",25.5717
"1991-12-03",19.7711
"1991-12-04",13.1516
"1991-12-05",6.3513
"1991-12-06",13.2917
"1991-12-07",16.111
"1991-12-08",19.7016
"1991-12-09",19.4109
"1991-12-10",17.9306
"1991-12-11",17.0109
"1991-12-12",19.7514
"1991-12-13",24.2316
"1991-12-14",20.9607
"1991-12-15",10.1308
"1991-12-16",6.6108
"1991-12-17",12.3315
"1991-12-18",11.801
"1991-12-19",3.4012
"1991-12-20",8.2915
"1991-12-21",11.9412
"1991-12-22",15.0315
"1991-12-23",16.2812
"1991-12-24",15.7808
"1991-12-25",11.7918
"1991-12-26",11.5207
"1991-12-27",7.8617
"1991-12-28",12.6014
"1991-12-29",17.1615
"1991-12-30",12.2307
"1991-12-31",9.3571
"1992-01-01",10.847
"1992-01-02",15.607
"1992-01-03",17.0165
"1992-01-04",14.1673
"1992-01-05",15.4067
"1992-01-06",13.3863
"1992-01-07",12.3762
"1992-01-08",14.0262
"1992-01-09",15.1271
"1992-01-10",15.5466
"1992-01-11",10.3469
"1992-01-12",14.6862
"1992-01-13",17.5166
"1992-01-14",17.9763
"1992-01-15",5.757
"1992-01-16",0.8773
"1992-01-17",9.7272
"1992-01-18",9.0962
"1992-01-19",4.4369
"1992-01-20",10.8571
"1992-01-21",14.4872
"1992-01-22",15.9572
"1992-01-23",18.8971
"1992-01-24",11.9869
"1992-01-25",8.8568
"1992-01-26",9.9565
"1992-01-27",10.5472
"1992-01-28",13.0261
"1992-01-29",14.3764
"1992-01-30",13.1962
"1992-01-31",14.2996
"1992-02-01",8.9098
"1992-02-02",11.4289
"1992-02-03",15.5793
"1992-02-04",18.7094
"1992-02-05",12.1696
"1992-02-06",10.5989
"1992-02-07",12.6797
"1992-02-08",9.3695
"1992-02-09",8.0595
"1992-02-10",9.7688
"1992-02-11",13.9897
"1992-02-12",11.6796
"1992-02-13",6.6198
"1992-02-14",19.1288
"1992-02-15",18.5394
"1992-02-16",20.5295
"1992-02-17",13.739
"1992-02-18",20.6089
"1992-02-19",22.7187
"1992-02-20",13.8788
"1992-02-21",19.4286
"1992-02-22",19.2686
"1992-02-23",18.2295
"1992-02-24",23.3498
"1992-02-25",17.8088
"1992-02-26",19.2195
"1992-02-27",15.219
"1992-02-28",17.4196
"1992-02-29",13.5929
"1992-03-01",19.3228
"1992-03-02",23.4329
"1992-03-03",25.4419
"1992-03-04",22.5726
"1992-03-05",24.3725
"1992-03-06",21.4528
"1992-03-07",24.0727
"1992-03-08",23.8019
"1992-03-09",24.1131
"1992-03-10",23.0726
"1992-03-11",17.1525
"1992-03-12",13.1521
"1992-03-13",9.862
"1992-03-14",10.3129
"1992-03-15",13.1231
"1992-03-16",8.8921
"1992-03-17",18.8429
"1992-03-18",20.0924
"1992-03-19",22.6721
"1992-03-20",12.2326
"1992-03-21",13.1924
"1992-03-22",15.1422
"1992-03-23",11.5322
"1992-03-24",12.8926
"1992-03-25",17.5821
"1992-03-26",18.2131
"1992-03-27",18.2824
"1992-03-28",16.1625
"1992-03-29",17.7823
"1992-03-30",19.8821
"1992-03-31",19.2472
"1992-04-01",21.0573
"1992-04-02",14.0678
"1992-04-03",11.4075
"1992-04-04",14.5174
"1992-04-05",14.918
"1992-04-06",19.2876
"1992-04-07",18.0582
"1992-04-08",24.8675
"1992-04-09",27.5883
"1992-04-10",28.2873
"1992-04-11",28.5783
"1992-04-12",27.5782
"1992-04-13",21.7677
"1992-04-14",20.8381
"1992-04-15",25.7682
"1992-04-16",26.9182
"1992-04-17",29.8278
"1992-04-18",29.0872
"1992-04-19",28.378
"1992-04-20",27.0378
"1992-04-21",23.8674
"1992-04-22",28.7673
"1992-04-23",27.3679
"1992-04-24",30.2082
"1992-04-25",26.9572
"1992-04-26",17.1878
"1992-04-27",18.5381
"1992-04-28",16.7873
"1992-04-29",19.508
"1992-04-30",19.0961
"1992-05-01",23.157
"1992-05-02",30.2863
"1992-05-03",29.5268
"1992-05-04",21.7362
"1992-05-05",21.4062
"1992-05-06",15.8967
"1992-05-07",12.817
"1992-05-08",18.7963
"1992-05-09",22.9467
"1992-05-10",24.996
"1992-05-11",25.617
"1992-05-12",25.8664
"1992-05-13",26.3463
"1992-05-14",28.2068
"1992-05-15",28.3969
"1992-05-16",28.8164
"1992-05-17",27.3565
"1992-05-18",29.8467
"1992-05-19",27.2772
"1992-05-20",22.007
"1992-05-21",26.4169
"1992-05-22",27.2268
"1992-05-23",30.0369
"1992-05-24",31.5963
"1992-05-25",24.996
"1992-05-26",25.4369
"1992-05-27",21.8168
"1992-05-28",20.3469
"1992-05-29",17.5871
"1992-05-30",21.7563
"1992-05-31",28.4423
"1992-06-01",25.4822
"1992-06-02",25.2228
"1992-06-03",25.452
"1992-06-04",26.243
"1992-06-05",27.4925
"1992-06-06",30.8028
"1992-06-07",32.473
"1992-06-08",33.1028
"1992-06-09",27.5732
"1992-06-10",27.4422
"1992-06-11",23.3321
"1992-06-12",21.7123
"1992-06-13",26.0327
"1992-06-14",26.6323
"1992-06-15",28.6627
"1992-06-16",27.6021
"1992-06-17",27.2923
"1992-06-18",28.8328
"1992-06-19",29.222
"1992-06-20",29.5923
"1992-06-21",27.1726
"1992-06-22",24.6622
"1992-06-23",28.1324
"1992-06-24",30.183
"1992-06-25",32.6531
"1992-06-26",31.2021
"1992-06-27",30.2422
"1992-06-28",29.9727
"1992-06-29",30.7222
"1992-06-30",31.8545
"1992-07-01",31.3746
"1992-07-02",30.2246
"1992-07-03",31.294
"1992-07-04",32.5448
"1992-07-05",33.2741
"1992-07-06",30.3342
"1992-07-07",31.9238
"1992-07-08",34.0639
"1992-07-09",37.1436
"1992-07-10",37.5743
"1992-07-11",37.1146
"1992-07-12",37.0844
"1992-07-13",37.524
"1992-07-14",36.054
"1992-07-15",34.7138
"1992-07-16",33.7137
"1992-07-17",32.7237
"1992-07-18",31.9238
"1992-07-19",32.8937
"1992-07-20",33.2439
"1992-07-21",33.2136
"1992-07-22",32.1543
"1992-07-23",32.7841
"1992-07-24",32.7136
"1992-07-25",33.6444
"1992-07-26",34.0047
"1992-07-27",34.3044
"1992-07-28",33.4643
"1992-07-29",33.0839
"1992-07-30",34.5639
"1992-07-31",34.6773
"1992-08-01",30.707
"1992-08-02",28.7773
"1992-08-03",32.0372
"1992-08-04",31.527
"1992-08-05",28.378
"1992-08-06",29.2975
"1992-08-07",29.9777
"1992-08-08",30.1478
"1992-08-09",33.1381
"1992-08-10",34.1772
"1992-08-11",33.8774
"1992-08-12",32.1971
"1992-08-13",27.4674
"1992-08-14",22.5978
"1992-08-15",23.5475
"1992-08-16",27.4674
"1992-08-17",26.5579
"1992-08-18",29.3971
"1992-08-19",30.338
"1992-08-20",28.208
"1992-08-21",28.6577
"1992-08-22",27.5769
"1992-08-23",27.5971
"1992-08-24",31.0471
"1992-08-25",30.7776
"1992-08-26",31.7172
"1992-08-27",31.158
"1992-08-28",29.0973
"1992-08-29",28.077
"1992-08-30",29.3769
"1992-08-31",31.4237
"1992-09-01",31.3444
"1992-09-02",30.5345
"1992-09-03",29.7044
"1992-09-04",30.0949
"1992-09-05",29.3945
"1992-09-06",28.5141
"1992-09-07",28.0039
"1992-09-08",29.0142
"1992-09-09",29.2938
"1992-09-10",30.2448
"1992-09-11",29.2749
"1992-09-12",25.2643
"1992-09-13",25.3941
"1992-09-14",27.2847
"1992-09-15",28.504
"1992-09-16",29.7649
"1992-09-17",30.9149
"1992-09-18",30.3846
"1992-09-19",29.484
"1992-09-20",28.2647
"1992-09-21",30.474
"1992-09-22",30.2548
"1992-09-23",25.9445
"1992-09-24",20.8646
"1992-09-25",19.9539
"1992-09-26",26.6839
"1992-09-27",28.5342
"1992-09-28",27.8843
"1992-09-29",24.7945
"1992-09-30",20.9968
"1992-10-01",19.5672
"1992-10-02",22.4869
"1992-10-03",24.9368
"1992-10-04",22.4466
"1992-10-05",16.1172
"1992-10-06",19.086
"1992-10-07",24.0463
"1992-10-08",25.7266
"1992-10-09",27.3162
"1992-10-10",26.3161
"1992-10-11",22.8472
"1992-10-12",20.6265
"1992-10-13",24.0765
"1992-10-14",27.0769
"1992-10-15",27.5265
"1992-10-16",27.5971
"1992-10-17",20.7663
"1992-10-18",13.967
"1992-10-19",13.4569
"1992-10-20",15.2165
"1992-10-21",21.9466
"1992-10-22",21.4264
"1992-10-23",20.2071
"1992-10-24",23.5261
"1992-10-25",20.9666
"1992-10-26",22.667
"1992-10-27",22.4063
"1992-10-28",23.0462
"1992-10-29",25.2265
"1992-10-30",25.5364
"1992-10-31",20.1025
"1992-11-01",17.7924
"1992-11-02",22.4025
"1992-11-03",21.2135
"1992-11-04",21.4427
"1992-11-05",22.2929
"1992-11-06",16.5127
"1992-11-07",11.4226
"1992-11-08",10.4427
"1992-11-09",11.6431
"1992-11-10",16.1826
"1992-11-11",20.4426
"1992-11-12",20.503
"1992-11-13",19.2435
"1992-11-14",12.0134
"1992-11-15",12.4631
"1992-11-16",7.203
"1992-11-17",13.8033
"1992-11-18",19.1729
"1992-11-19",18.3227
"1992-11-20",16.6827
"1992-11-21",20.7033
"1992-11-22",23.3434
"1992-11-23",20.3632
"1992-11-24",17.7231
"1992-11-25",21.0623
"1992-11-26",20.9326
"1992-11-27",17.3427
"1992-11-28",12.6331
"1992-11-29",12.5034
"1992-11-30",12.4089
"1992-12-01",11.1581
"1992-12-02",10.8382
"1992-12-03",8.848
"1992-12-04",11.5688
"1992-12-05",9.9086
"1992-12-06",4.3487
"1992-12-07",9.8784
"1992-12-08",6.8591
"1992-12-09",5.7179
"1992-12-10",12.8888
"1992-12-11",8.2585
"1992-12-12",10.1391
"1992-12-13",9.3279
"1992-12-14",9.658
"1992-12-15",12.1885
"1992-12-16",15.1687
"1992-12-17",18.159
"1992-12-18",13.079
"1992-12-19",15.7884
"1992-12-20",16.8087
"1992-12-21",11.5184
"1992-12-22",14.7291
"1992-12-23",21.1089
"1992-12-24",14.6888
"1992-12-25",9.7789
"1992-12-26",9.6882
"1992-12-27",1.6482
"1992-12-28",4.5679
"1992-12-29",15.5088
"1992-12-30",19.0986
"1992-12-31",14.5074
"1993-01-01",17.1267
"1993-01-02",8.4263
"1993-01-03",12.897
"1993-01-04",21.3768
"1993-01-05",21.3768
"1993-01-06",13.8273
"1993-01-07",12.0872
"1993-01-08",14.3069
"1993-01-09",9.5373
"1993-01-10",5.997
"1993-01-11",8.3167
"1993-01-12",12.0667
"1993-01-13",19.5367
"1993-01-14",9.1771
"1993-01-15",10.2772
"1993-01-16",7.9973
"1993-01-17",12.1764
"1993-01-18",11.0666
"1993-01-19",5.6463
"1993-01-20",9.3964
"1993-01-21",13.6067
"1993-01-22",17.2664
"1993-01-23",15.1468
"1993-01-24",17.0664
"1993-01-25",9.1867
"1993-01-26",6.9068
"1993-01-27",11.357
"1993-01-28",13.7971
"1993-01-29",14.7371
"1993-01-30",10.5363
"1993-01-31",16.2988
"1993-02-01",12.4584
"1993-02-02",5.0787
"1993-02-03",11.6389
"1993-02-04",14.9588
"1993-02-05",14.2888
"1993-02-06",16.9086
"1993-02-07",12.0788
"1993-02-08",11.6486
"1993-02-09",13.1886
"1993-02-10",15.7288
"1993-02-11",18.3883
"1993-02-12",14.9492
"1993-02-13",15.7481
"1993-02-14",10.3592
"1993-02-15",10.8388
"1993-02-16",17.1881
"1993-02-17",11.8884
"1993-02-18",6.6585
"1993-02-19",4.0484
"1993-02-20",8.7987
"1993-02-21",14.3189
"1993-02-22",21.619
"1993-02-23",10.9581
"1993-02-24",7.9383
"1993-02-25",3.7484
"1993-02-26",2.7482
"1993-02-27",7.249
"1993-02-28",9.1469
"1993-03-01",13.3067
"1993-03-02",17.5665
"1993-03-03",12.8765
"1993-03-04",18.3269
"1993-03-05",12.1872
"1993-03-06",13.7068
"1993-03-07",17.4773
"1993-03-08",19.6669
"1993-03-09",16.3265
"1993-03-10",23.447
"1993-03-11",13.8466
"1993-03-12",10.5074
"1993-03-13",17.5774
"1993-03-14",1.877
"1993-03-15",5.0571
"1993-03-16",12.3969
"1993-03-17",19.9573
"1993-03-18",11.1172
"1993-03-19",9.2771
"1993-03-20",13.1368
"1993-03-21",17.2375
"1993-03-22",17.1869
"1993-03-23",20.9864
"1993-03-24",23.4073
"1993-03-25",20.1874
"1993-03-26",16.7266
"1993-03-27",22.2264
"1993-03-28",17.3074
"1993-03-29",20.4971
"1993-03-30",23.6772
"1993-03-31",22.1131
"1993-04-01",26.6525
"1993-04-02",18.8426
"1993-04-03",16.2325
"1993-04-04",18.163
"1993-04-05",13.1332
"1993-04-06",11.1123
"1993-04-07",18.5233
"1993-04-08",21.0828
"1993-04-09",23.2434
"1993-04-10",20.9032
"1993-04-11",23.8025
"1993-04-12",26.203
"1993-04-13",21.3925
"1993-04-14",28.2732
"1993-04-15",28.9034
"1993-04-16",24.6931
"1993-04-17",17.5629
"1993-04-18",19.9332
"1993-04-19",22.7626
"1993-04-20",26.7633
"1993-04-21",24.9931
"1993-04-22",15.7529
"1993-04-23",19.8729
"1993-04-24",24.4424
"1993-04-25",27.4924
"1993-04-26",25.5932
"1993-04-27",18.8029
"1993-04-28",21.5323
"1993-04-29",25.3233
"1993-04-30",26.1825
"1993-05-01",25.392
"1993-05-02",26.5319
"1993-05-03",25.9222
"1993-05-04",26.4524
"1993-05-05",26.8621
"1993-05-06",28.2816
"1993-05-07",29.9615
"1993-05-08",28.5323
"1993-05-09",28.0925
"1993-05-10",30.1615
"1993-05-11",30.2218
"1993-05-12",29.7325
"1993-05-13",27.402
"1993-05-14",24.8618
"1993-05-15",29.0215
"1993-05-16",30.2615
"1993-05-17",30.6821
"1993-05-18",31.1123
"1993-05-19",28.9517
"1993-05-20",23.5423
"1993-05-21",21.8914
"1993-05-22",23.1217
"1993-05-23",25.8415
"1993-05-24",29.0324
"1993-05-25",30.2025
"1993-05-26",25.0618
"1993-05-27",28.8721
"1993-05-28",30.9122
"1993-05-29",31.8715
"1993-05-30",25.8017
"1993-05-31",26.8224
"1993-06-01",25.5824
"1993-06-02",27.6128
"1993-06-03",31.4521
"1993-06-04",33.0729
"1993-06-05",34.2225
"1993-06-06",26.5825
"1993-06-07",32.4426
"1993-06-08",34.8226
"1993-06-09",36.2626
"1993-06-10",36.6121
"1993-06-11",35.2528
"1993-06-12",31.4726
"1993-06-13",25.4329
"1993-06-14",28.742
"1993-06-15",31.152
"1993-06-16",30.7026
"1993-06-17",33.062
"1993-06-18",33.3332
"1993-06-19",33.9128
"1993-06-20",32.7632
"1993-06-21",31.8522
"1993-06-22",32.5631
"1993-06-23",32.6921
"1993-06-24",33.1524
"1993-06-25",31.9329
"1993-06-26",31.6726
"1993-06-27",32.6125
"1993-06-28",33.7127
"1993-06-29",34.402
"1993-06-30",32.7728
"1993-07-01",32.9632
"1993-07-02",33.1223
"1993-07-03",36.0927
"1993-07-04",36.0433
"1993-07-05",35.7529
"1993-07-06",34.2429
"1993-07-07",34.3225
"1993-07-08",37.1724
"1993-07-09",37.8532
"1993-07-10",38.0135
"1993-07-11",37.6231
"1993-07-12",37.4327
"1993-07-13",37.0422
"1993-07-14",36.6434
"1993-07-15",34.5924
"1993-07-16",32.2932
"1993-07-17",33.5826
"1993-07-18",33.2126
"1993-07-19",34.4225
"1993-07-20",35.9927
"1993-07-21",35.2431
"1993-07-22",35.0334
"1993-07-23",32.633
"1993-07-24",33.1632
"1993-07-25",34.1225
"1993-07-26",31.8028
"1993-07-27",35.0527
"1993-07-28",37.5532
"1993-07-29",38.1533
"1993-07-30",33.9429
"1993-07-31",30.4399
"1993-08-01",33.0006
"1993-08-02",35.26
"1993-08-03",33.05
"1993-08-04",32.5499
"1993-08-05",30.9303
"1993-08-06",30.2603
"1993-08-07",27.9708
"1993-08-08",28.8299
"1993-08-09",27.5502
"1993-08-10",28.1503
"1993-08-11",30.0205
"1993-08-12",29.0698
"1993-08-13",29.5506
"1993-08-14",29.4505
"1993-08-15",32.3197
"1993-08-16",33.0403
"1993-08-17",34.0899
"1993-08-18",32.3402
"1993-08-19",31.9606
"1993-08-20",33.3307
"1993-08-21",34.0104
"1993-08-22",28.2106
"1993-08-23",31.2497
"1993-08-24",32.2607
"1993-08-25",33.1801
"1993-08-26",32.9801
"1993-08-27",32.5101
"1993-08-28",34.4502
"1993-08-29",35.4504
"1993-08-30",34.59
"1993-08-31",34.4297
"1993-09-01",35.7794
"1993-09-02",34.0297
"1993-09-03",32.439
"1993-09-04",30.6495
"1993-09-05",28.4889
"1993-09-06",30.2398
"1993-09-07",30.5796
"1993-09-08",29.6192
"1993-09-09",30.9797
"1993-09-10",31.7895
"1993-09-11",24.5689
"1993-09-12",28.0599
"1993-09-13",29.759
"1993-09-14",31.3195
"1993-09-15",30.999
"1993-09-16",30.8195
"1993-09-17",28.7094
"1993-09-18",30
"1993-09-19",28.9998
"1993-09-20",23.9399
"1993-09-21",27.49
"1993-09-22",29.23
"1993-09-23",30.7098
"1993-09-24",28.9492
"1993-09-25",28.0395
"1993-09-26",32.909
"1993-09-27",29.6192
"1993-09-28",23.0494
"1993-09-29",23.2699
"1993-09-30",17.8762
"1993-10-01",20.4959
"1993-10-02",26.2259
"1993-10-03",25.6764
"1993-10-04",27.5261
"1993-10-05",27.0959
"1993-10-06",23.5664
"1993-10-07",23.8869
"1993-10-08",20.426
"1993-10-09",28.0358
"1993-10-10",25.5559
"1993-10-11",10.9665
"1993-10-12",19.4066
"1993-10-13",20.4164
"1993-10-14",19.2668
"1993-10-15",23.2868
"1993-10-16",21.2563
"1993-10-17",23.9965
"1993-10-18",26.6765
"1993-10-19",27.2164
"1993-10-20",29.1963
"1993-10-21",27.7563
"1993-10-22",19.1764
"1993-10-23",18.6161
"1993-10-24",20.8357
"1993-10-25",23.4965
"1993-10-26",16.9568
"1993-10-27",22.2059
"1993-10-28",18.5366
"1993-10-29",19.5861
"1993-10-30",19.3162
"1993-10-31",15.9036
"1993-11-01",10.7629
"1993-11-02",11.1135
"1993-11-03",15.583
"1993-11-04",19.5235
"1993-11-05",21.8636
"1993-11-06",19.3427
"1993-11-07",9.5832
"1993-11-08",12.8235
"1993-11-09",17.1435
"1993-11-10",14.6937
"1993-11-11",15.8132
"1993-11-12",19.2126
"1993-11-13",23.8134
"1993-11-14",27.0332
"1993-11-15",28.2033
"1993-11-16",24.0833
"1993-11-17",26.7633
"1993-11-18",20.473
"1993-11-19",20.5731
"1993-11-20",14.2828
"1993-11-21",12.2728
"1993-11-22",18.6727
"1993-11-23",19.9235
"1993-11-24",20.6634
"1993-11-25",17.1833
"1993-11-26",16.1626
"1993-11-27",18.4136
"1993-11-28",16.4735
"1993-11-29",10.893
"1993-11-30",12.0438
"1993-12-01",12.1945
"1993-12-02",16.5338
"1993-12-03",19.2439
"1993-12-04",19.1836
"1993-12-05",19.2343
"1993-12-06",16.6639
"1993-12-07",12.1342
"1993-12-08",14.7744
"1993-12-09",15.7541
"1993-12-10",12.5741
"1993-12-11",12.2945
"1993-12-12",5.9536
"1993-12-13",9.7736
"1993-12-14",10.8243
"1993-12-15",6.5645
"1993-12-16",14.6142
"1993-12-17",11.6136
"1993-12-18",13.4947
"1993-12-19",12.4945
"1993-12-20",13.2838
"1993-12-21",10.5339
"1993-12-22",9.2144
"1993-12-23",6.9441
"1993-12-24",5.874
"1993-12-25",5.9247
"1993-12-26",6.8345
"1993-12-27",12.944
"1993-12-28",9.0939
"1993-12-29",5.474
"1993-12-30",2.5638
"1993-12-31",2.5
"1994-01-01",9.9798
"1994-01-02",13.41
"1994-01-03",10.059
"1994-01-04",9.5799
"1994-01-05",7.9189
"1994-01-06",12.819
"1994-01-07",18.9288
"1994-01-08",14.0199
"1994-01-09",3.4588
"1994-01-10",4.8495
"1994-01-11",8.96
"1994-01-12",16.6391
"1994-01-13",13.029
"1994-01-14",9.8892
"1994-01-15",3.0589
"1994-01-16",-2.7202
"1994-01-17",12.1891
"1994-01-18",8.2395
"1994-01-19",-6.4509
"1994-01-20",2.1699
"1994-01-21",2.1398
"1994-01-22",10.7393
"1994-01-23",12.14
"1994-01-24",14.6699
"1994-01-25",17.1395
