,"(deg C) Minimum Temperature (gridMET) at -123.1250E,44.3430N, 1979-01-01 to 2026-04-12"
"1990-08-31",9.8445
"1990-09-01",9.8251
"1990-09-02",12.4049
"1990-09-03",11.4552
"1990-09-04",12.1247
"1990-09-05",10.7045
"1990-09-06",10.4849
"1990-09-07",9.8749
"1990-09-08",9.8652
"1990-09-09",11.4649
"1990-09-10",11.135
"1990-09-11",10.1247
"1990-09-12",8.4146
"1990-09-13",8.9046
"1990-09-14",10.6948
"1990-09-15",10.3952
"1990-09-16",11.5547
"1990-09-17",12.645
"1990-09-18",9.1945
"1990-09-19",9.9355
"1990-09-20",9.5049
"1990-09-21",12.0653
"1990-09-22",14.5953
"1990-09-23",10.4352
"1990-09-24",9.2745
"1990-09-25",10.605
"1990-09-26",9.7548
"1990-09-27",10.1453
"1990-09-28",11.3145
"1990-09-29",11.2951
"1990-09-30",6.5553
"1990-10-01",8.0944
"1990-10-02",4.5044
"1990-10-03",7.2151
"1990-10-04",8.525
"1990-10-05",5.7342
"1990-10-06",2.2945
"1990-10-07",1.6251
"1990-10-08",2.3552
"1990-10-09",4.2448
"1990-10-10",7.7451
"1990-10-11",2.2448
"1990-10-12",5.2648
"1990-10-13",4.8452
"1990-10-14",5.2442
"1990-10-15",8.3952
"1990-10-16",5.5547
"1990-10-17",4.3443
"1990-10-18",5.0441
"1990-10-19",2.3249
"1990-10-20",2.075
"1990-10-21",5.6748
"1990-10-22",4.115
"1990-10-23",4.5347
"1990-10-24",5.7051
"1990-10-25",7.9052
"1990-10-26",6.4643
"1990-10-27",6.2048
"1990-10-28",5.2042
"1990-10-29",2.7748
"1990-10-30",7.1241
"1990-10-31",5.1363
"1990-11-01",1.7864
"1990-11-02",1.8967
"1990-11-03",4.1259
"1990-11-04",7.4467
"1990-11-05",3.4856
"1990-11-06",-0.3834
"1990-11-07",3.3958
"1990-11-08",9.0259
"1990-11-09",9.5159
"1990-11-10",7.1957
"1990-11-11",7.0962
"1990-11-12",5.3861
"1990-11-13",6.1757
"1990-11-14",2.2667
"1990-11-15",3.7863
"1990-11-16",2.3067
"1990-11-17",4.8767
"1990-11-18",3.2563
"1990-11-19",0.2958
"1990-11-20",2.7566
"1990-11-21",3.0065
"1990-11-22",7.4564
"1990-11-23",4.5856
"1990-11-24",7.7257
"1990-11-25",2.9762
"1990-11-26",0.7566
"1990-11-27",3.4759
"1990-11-28",0.8561
"1990-11-29",3.7063
"1990-11-30",0.736
"1990-12-01",0.3261
"1990-12-02",0.6657
"1990-12-03",2.8755
"1990-12-04",4.246
"1990-12-05",3.2163
"1990-12-06",-1.344
"1990-12-07",-1.8146
"1990-12-08",0.4462
"1990-12-09",4.4765
"1990-12-10",4.4765
"1990-12-11",1.7463
"1990-12-12",-1.1136
"1990-12-13",-0.4041
"1990-12-14",0.7057
"1990-12-15",2.0265
"1990-12-16",-0.0244
"1990-12-17",3.2054
"1990-12-18",-0.1336
"1990-12-19",-6.3143
"1990-12-20",-13.1535
"1990-12-21",-17.5841
"1990-12-22",-15.9346
"1990-12-23",-11.4446
"1990-12-24",-10.0535
"1990-12-25",-6.8746
"1990-12-26",-0.6236
"1990-12-27",0.5262
"1990-12-28",-3.5441
"1990-12-29",-8.0935
"1990-12-30",-9.3137
"1990-12-31",-3.0796
"1991-01-01",-2.3193
"1991-01-02",-4.229
"1991-01-03",-4.3294
"1991-01-04",-5.35
"1991-01-05",-3.8396
"1991-01-06",-1.8195
"1991-01-07",2.2902
"1991-01-08",1.8103
"1991-01-09",2.971
"1991-01-10",4.6502
"1991-01-11",4.6402
"1991-01-12",2.2307
"1991-01-13",6.0601
"1991-01-14",6.0204
"1991-01-15",3.2501
"1991-01-16",0.0506
"1991-01-17",2.17
"1991-01-18",3.0504
"1991-01-19",-0.6897
"1991-01-20",-2.5399
"1991-01-21",-4.0095
"1991-01-22",-1.7191
"1991-01-23",-2.0699
"1991-01-24",-2.7098
"1991-01-25",-2.4792
"1991-01-26",-3.1798
"1991-01-27",-3.299
"1991-01-28",-3.9698
"1991-01-29",-5.6997
"1991-01-30",-3.1191
"1991-01-31",3.3979
"1991-02-01",6.5379
"1991-02-02",7.2385
"1991-02-03",6.8181
"1991-02-04",6.5279
"1991-02-05",5.1179
"1991-02-06",2.0883
"1991-02-07",4.7175
"1991-02-08",6.3481
"1991-02-09",3.3582
"1991-02-10",4.1581
"1991-02-11",3.6682
"1991-02-12",4.2078
"1991-02-13",8.6981
"1991-02-14",8.9077
"1991-02-15",6.3084
"1991-02-16",1.9284
"1991-02-17",3.238
"1991-02-18",2.3575
"1991-02-19",4.8774
"1991-02-20",4.5476
"1991-02-21",3.7775
"1991-02-22",4.1382
"1991-02-23",0.728
"1991-02-24",1.6283
"1991-02-25",2.4083
"1991-02-26",2.1678
"1991-02-27",3.7984
"1991-02-28",3.2126
"1991-03-01",6.9329
"1991-03-02",4.883
"1991-03-03",4.5023
"1991-03-04",3.0228
"1991-03-05",0.9023
"1991-03-06",1.8931
"1991-03-07",-0.3367
"1991-03-08",-0.5176
"1991-03-09",-0.0674
"1991-03-10",0.9023
"1991-03-11",0.8924
"1991-03-12",3.4023
"1991-03-13",1.9228
"1991-03-14",-0.4172
"1991-03-15",0.5934
"1991-03-16",0.653
"1991-03-17",4.1625
"1991-03-18",3.9628
"1991-03-19",1.7132
"1991-03-20",1.3723
"1991-03-21",2.9125
"1991-03-22",1.6128
"1991-03-23",3.0129
"1991-03-24",2.6223
"1991-03-25",-0.5772
"1991-03-26",2.3234
"1991-03-27",1.2532
"1991-03-28",-0.5375
"1991-03-29",1.7331
"1991-03-30",2.2428
"1991-03-31",6.4783
"1991-04-01",7.7978
"1991-04-02",5.1179
"1991-04-03",4.1283
"1991-04-04",8.9177
"1991-04-05",5.9377
"1991-04-06",4.1184
"1991-04-07",3.3682
"1991-04-08",1.5179
"1991-04-09",4.1779
"1991-04-10",2.9478
"1991-04-11",0.7677
"1991-04-12",1.6283
"1991-04-13",3.7179
"1991-04-14",4.8885
"1991-04-15",3.6881
"1991-04-16",2.9676
"1991-04-17",3.3384
"1991-04-18",6.1484
"1991-04-19",6.5986
"1991-04-20",10.5781
"1991-04-21",6.4584
"1991-04-22",4.8576
"1991-04-23",5.2779
"1991-04-24",4.7285
"1991-04-25",4.0577
"1991-04-26",2.9081
"1991-04-27",2.7581
"1991-04-28",2.5583
"1991-04-29",2.3377
"1991-04-30",4.9194
"1991-05-01",5.6994
"1991-05-02",4.8498
"1991-05-03",5.3
"1991-05-04",5.0893
"1991-05-05",9.8599
"1991-05-06",9.3391
"1991-05-07",8.9695
"1991-05-08",7.0895
"1991-05-09",4.659
"1991-05-10",3.879
"1991-05-11",5.8494
"1991-05-12",6.0193
"1991-05-13",8.8393
"1991-05-14",4.5498
"1991-05-15",8.0494
"1991-05-16",8.9894
"1991-05-17",8.3197
"1991-05-18",7.2892
"1991-05-19",6.7199
"1991-05-20",7.6996
"1991-05-21",6.8997
"1991-05-22",5.4997
"1991-05-23",5.5295
"1991-05-24",8.9894
"1991-05-25",3.0493
"1991-05-26",5.4092
"1991-05-27",5.3596
"1991-05-28",5.9399
"1991-05-29",5.4192
"1991-05-30",6.7199
"1991-05-31",6.6714
"1991-06-01",8.8813
"1991-06-02",8.4708
"1991-06-03",5.8914
"1991-06-04",3.911
"1991-06-05",6.5312
"1991-06-06",8.9706
"1991-06-07",7.2715
"1991-06-08",11.6913
"1991-06-09",10.9411
"1991-06-10",12.5916
"1991-06-11",9.9514
"1991-06-12",6.2411
"1991-06-13",6.101
"1991-06-14",4.9911
"1991-06-15",5.8715
"1991-06-16",8.3108
"1991-06-17",6.2609
"1991-06-18",6.7012
"1991-06-19",11.1606
"1991-06-20",9.541
"1991-06-21",6.9505
"1991-06-22",7.9015
"1991-06-23",9.0511
"1991-06-24",8.6815
"1991-06-25",10.7215
"1991-06-26",8.0008
"1991-06-27",10.481
"1991-06-28",13.6816
"1991-06-29",12.3511
"1991-06-30",11.1562
"1991-07-01",12.7162
"1991-07-02",13.5569
"1991-07-03",15.106
"1991-07-04",10.7866
"1991-07-05",8.8162
"1991-07-06",7.6367
"1991-07-07",9.7462
"1991-07-08",10.8462
"1991-07-09",7.266
"1991-07-10",7.5363
"1991-07-11",9.5862
"1991-07-12",10.8561
"1991-07-13",12.0466
"1991-07-14",12.2562
"1991-07-15",11.496
"1991-07-16",13.376
"1991-07-17",12.8961
"1991-07-18",10.8561
"1991-07-19",9.6061
"1991-07-20",9.156
"1991-07-21",8.8867
"1991-07-22",12.7361
"1991-07-23",18.3562
"1991-07-24",12.7968
"1991-07-25",12.8663
"1991-07-26",11.1959
"1991-07-27",12.3466
"1991-07-28",13.8261
"1991-07-29",13.2061
"1991-07-30",12.7063
"1991-07-31",13.1818
"1991-08-01",9.2023
"1991-08-02",10.342
"1991-08-03",10.2824
"1991-08-04",12.842
"1991-08-05",11.5821
"1991-08-06",12.9016
"1991-08-07",12.7019
"1991-08-08",16.3924
"1991-08-09",15.0817
"1991-08-10",9.712
"1991-08-11",9.1019
"1991-08-12",11.8226
"1991-08-13",11.2522
"1991-08-14",13.5117
"1991-08-15",12.2418
"1991-08-16",11.3316
"1991-08-17",11.7718
"1991-08-18",12.2926
"1991-08-19",12.222
"1991-08-20",13.9916
"1991-08-21",11.0525
"1991-08-22",11.9826
"1991-08-23",9.2817
"1991-08-24",8.4322
"1991-08-25",9.402
"1991-08-26",7.7217
"1991-08-27",8.8625
"1991-08-28",12.8917
"1991-08-29",14.1615
"1991-08-30",14.2917
"1991-08-31",11.1573
"1991-09-01",9.3877
"1991-09-02",7.9975
"1991-09-03",9.9271
"1991-09-04",14.017
"1991-09-05",13.8471
"1991-09-06",11.4276
"1991-09-07",8.5878
"1991-09-08",6.6471
"1991-09-09",6.2874
"1991-09-10",8.2479
"1991-09-11",6.0877
"1991-09-12",6.7872
"1991-09-13",6.8876
"1991-09-14",6.2278
"1991-09-15",6.6879
"1991-09-16",9.9271
"1991-09-17",13.098
"1991-09-18",14.1472
"1991-09-19",12.1072
"1991-09-20",6.988
"1991-09-21",3.0879
"1991-09-22",5.0672
"1991-09-23",7.6776
"1991-09-24",11.047
"1991-09-25",13.6871
"1991-09-26",8.7775
"1991-09-27",8.9772
"1991-09-28",6.838
"1991-09-29",8.387
"1991-09-30",9.6149
"1991-10-01",8.975
"1991-10-02",7.3444
"1991-10-03",4.4648
"1991-10-04",6.1043
"1991-10-05",6.6945
"1991-10-06",5.674
"1991-10-07",5.364
"1991-10-08",5.514
"1991-10-09",6.315
"1991-10-10",9.5543
"1991-10-11",13.205
"1991-10-12",9.1847
"1991-10-13",5.3849
"1991-10-14",8.665
"1991-10-15",8.195
"1991-10-16",5.1246
"1991-10-17",1.3944
"1991-10-18",1.4043
"1991-10-19",5.834
"1991-10-20",6.614
"1991-10-21",3.9143
"1991-10-22",1.3944
"1991-10-23",1.2145
"1991-10-24",1.8048
"1991-10-25",1.5246
"1991-10-26",3.0945
"1991-10-27",1.4749
"1991-10-28",0.2746
"1991-10-29",0.4345
"1991-10-30",-5.1458
"1991-10-31",0.055
"1991-11-01",5.525
"1991-11-02",5.4655
"1991-11-03",4.8256
"1991-11-04",8.0052
"1991-11-05",11.955
"1991-11-06",9.7451
"1991-11-07",10.1456
"1991-11-08",10.9852
"1991-11-09",5.2459
"1991-11-10",5.8858
"1991-11-11",8.7058
"1991-11-12",3.7852
"1991-11-13",5.4853
"1991-11-14",3.2049
"1991-11-15",-1.6948
"1991-11-16",3.4652
"1991-11-17",5.3949
"1991-11-18",4.9856
"1991-11-19",5.4556
"1991-11-20",4.7053
"1991-11-21",3.655
"1991-11-22",-1.4742
"1991-11-23",3.655
"1991-11-24",7.2749
"1991-11-25",5.1455
"1991-11-26",6.2554
"1991-11-27",3.2357
"1991-11-28",0.9751
"1991-11-29",-0.5242
"1991-11-30",-0.3389
"1991-12-01",2.7613
"1991-12-02",5.4103
"1991-12-03",1.8412
"1991-12-04",2.3906
"1991-12-05",3.0405
"1991-12-06",2.8408
"1991-12-07",1.7011
"1991-12-08",1.4606
"1991-12-09",2.5308
"1991-12-10",0.1708
"1991-12-11",1.0005
"1991-12-12",3.7907
"1991-12-13",0.301
"1991-12-14",-1.0196
"1991-12-15",0.2404
"1991-12-16",-0.8596
"1991-12-17",2.4403
"1991-12-18",3.5712
"1991-12-19",0.6408
"1991-12-20",-1.0494
"1991-12-21",2.7613
"1991-12-22",4.9712
"1991-12-23",2.8309
"1991-12-24",1.2609
"1991-12-25",5.6111
"1991-12-26",6.8512
"1991-12-27",7.3609
"1991-12-28",5.1908
"1991-12-29",3.0107
"1991-12-30",2.1204
"1991-12-31",3.1453
"1992-01-01",0.9055
"1992-01-02",4.7353
"1992-01-03",3.1851
"1992-01-04",2.8246
"1992-01-05",1.7453
"1992-01-06",-0.4453
"1992-01-07",-0.985
"1992-01-08",-1.0051
"1992-01-09",1.9955
"1992-01-10",3.4555
"1992-01-11",1.7156
"1992-01-12",-1.2946
"1992-01-13",2.4355
"1992-01-14",3.165
"1992-01-15",3.6951
"1992-01-16",6.3649
"1992-01-17",0.1347
"1992-01-18",-1.0549
"1992-01-19",1.2448
"1992-01-20",0.9649
"1992-01-21",3.0855
"1992-01-22",2.5352
"1992-01-23",4.3854
"1992-01-24",5.0056
"1992-01-25",4.9855
"1992-01-26",2.9657
"1992-01-27",4.8349
"1992-01-28",6.6448
"1992-01-29",6.0055
"1992-01-30",6.3755
"1992-01-31",6.2949
"1992-02-01",4.3949
"1992-02-02",2.4451
"1992-02-03",3.7153
"1992-02-04",1.6753
"1992-02-05",1.2151
"1992-02-06",0.3351
"1992-02-07",1.4855
"1992-02-08",0.7454
"1992-02-09",4.6049
"1992-02-10",5.3152
"1992-02-11",5.6747
"1992-02-12",4.8349
"1992-02-13",3.4756
"1992-02-14",3.9655
"1992-02-15",0.4051
"1992-02-16",2.1948
"1992-02-17",2.5553
"1992-02-18",3.0049
"1992-02-19",2.4853
"1992-02-20",5.6248
"1992-02-21",5.4054
"1992-02-22",5.8051
"1992-02-23",3.2456
"1992-02-24",7.615
"1992-02-25",6.3946
"1992-02-26",7.1453
"1992-02-27",6.1253
"1992-02-28",5.6354
"1992-02-29",4.4702
"1992-03-01",6.9905
"1992-03-02",4.73
"1992-03-03",3.9305
"1992-03-04",4.1404
"1992-03-05",5.7096
"1992-03-06",4.2602
"1992-03-07",3.3399
"1992-03-08",1.3699
"1992-03-09",2.18
"1992-03-10",3.1099
"1992-03-11",3.4597
"1992-03-12",4.4596
"1992-03-13",4.7098
"1992-03-14",3.2095
"1992-03-15",5.7298
"1992-03-16",5.75
"1992-03-17",4.1002
"1992-03-18",1.09
"1992-03-19",3.7704
"1992-03-20",3.57
"1992-03-21",4.2602
"1992-03-22",3.7004
"1992-03-23",3.4502
"1992-03-24",4.7703
"1992-03-25",5.0003
"1992-03-26",2.7101
"1992-03-27",3.2201
"1992-03-28",0.3202
"1992-03-29",5.7902
"1992-03-30",6.8102
"1992-03-31",6.1592
"1992-04-01",7.0796
"1992-04-02",9.9094
"1992-04-03",6.8187
"1992-04-04",4.5497
"1992-04-05",2.6094
"1992-04-06",1.5788
"1992-04-07",0.5397
"1992-04-08",4.3896
"1992-04-09",8.1791
"1992-04-10",7.0796
"1992-04-11",8.4791
"1992-04-12",8.9796
"1992-04-13",7.9691
"1992-04-14",7.509
"1992-04-15",7.4591
"1992-04-16",6.7297
"1992-04-17",7.4496
"1992-04-18",5.1689
"1992-04-19",4.4893
"1992-04-20",7.0096
"1992-04-21",4.7088
"1992-04-22",3.3187
"1992-04-23",1.1197
"1992-04-24",8.5894
"1992-04-25",11.5094
"1992-04-26",11.2889
"1992-04-27",11.2889
"1992-04-28",11.7289
"1992-04-29",11.4988
"1992-04-30",7.0043
"1992-05-01",3.2339
"1992-05-02",3.8743
"1992-05-03",8.5141
"1992-05-04",9.6041
"1992-05-05",11.0641
"1992-05-06",12.2643
"1992-05-07",8.9435
"1992-05-08",5.0841
"1992-05-09",5.434
"1992-05-10",8.7739
"1992-05-11",3.5435
"1992-05-12",2.884
"1992-05-13",7.7136
"1992-05-14",8.3243
"1992-05-15",5.4245
"1992-05-16",6.7742
"1992-05-17",8.934
"1992-05-18",8.6742
"1992-05-19",11.7639
"1992-05-20",5.1042
"1992-05-21",2.4239
"1992-05-22",4.5635
"1992-05-23",10.0939
"1992-05-24",13.6236
"1992-05-25",10.0939
"1992-05-26",10.7142
"1992-05-27",7.4135
"1992-05-28",10.5043
"1992-05-29",11.1235
"1992-05-30",10.4438
"1992-05-31",13.7222
"1992-06-01",12.082
"1992-06-02",7.492
"1992-06-03",9.1916
"1992-06-04",9.3125
"1992-06-05",7.632
"1992-06-06",9.2616
"1992-06-07",6.842
"1992-06-08",9.6921
"1992-06-09",10.8722
"1992-06-10",9.162
"1992-06-11",11.6419
"1992-06-12",9.7716
"1992-06-13",9.1121
"1992-06-14",8.5926
"1992-06-15",6.9523
"1992-06-16",7.862
"1992-06-17",9.532
"1992-06-18",9.602
"1992-06-19",9.6221
"1992-06-20",11.502
"1992-06-21",14.4517
"1992-06-22",17.8722
"1992-06-23",14.8419
"1992-06-24",11.9325
"1992-06-25",13.032
"1992-06-26",12.7022
"1992-06-27",12.3025
"1992-06-28",13.5017
"1992-06-29",12.2421
"1992-06-30",11.3843
"1992-07-01",12.224
"1992-07-02",10.974
"1992-07-03",12.8348
"1992-07-04",13.6045
"1992-07-05",12.804
"1992-07-06",12.4743
"1992-07-07",12.0544
"1992-07-08",10.8043
"1992-07-09",10.9549
"1992-07-10",12.3449
"1992-07-11",12.5644
"1992-07-12",12.0745
"1992-07-13",11.6748
"1992-07-14",10.834
"1992-07-15",10.0749
"1992-07-16",13.174
"1992-07-17",17.675
"1992-07-18",15.0847
"1992-07-19",12.4944
"1992-07-20",10.4746
"1992-07-21",10.5043
"1992-07-22",12.8348
"1992-07-23",12.0342
"1992-07-24",10.4141
"1992-07-25",10.6644
"1992-07-26",11.9144
"1992-07-27",11.1542
"1992-07-28",11.344
"1992-07-29",12.2049
"1992-07-30",15.2946
"1992-07-31",10.2127
"1992-08-01",9.303
"1992-08-02",9.4429
"1992-08-03",9.233
"1992-08-04",7.633
"1992-08-05",8.3233
"1992-08-06",11.063
"1992-08-07",14.4125
"1992-08-08",8.4728
"1992-08-09",9.8225
"1992-08-10",12.083
"1992-08-11",17.2031
"1992-08-12",14.8928
"1992-08-13",13.0935
"1992-08-14",13.9226
"1992-08-15",12.7531
"1992-08-16",11.1934
"1992-08-17",12.083
"1992-08-18",11.2327
"1992-08-19",11.7034
"1992-08-20",9.7027
"1992-08-21",6.7127
"1992-08-22",7.5726
"1992-08-23",8.4134
"1992-08-24",9.813
"1992-08-25",8.5131
"1992-08-26",12.6428
"1992-08-27",14.0732
"1992-08-28",9.4726
"1992-08-29",10.2933
"1992-08-30",8.9032
"1992-08-31",12.1636
"1992-09-01",11.5635
"1992-09-02",10.5032
"1992-09-03",7.3329
"1992-09-04",11.4034
"1992-09-05",8.4929
"1992-09-06",5.9832
"1992-09-07",5.4732
"1992-09-08",9.9126
"1992-09-09",10.323
"1992-09-10",10.4629
"1992-09-11",10.5827
"1992-09-12",5.2527
"1992-09-13",4.4734
"1992-09-14",5.2728
"1992-09-15",8.2236
"1992-09-16",6.683
"1992-09-17",8.6732
"1992-09-18",7.7327
"1992-09-19",7.5535
"1992-09-20",10.2328
"1992-09-21",12.9429
"1992-09-22",13.7826
"1992-09-23",9.3231
"1992-09-24",7.3329
"1992-09-25",8.6732
"1992-09-26",10.2328
"1992-09-27",8.2035
"1992-09-28",9.603
"1992-09-29",11.273
"1992-09-30",12.5464
"1992-10-01",10.3261
"1992-10-02",7.7168
"1992-10-03",8.6466
"1992-10-04",5.9366
"1992-10-05",3.7662
"1992-10-06",4.5063
"1992-10-07",8.6965
"1992-10-08",6.8166
"1992-10-09",4.8668
"1992-10-10",6.1465
"1992-10-11",8.7262
"1992-10-12",9.5161
"1992-10-13",5.8464
"1992-10-14",0.3966
"1992-10-15",-0.7337
"1992-10-16",5.5167
"1992-10-17",6.5165
"1992-10-18",10.2964
"1992-10-19",6.9163
"1992-10-20",8.636
"1992-10-21",9.0167
"1992-10-22",6.9661
"1992-10-23",10.5668
"1992-10-24",9.7769
"1992-10-25",6.4561
"1992-10-26",4.1564
"1992-10-27",3.3166
"1992-10-28",5.7468
"1992-10-29",5.1764
"1992-10-30",5.8061
"1992-10-31",7.1315
"1992-11-01",6.2313
"1992-11-02",6.6819
"1992-11-03",5.4319
"1992-11-04",8.0221
"1992-11-05",5.1212
"1992-11-06",7.6818
"1992-11-07",5.592
"1992-11-08",4.8116
"1992-11-09",4.3217
"1992-11-10",-0.0985
"1992-11-11",2.0019
"1992-11-12",6.5717
"1992-11-13",3.9422
"1992-11-14",4.8318
"1992-11-15",5.8719
"1992-11-16",5.8613
"1992-11-17",6.7222
"1992-11-18",3.9422
"1992-11-19",3.5022
"1992-11-20",2.2118
"1992-11-21",4.0121
"1992-11-22",4.2115
"1992-11-23",0.2121
"1992-11-24",-0.7983
"1992-11-25",4.4522
"1992-11-26",6.2419
"1992-11-27",5.3216
"1992-11-28",2.3019
"1992-11-29",-2.1884
"1992-11-30",2.8617
"1992-12-01",4.4819
"1992-12-02",3.1819
"1992-12-03",-2.6188
"1992-12-04",-2.7387
"1992-12-05",-2.8882
"1992-12-06",2.0411
"1992-12-07",2.1715
"1992-12-08",2.8713
"1992-12-09",3.0218
"1992-12-10",2.3115
"1992-12-11",0.5217
"1992-12-12",3.2212
"1992-12-13",2.7812
"1992-12-14",2.3814
"1992-12-15",0.1114
"1992-12-16",0.4719
"1992-12-17",0.3415
"1992-12-18",0.1919
"1992-12-19",-1.038
"1992-12-20",1.2416
"1992-12-21",2.7313
"1992-12-22",4.0016
"1992-12-23",3.0611
"1992-12-24",0.2312
"1992-12-25",-2.9984
"1992-12-26",1.4516
"1992-12-27",3.0017
"1992-12-28",2.1715
"1992-12-29",1.0317
"1992-12-30",0.0615
"1992-12-31",-0.1357
"1993-01-01",-3.1263
"1993-01-02",-1.7761
"1993-01-03",-1.0654
"1993-01-04",-0.3854
"1993-01-05",-1.8858
"1993-01-06",-5.3955
"1993-01-07",-3.8556
"1993-01-08",-0.7857
"1993-01-09",-4.7956
"1993-01-10",-8.1858
"1993-01-11",-3.6363
"1993-01-12",-3.656
"1993-01-13",-4.6256
"1993-01-14",-1.8463
"1993-01-15",-2.976
"1993-01-16",-1.3955
"1993-01-17",-3.7558
"1993-01-18",-4.2856
"1993-01-19",-0.9063
"1993-01-20",2.6846
"1993-01-21",1.534
"1993-01-22",0.3341
"1993-01-23",-2.1753
"1993-01-24",2.2338
"1993-01-25",5.0942
"1993-01-26",2.4937
"1993-01-27",2.3237
"1993-01-28",2.9741
"1993-01-29",3.9546
"1993-01-30",-0.7956
"1993-01-31",0.1192
"1993-02-01",0.3495
"1993-02-02",3.8296
"1993-02-03",4.0995
"1993-02-04",2.3391
"1993-02-05",5.6097
"1993-02-06",4.3989
"1993-02-07",2.7295
"1993-02-08",5.1798
"1993-02-09",4.8299
"1993-02-10",2.8798
"1993-02-11",3.8099
"1993-02-12",3.3898
"1993-02-13",2.1691
"1993-02-14",-1.1202
"1993-02-15",-4.4907
"1993-02-16",-9.8705
"1993-02-17",-10.9311
"1993-02-18",-4.5411
"1993-02-19",-0.631
"1993-02-20",-1.9801
"1993-02-21",-1.1411
"1993-02-22",-0.7407
"1993-02-23",-3.4608
"1993-02-24",-2.2609
"1993-02-25",-2.251
"1993-02-26",-4.3711
"1993-02-27",-4.4501
"1993-02-28",-1.6138
"1993-03-01",1.4967
"1993-03-02",3.7364
"1993-03-03",5.6064
"1993-03-04",6.3863
"1993-03-05",8.2069
"1993-03-06",5.7765
"1993-03-07",6.0463
"1993-03-08",6.7668
"1993-03-09",6.1164
"1993-03-10",7.7671
"1993-03-11",4.0665
"1993-03-12",5.9464
"1993-03-13",6.7065
"1993-03-14",6.0463
"1993-03-15",6.8272
"1993-03-16",6.0265
"1993-03-17",8.5963
"1993-03-18",7.4162
"1993-03-19",6.2371
"1993-03-20",5.1469
"1993-03-21",4.2365
"1993-03-22",5.5867
"1993-03-23",4.7871
"1993-03-24",2.8063
"1993-03-25",1.1063
"1993-03-26",1.7567
"1993-03-27",1.8872
"1993-03-28",2.9467
"1993-03-29",2.6166
"1993-03-30",5.5669
"1993-03-31",6.9369
"1993-04-01",5.0065
"1993-04-02",3.7364
"1993-04-03",7.8165
"1993-04-04",5.6766
"1993-04-05",4.9166
"1993-04-06",6.3775
"1993-04-07",5.6569
"1993-04-08",7.5565
"1993-04-09",6.2974
"1993-04-10",5.0767
"1993-04-11",4.2969
"1993-04-12",1.307
"1993-04-13",4.2574
"1993-04-14",3.6673
"1993-04-15",7.4567
"1993-04-16",5.9069
"1993-04-17",7.8165
"1993-04-18",5.7567
"1993-04-19",2.8271
"1993-04-20",9.0866
"1993-04-21",8.0567
"1993-04-22",6.8469
"1993-04-23",6.4564
"1993-04-24",7.6969
"1993-04-25",8.0764
"1993-04-26",6.2173
"1993-04-27",4.797
"1993-04-28",6.0868
"1993-04-29",10.2371
"1993-04-30",5.6163
"1993-05-01",7.7463
"1993-05-02",9.2357
"1993-05-03",8.1762
"1993-05-04",6.6056
"1993-05-05",6.3654
"1993-05-06",7.1255
"1993-05-07",4.876
"1993-05-08",6.576
"1993-05-09",5.6964
"1993-05-10",8.9462
"1993-05-11",7.6158
"1993-05-12",9.726
"1993-05-13",7.6256
"1993-05-14",7.1365
"1993-05-15",10.5859
"1993-05-16",8.1861
"1993-05-17",11.0564
"1993-05-18",11.3361
"1993-05-19",12.4055
"1993-05-20",11.0959
"1993-05-21",10.3358
"1993-05-22",9.3761
"1993-05-23",8.2058
"1993-05-24",10.1461
"1993-05-25",10.916
"1993-05-26",9.4661
"1993-05-27",11.0455
"1993-05-28",10.5958
"1993-05-29",10.0561
"1993-05-30",14.836
"1993-05-31",14.0002
"1993-06-01",10.1395
"1993-06-02",9.9596
"1993-06-03",10.1494
"1993-06-04",8.8497
"1993-06-05",9.6503
"1993-06-06",12.0304
"1993-06-07",10.7197
"1993-06-08",7.0904
"1993-06-09",8.4998
"1993-06-10",7.4699
"1993-06-11",5.9695
"1993-06-12",6.2097
"1993-06-13",9.2993
"1993-06-14",13.2193
"1993-06-15",12.6402
"1993-06-16",11.1299
"1993-06-17",11.9898
"1993-06-18",12.2794
"1993-06-19",10.6396
"1993-06-20",8.65
"1993-06-21",8.8102
"1993-06-22",8.74
"1993-06-23",7.7803
"1993-06-24",8.6303
"1993-06-25",13.5396
"1993-06-26",11.9394
"1993-06-27",11.9196
"1993-06-28",8.3298
"1993-06-29",10.2996
"1993-06-30",11.1551
"1993-07-01",10.8656
"1993-07-02",10.1856
"1993-07-03",10.6857
"1993-07-04",11.7649
"1993-07-05",9.386
"1993-07-06",8.4559
"1993-07-07",9.0251
"1993-07-08",10.6758
"1993-07-09",8.6358
"1993-07-10",9.1557
"1993-07-11",9.9355
"1993-07-12",9.0855
"1993-07-13",10.8853
"1993-07-14",9.7852
"1993-07-15",11.0652
"1993-07-16",11.425
"1993-07-17",11.6553
"1993-07-18",11.2451
"1993-07-19",11.6059
"1993-07-20",12.4757
"1993-07-21",10.7756
"1993-07-22",13.8653
"1993-07-23",13.975
"1993-07-24",12.5152
"1993-07-25",11.8253
"1993-07-26",11.2451
"1993-07-27",13.1458
"1993-07-28",11.6553
"1993-07-29",12.4351
"1993-07-30",10.145
"1993-07-31",11.7967
"1993-08-01",14.576
"1993-08-02",14.6462
"1993-08-03",17.5868
"1993-08-04",15.3964
"1993-08-05",12.9769
"1993-08-06",11.9262
"1993-08-07",10.7767
"1993-08-08",9.057
