,"(deg C) Minimum Temperature (gridMET) at -79.2103E,35.1464N, 1979-01-01 to 2026-04-10"
"1985-01-18",-2.4324
"1985-01-19",-0.5631
"1985-01-20",-18.3724
"1985-01-21",-20.3224
"1985-01-22",-14.7826
"1985-01-23",-10.2627
"1985-01-24",-6.883
"1985-01-25",-4.8232
"1985-01-26",-8.3127
"1985-01-27",-7.2326
"1985-01-28",-1.0431
"1985-01-29",-1.7931
"1985-01-30",-1.9431
"1985-01-31",3.306
"1985-02-01",6.5957
"1985-02-02",6.5554
"1985-02-03",-1.1043
"1985-02-04",-3.5747
"1985-02-05",-3.1639
"1985-02-06",-1.7147
"1985-02-07",-2.2939
"1985-02-08",-8.0046
"1985-02-09",-9.425
"1985-02-10",-6.7641
"1985-02-11",-3.764
"1985-02-12",-1.7747
"1985-02-13",-4.1448
"1985-02-14",-5.2444
"1985-02-15",-5.5341
"1985-02-16",-4.754
"1985-02-17",-2.7739
"1985-02-18",-1.7343
"1985-02-19",0.8458
"1985-02-20",1.3859
"1985-02-21",-1.5946
"1985-02-22",2.826
"1985-02-23",8.0958
"1985-02-24",12.7956
"1985-02-25",13.4857
"1985-02-26",13.3853
"1985-02-27",7.2858
"1985-02-28",-0.0784
"1985-03-01",1.1009
"1985-03-02",9.8116
"1985-03-03",4.641
"1985-03-04",7.8016
"1985-03-05",10.3009
"1985-03-06",-0.0692
"1985-03-07",-3.1386
"1985-03-08",7.0515
"1985-03-09",10.7117
"1985-03-10",3.1213
"1985-03-11",3.7917
"1985-03-12",6.3915
"1985-03-13",2.3517
"1985-03-14",7.5212
"1985-03-15",4.701
"1985-03-16",0.8216
"1985-03-17",4.2014
"1985-03-18",-1.6685
"1985-03-19",-3.3694
"1985-03-20",-0.4592
"1985-03-21",2.8213
"1985-03-22",3.891
"1985-03-23",3.6417
"1985-03-24",7.6308
"1985-03-25",6.3707
"1985-03-26",4.4714
"1985-03-27",4.671
"1985-03-28",10.7417
"1985-03-29",14.9511
"1985-03-30",16.5412
"1985-03-31",11.7398
"1985-04-01",6.89
"1985-04-02",2.3401
"1985-04-03",2.8006
"1985-04-04",6.5
"1985-04-05",10.7602
"1985-04-06",8.4108
"1985-04-07",6.95
"1985-04-08",4.3399
"1985-04-09",2.3598
"1985-04-10",-1.5992
"1985-04-11",2.0309
"1985-04-12",8.3508
"1985-04-13",12.5602
"1985-04-14",13.0703
"1985-04-15",12.3906
"1985-04-16",12.4899
"1985-04-17",10.4105
"1985-04-18",6.83
"1985-04-19",11.4502
"1985-04-20",12.8003
"1985-04-21",13.6299
"1985-04-22",13.2306
"1985-04-23",13.9207
"1985-04-24",13.7799
"1985-04-25",14.1999
"1985-04-26",10.7498
"1985-04-27",13.0299
"1985-04-28",16.63
"1985-04-29",10.0309
"1985-04-30",7.4946
"1985-05-01",9.9755
"1985-05-02",13.2653
"1985-05-03",7.955
"1985-05-04",5.7649
"1985-05-05",8.105
"1985-05-06",10.1555
"1985-05-07",14.2253
"1985-05-08",12.9549
"1985-05-09",10.7048
"1985-05-10",15.235
"1985-05-11",17.1747
"1985-05-12",17.7055
"1985-05-13",18.4555
"1985-05-14",20.1448
"1985-05-15",19.7248
"1985-05-16",17.9455
"1985-05-17",12.8949
"1985-05-18",10.6748
"1985-05-19",10.8548
"1985-05-20",12.8049
"1985-05-21",17.6951
"1985-05-22",20.3456
"1985-05-23",20.1748
"1985-05-24",13.6749
"1985-05-25",12.6352
"1985-05-26",12.2348
"1985-05-27",14.1953
"1985-05-28",14.7746
"1985-05-29",19.2552
"1985-05-30",15.715
"1985-05-31",14.5449
"1985-06-01",19.0855
"1985-06-02",21.2249
"1985-06-03",20.2452
"1985-06-04",20.9745
"1985-06-05",21.5053
"1985-06-06",21.1845
"1985-06-07",17.3651
"1985-06-08",18.2847
"1985-06-09",20.0652
"1985-06-10",20.2152
"1985-06-11",23.145
"1985-06-12",18.2651
"1985-06-13",11.6648
"1985-06-14",10.2755
"1985-06-15",15.1946
"1985-06-16",18.2755
"1985-06-17",17.4851
"1985-06-18",22.1549
"1985-06-19",19.5055
"1985-06-20",16.4454
"1985-06-21",15.4646
"1985-06-22",16.0254
"1985-06-23",16.4154
"1985-06-24",18.9852
"1985-06-25",18.7648
"1985-06-26",17.6351
"1985-06-27",11.7052
"1985-06-28",14.2945
"1985-06-29",18.5651
"1985-06-30",17.9547
"1985-07-01",13.5249
"1985-07-02",15.3642
"1985-07-03",17.7043
"1985-07-04",19.194
"1985-07-05",19.674
"1985-07-06",20.2348
"1985-07-07",20.3041
"1985-07-08",17.5843
"1985-07-09",19.0544
"1985-07-10",21.9945
"1985-07-11",22.0245
"1985-07-12",20.7645
"1985-07-13",21.3945
"1985-07-14",21.3945
"1985-07-15",21.3241
"1985-07-16",22.5345
"1985-07-17",21.2249
"1985-07-18",19.6048
"1985-07-19",17.8751
"1985-07-20",21.3945
"1985-07-21",21.8941
"1985-07-22",22.3949
"1985-07-23",21.3045
"1985-07-24",20.7148
"1985-07-25",17.4851
"1985-07-26",20.2648
"1985-07-27",21.0945
"1985-07-28",21.1545
"1985-07-29",20.6548
"1985-07-30",20.6145
"1985-07-31",20.7622
"1985-08-01",20.9225
"1985-08-02",15.3423
"1985-08-03",12.6422
"1985-08-04",14.1722
"1985-08-05",16.3023
"1985-08-06",18.6424
"1985-08-07",18.8421
"1985-08-08",20.2521
"1985-08-09",19.0925
"1985-08-10",19.7121
"1985-08-11",17.912
"1985-08-12",21.7718
"1985-08-13",19.9025
"1985-08-14",19.4029
"1985-08-15",19.0428
"1985-08-16",20.1321
"1985-08-17",21.623
"1985-08-18",17.9028
"1985-08-19",14.0522
"1985-08-20",18.3724
"1985-08-21",21.7822
"1985-08-22",19.3429
"1985-08-23",17.8924
"1985-08-24",17.4828
"1985-08-25",19.5829
"1985-08-26",20.3629
"1985-08-27",20.0421
"1985-08-28",20.9929
"1985-08-29",21.2918
"1985-08-30",19.8829
"1985-08-31",19.0763
"1985-09-01",19.516
"1985-09-02",19.1259
"1985-09-03",19.0659
"1985-09-04",20.8464
"1985-09-05",21.1764
"1985-09-06",19.936
"1985-09-07",22.6061
"1985-09-08",23.3561
"1985-09-09",21.7857
"1985-09-10",21.7557
"1985-09-11",20.6156
"1985-09-12",15.8362
"1985-09-13",6.9454
"1985-09-14",3.2656
"1985-09-15",6.0257
"1985-09-16",9.3155
"1985-09-17",10.8063
"1985-09-18",12.9664
"1985-09-19",12.6456
"1985-09-20",16.1858
"1985-09-21",15.8154
"1985-09-22",15.3561
"1985-09-23",14.2161
"1985-09-24",16.6554
"1985-09-25",15.0354
"1985-09-26",12.0964
"1985-09-27",11.306
"1985-09-28",7.2661
"1985-09-29",7.9654
"1985-09-30",13.0529
"1985-10-01",14.193
"1985-10-02",18.804
"1985-10-03",14.463
"1985-10-04",17.1735
"1985-10-05",12.6329
"1985-10-06",6.403
"1985-10-07",6.223
"1985-10-08",6.5634
"1985-10-09",12.3433
"1985-10-10",15.5938
"1985-10-11",17.4135
"1985-10-12",17.1435
"1985-10-13",16.0138
"1985-10-14",15.153
"1985-10-15",17.9536
"1985-10-16",16.5631
"1985-10-17",13.0737
"1985-10-18",11.9533
"1985-10-19",13.1337
"1985-10-20",16.3935
"1985-10-21",11.4433
"1985-10-22",13.323
"1985-10-23",12.0029
"1985-10-24",15.8639
"1985-10-25",16.2435
"1985-10-26",10.054
"1985-10-27",8.5539
"1985-10-28",10.4832
"1985-10-29",6.7238
"1985-10-30",7.8639
"1985-10-31",12.4991
"1985-11-01",14.5196
"1985-11-02",13.6587
"1985-11-03",8.2193
"1985-11-04",9.4089
"1985-11-05",6.6592
"1985-11-06",5.3691
"1985-11-07",6.0788
"1985-11-08",5.5492
"1985-11-09",1.889
"1985-11-10",10.2294
"1985-11-11",13.7292
"1985-11-12",14.5588
"1985-11-13",15.5396
"1985-11-14",14.9996
"1985-11-15",13.8191
"1985-11-16",11.0994
"1985-11-17",15.4588
"1985-11-18",15.7496
"1985-11-19",13.5895
"1985-11-20",16.7893
"1985-11-21",5.7788
"1985-11-22",5.2191
"1985-11-23",4.0387
"1985-11-24",2.8386
"1985-11-25",9.3489
"1985-11-26",12.1691
"1985-11-27",14.5092
"1985-11-28",14.9096
"1985-11-29",14.0488
"1985-11-30",8.9601
"1985-12-01",6.7907
"1985-12-02",-1.0996
"1985-12-03",-4.8394
"1985-12-04",-4.7194
"1985-12-05",-2.6193
"1985-12-06",-1.8393
"1985-12-07",-2.7497
"1985-12-08",-1.41
"1985-12-09",1.3409
"1985-12-10",7.7
"1985-12-11",6.3799
"1985-12-12",14.3707
"1985-12-13",13.0807
"1985-12-14",-4.1101
"1985-12-15",-5.6402
"1985-12-16",-4.7402
"1985-12-17",-3.4397
"1985-12-18",-2.5097
"1985-12-19",-6.8299
"1985-12-20",-7.7392
"1985-12-21",-7.5799
"1985-12-22",-8.1592
"1985-12-23",-2.6701
"1985-12-24",3.8206
"1985-12-25",-6.9591
"1985-12-26",-10.0597
"1985-12-27",-7.9596
"1985-12-28",-4.0894
"1985-12-29",-1.5093
"1985-12-30",-5.2502
"1985-12-31",-2.3908
"1986-01-01",1.629
"1986-01-02",-1.7513
"1986-01-03",4.2488
"1986-01-04",-0.7517
"1986-01-05",-2.7814
"1986-01-06",-4.6514
"1986-01-07",-2.1316
"1986-01-08",-8.1513
"1986-01-09",-10.1614
"1986-01-10",-3.2508
"1986-01-11",-2.4815
"1986-01-12",-3.3117
"1986-01-13",-5.061
"1986-01-14",-6.6311
"1986-01-15",-5.5815
"1986-01-16",-6.0607
"1986-01-17",5.6787
"1986-01-18",8.9493
"1986-01-19",6.9587
"1986-01-20",1.0988
"1986-01-21",-2.2914
"1986-01-22",0.2686
"1986-01-23",-1.7915
"1986-01-24",-4.621
"1986-01-25",-3.1606
"1986-01-26",3.1187
"1986-01-27",-10.381
"1986-01-28",-12.8714
"1986-01-29",-7.4406
"1986-01-30",-1.7709
"1986-01-31",-3.4833
"1986-02-01",-2.4533
"1986-02-02",5.7863
"1986-02-03",9.0167
"1986-02-04",6.4372
"1986-02-05",10.6563
"1986-02-06",8.2267
"1986-02-07",7.1467
"1986-02-08",3.2763
"1986-02-09",5.7472
"1986-02-10",5.1072
"1986-02-11",1.5867
"1986-02-12",-2.9129
"1986-02-13",-7.2538
"1986-02-14",-7.5537
"1986-02-15",-1.7937
"1986-02-16",-3.2334
"1986-02-17",2.3972
"1986-02-18",8.9363
"1986-02-19",6.3665
"1986-02-20",6.7066
"1986-02-21",8.7168
"1986-02-22",6.2763
"1986-02-23",2.1865
"1986-02-24",-1.9436
"1986-02-25",-3.1628
"1986-02-26",-4.7437
"1986-02-27",1.2368
"1986-02-28",1.1412
"1986-03-01",-1.9089
"1986-03-02",-5.3283
"1986-03-03",1.7018
"1986-03-04",1.0412
"1986-03-05",2.6808
"1986-03-06",-0.379
"1986-03-07",-1.9284
"1986-03-08",-7.119
"1986-03-09",-4.4786
"1986-03-10",8.431
"1986-03-11",14.2616
"1986-03-12",5.5212
"1986-03-13",9.6708
"1986-03-14",14.141
"1986-03-15",8.9711
"1986-03-16",10.1413
"1986-03-17",8.5114
"1986-03-18",5.7417
"1986-03-19",12.3612
"1986-03-20",6.4915
"1986-03-21",-2.0784
"1986-03-22",-5.6391
"1986-03-23",-3.2791
"1986-03-24",0.8413
"1986-03-25",3.1915
"1986-03-26",10.2315
"1986-03-27",9.8816
"1986-03-28",4.9409
"1986-03-29",5.7917
"1986-03-30",6.9913
"1986-03-31",8.7744
"1986-04-01",11.5147
"1986-04-02",11.3344
"1986-04-03",11.4148
"1986-04-04",11.895
"1986-04-05",13.4847
"1986-04-06",13.2044
"1986-04-07",13.815
"1986-04-08",13.1642
"1986-04-09",5.8352
"1986-04-10",3.4251
"1986-04-11",2.1245
"1986-04-12",5.3343
"1986-04-13",9.2547
"1986-04-14",9.8849
"1986-04-15",12.0645
"1986-04-16",6.8751
"1986-04-17",1.5247
"1986-04-18",6.2448
"1986-04-19",5.1343
"1986-04-20",7.4542
"1986-04-21",13.1544
"1986-04-22",4.4943
"1986-04-23",-0.8658
"1986-04-24",-1.0657
"1986-04-25",5.105
"1986-04-26",10.025
"1986-04-27",16.4641
"1986-04-28",14.5148
"1986-04-29",13.6151
"1986-04-30",9.1188
"1986-05-01",11.8288
"1986-05-02",10.7389
"1986-05-03",5.2886
"1986-05-04",2.2484
"1986-05-05",5.9286
"1986-05-06",13.4988
"1986-05-07",16.4489
"1986-05-08",18.4286
"1986-05-09",11.0584
"1986-05-10",7.4781
"1986-05-11",6.0688
"1986-05-12",13.6781
"1986-05-13",13.6184
"1986-05-14",12.8382
"1986-05-15",15.8089
"1986-05-16",15.8285
"1986-05-17",17.178
"1986-05-18",18.4286
"1986-05-19",13.7487
"1986-05-20",18.408
"1986-05-21",17.6887
"1986-05-22",15.5688
"1986-05-23",12.8882
"1986-05-24",15.4688
"1986-05-25",17.8484
"1986-05-26",17.8289
"1986-05-27",15.9382
"1986-05-28",18.1581
"1986-05-29",21.7579
"1986-05-30",22.4186
"1986-05-31",20.1128
"1986-06-01",20.0324
"1986-06-02",19.6826
"1986-06-03",14.6028
"1986-06-04",14.882
"1986-06-05",16.1523
"1986-06-06",19.123
"1986-06-07",19.4522
"1986-06-08",22.4327
"1986-06-09",20.943
"1986-06-10",18.6123
"1986-06-11",19.7423
"1986-06-12",22.6022
"1986-06-13",22.7826
"1986-06-14",19.6826
"1986-06-15",19.8629
"1986-06-16",19.0024
"1986-06-17",20.9321
"1986-06-18",18.8426
"1986-06-19",16.7629
"1986-06-20",17.5822
"1986-06-21",18.7525
"1986-06-22",17.1823
"1986-06-23",16.5424
"1986-06-24",20.0129
"1986-06-25",19.4729
"1986-06-26",17.1921
"1986-06-27",19.3023
"1986-06-28",22.2523
"1986-06-29",22.512
"1986-06-30",22.0926
"1986-07-01",22.2219
"1986-07-02",21.6526
"1986-07-03",19.5522
"1986-07-04",18.0527
"1986-07-05",16.0121
"1986-07-06",17.3627
"1986-07-07",18.4526
"1986-07-08",23.3628
"1986-07-09",23.7627
"1986-07-10",21.8927
"1986-07-11",23.5725
"1986-07-12",22.3523
"1986-07-13",21.5319
"1986-07-14",22.1024
"1986-07-15",21.0919
"1986-07-16",21.1527
"1986-07-17",20.7724
"1986-07-18",22.4121
"1986-07-19",22.5729
"1986-07-20",22.562
"1986-07-21",23.8029
"1986-07-22",21.9926
"1986-07-23",21.7525
"1986-07-24",21.5928
"1986-07-25",21.432
"1986-07-26",20.3921
"1986-07-27",20.7322
"1986-07-28",22.9619
"1986-07-29",22.512
"1986-07-30",20.052
"1986-07-31",17.7245
"1986-08-01",20.454
"1986-08-02",23.1542
"1986-08-03",23.2042
"1986-08-04",21.5949
"1986-08-05",20.8843
"1986-08-06",21.0549
"1986-08-07",20.7442
"1986-08-08",21.8047
"1986-08-09",23.014
"1986-08-10",23.2346
"1986-08-11",21.3146
"1986-08-12",20.6844
"1986-08-13",19.8749
"1986-08-14",20.1139
"1986-08-15",20.5149
"1986-08-16",20.2943
"1986-08-17",20.4649
"1986-08-18",20.0542
"1986-08-19",19.3544
"1986-08-20",14.9842
"1986-08-21",18.4841
"1986-08-22",18.9948
"1986-08-23",17.7941
"1986-08-24",19.424
"1986-08-25",16.0849
"1986-08-26",18.8339
"1986-08-27",20.7344
"1986-08-28",11.9744
"1986-08-29",10.0739
"1986-08-30",11.3148
"1986-08-31",14.7495
"1986-09-01",15.1896
"1986-09-02",15.8904
"1986-09-03",17.0498
"1986-09-04",17.3899
"1986-09-05",16.4196
"1986-09-06",16.0599
"1986-09-07",15.9795
"1986-09-08",15.8002
"1986-09-09",14.1095
"1986-09-10",14.6093
"1986-09-11",16.3294
"1986-09-12",20.3899
"1986-09-13",14.6397
"1986-09-14",12.56
"1986-09-15",11.7103
"1986-09-16",17.1802
"1986-09-17",12.7404
"1986-09-18",12.4003
"1986-09-19",15.3504
"1986-09-20",18.8394
"1986-09-21",20.0498
"1986-09-22",18.1103
"1986-09-23",16.6695
"1986-09-24",18.9002
"1986-09-25",21.2494
"1986-09-26",19.7695
"1986-09-27",22.0198
"1986-09-28",20.7594
"1986-09-29",19.0795
"1986-09-30",19.3501
"1986-10-01",18.5004
"1986-10-02",21.8807
"1986-10-03",21.52
"1986-10-04",19.8803
"1986-10-05",19.8401
"1986-10-06",11.9602
"1986-10-07",8.3908
"1986-10-08",13.6607
"1986-10-09",16.5108
"1986-10-10",10.3608
"1986-10-11",9.5806
"1986-10-12",8.28
"1986-10-13",14.8299
"1986-10-14",13.6107
"1986-10-15",6.2003
"1986-10-16",3.3904
"1986-10-17",6.9304
"1986-10-18",5.1409
"1986-10-19",2.0006
"1986-10-20",1.5606
"1986-10-21",4.7399
"1986-10-22",6.7599
"1986-10-23",7.3607
"1986-10-24",9.7708
"1986-10-25",8.7407
"1986-10-26",13.6205
"1986-10-27",12.2199
"1986-10-28",8.9102
"1986-10-29",7.8399
"1986-10-30",8.23
"1986-10-31",8.4397
"1986-11-01",12.5296
"1986-11-02",14.7995
"1986-11-03",10.589
"1986-11-04",9.0091
"1986-11-05",12.9088
"1986-11-06",15.6894
"1986-11-07",16.6488
"1986-11-08",15.559
"1986-11-09",17.2095
"1986-11-10",9.7795
"1986-11-11",7.6291
"1986-11-12",8.1594
"1986-11-13",-0.3703
"1986-11-14",-5.851
"1986-11-15",-3.6811
"1986-11-16",2.2397
"1986-11-17",8.8689
"1986-11-18",9.6491
"1986-11-19",2.7689
"1986-11-20",1.0195
"1986-11-21",1.8692
"1986-11-22",-1.2308
"1986-11-23",2.7689
"1986-11-24",9.5991
"1986-11-25",10.5694
"1986-11-26",10.0989
"1986-11-27",12.8589
"1986-11-28",10.2695
"1986-11-29",8.3897
"1986-11-30",4.6541
"1986-12-01",4.1934
"1986-12-02",5.544
"1986-12-03",2.8036
"1986-12-04",-1.4862
"1986-12-05",-2.6369
"1986-12-06",-5.2066
"1986-12-07",-3.7865
"1986-12-08",3.3241
"1986-12-09",6.5436
"1986-12-10",11.7831
"1986-12-11",4.5834
"1986-12-12",4.4139
"1986-12-13",-5.4859
"1986-12-14",-6.7865
"1986-12-15",-1.2167
"1986-12-16",0.7033
"1986-12-17",2.4135
"1986-12-18",4.2933
"1986-12-19",-3.0563
"1986-12-20",0.9532
"1986-12-21",-3.3366
"1986-12-22",-5.5261
"1986-12-23",-4.3863
"1986-12-24",1.8431
"1986-12-25",6.0438
"1986-12-26",6.4535
"1986-12-27",2.1441
"1986-12-28",-1.2461
"1986-12-29",-3.9169
"1986-12-30",-1.6666
"1986-12-31",-0.7615
"1987-01-01",0.7589
"1987-01-02",1.7193
"1987-01-03",-3.1007
"1987-01-04",-2.0506
"1987-01-05",-4.0113
"1987-01-06",-5.2311
"1987-01-07",-2.4713
"1987-01-08",-2.1209
"1987-01-09",-2.241
"1987-01-10",0.9687
"1987-01-11",-0.2511
"1987-01-12",-3.251
"1987-01-13",-2.6606
"1987-01-14",0.3491
"1987-01-15",6.9588
"1987-01-16",5.2891
"1987-01-17",2.3584
"1987-01-18",1.5289
"1987-01-19",3.6485
"1987-01-20",-1.1812
"1987-01-21",1.769
"1987-01-22",0.0084
"1987-01-23",-4.9608
"1987-01-24",-5.3706
"1987-01-25",-1.5716
"1987-01-26",-6.1806
"1987-01-27",-7.2307
"1987-01-28",-6.0314
"1987-01-29",-2.7806
"1987-01-30",0.6292
"1987-01-31",-1.3434
"1987-02-01",-2.5935
"1987-02-02",1.8771
"1987-02-03",2.0167
"1987-02-04",0.2972
"1987-02-05",-0.2533
"1987-02-06",-1.3737
"1987-02-07",4.7462
"1987-02-08",0.8671
"1987-02-09",-4.7531
"1987-02-10",-5.8832
"1987-02-11",-3.9129
"1987-02-12",-0.4836
"1987-02-13",-0.3138
"1987-02-14",0.5362
"1987-02-15",2.7163
"1987-02-16",-8.0537
"1987-02-17",-5.203
"1987-02-18",-2.4735
"1987-02-19",-1.9739
"1987-02-20",-3.6133
"1987-02-21",0.2269
"1987-02-22",-0.2036
"1987-02-23",1.2369
"1987-02-24",-1.3737
"1987-02-25",2.6871
"1987-02-26",-0.6231
"1987-02-27",0.2171
"1987-02-28",1.265
"1987-03-01",9.9457
"1987-03-02",3.336
"1987-03-03",0.8054
"1987-03-04",-1.4645
"1987-03-05",-2.055
"1987-03-06",-2.5146
"1987-03-07",1.3159
"1987-03-08",6.5955
"1987-03-09",11.0456
"1987-03-10",-2.534
"1987-03-11",-4.0545
"1987-03-12",-1.0244
"1987-03-13",-2.4345
"1987-03-14",-1.684
"1987-03-15",0.4853
"1987-03-16",2.4157
"1987-03-17",-0.3744
"1987-03-18",1.6057
"1987-03-19",4.5753
"1987-03-20",1.4456
"1987-03-21",3.2657
"1987-03-22",1.636
"1987-03-23",1.636
"1987-03-24",2.4157
"1987-03-25",7.015
"1987-03-26",9.4958
"1987-03-27",11.0856
"1987-03-28",12.5855
"1987-03-29",8.5853
"1987-03-30",11.1256
"1987-03-31",1.7247
"1987-04-01",-0.6761
"1987-04-02",0.0041
"1987-04-03",4.7245
"1987-04-04",1.5041
"1987-04-05",0.0441
"1987-04-06",0.3242
"1987-04-07",4.5548
"1987-04-08",8.2241
"1987-04-09",9.604
"1987-04-10",6.9047
"1987-04-11",7.984
"1987-04-12",11.0347
"1987-04-13",12.2643
"1987-04-14",8.9443
"1987-04-15",10.2939
"1987-04-16",11.3646
"1987-04-17",9.3542
"1987-04-18",9.3845
"1987-04-19",12.074
"1987-04-20",13.4647
"1987-04-21",13.044
"1987-04-22",13.8043
"1987-04-23",11.9442
"1987-04-24",13.5739
"1987-04-25",6.4148
"1987-04-26",5.8146
"1987-04-27",2.9943
"1987-04-28",7.3946
"1987-04-29",4.4044
"1987-04-30",9.1487
"1987-05-01",11.4489
"1987-05-02",15.7087
"1987-05-03",15.8493
"1987-05-04",7.6888
"1987-05-05",5.7389
"1987-05-06",8.2792
"1987-05-07",9.9392
"1987-05-08",11.9593
"1987-05-09",9.4493
"1987-05-10",9.5694
"1987-05-11",10.4886
"1987-05-12",15.4492
"1987-05-13",17.2086
"1987-05-14",15.5486
"1987-05-15",16.0688
"1987-05-16",16.6485
"1987-05-17",13.6994
"1987-05-18",17.8586
"1987-05-19",19.0092
"1987-05-20",16.8485
"1987-05-21",14.5991
"1987-05-22",14.8392
"1987-05-23",17.279
"1987-05-24",17.6791
"1987-05-25",19.2591
"1987-05-26",19.5186
"1987-05-27",17.9592
"1987-05-28",17.1892
"1987-05-29",18.8686
"1987-05-30",20.5384
"1987-05-31",18.8611
"1987-06-01",19.1509
"1987-06-02",20.4205
"1987-06-03",21.8913
"1987-06-04",21.6004
"1987-06-05",17.5709
"1987-06-06",15.7606
"1987-06-07",16.071
"1987-06-08",15.6114
"1987-06-09",16.3911
"1987-06-10",15.6708
"1987-06-11",12.3714
"1987-06-12",18.0305
"1987-06-13",20.2313
"1987-06-14",19.8311
"1987-06-15",20.1004
"1987-06-16",20.6909
"1987-06-17",21.2208
"1987-06-18",21.2013
"1987-06-19",20.1307
"1987-06-20",21.2208
"1987-06-21",21.2511
"1987-06-22",22.0513
"1987-06-23",19.9804
"1987-06-24",20.3805
"1987-06-25",18.9811
"1987-06-26",20.0507
"1987-06-27",21.0813
"1987-06-28",16.1705
"1987-06-29",16.841
"1987-06-30",18.1192
"1987-07-01",19.8993
"1987-07-02",20.9493
"1987-07-03",19.8798
"1987-07-04",20.1393
"1987-07-05",20.9893
"1987-07-06",22.3
"1987-07-07",22.8397
"1987-07-08",23.5394
"1987-07-09",24.4391
"1987-07-10",24.6294
"1987-07-11",24.1093
"1987-07-12",22.7899
"1987-07-13",22.0394
"1987-07-14",22.1
"1987-07-15",19.8398
"1987-07-16",18.9692
"1987-07-17",17.8197
"1987-07-18",15.3799
"1987-07-19",15.7995
"1987-07-20",16.9891
"1987-07-21",17.4693
"1987-07-22",20.5892
"1987-07-23",23.1295
"1987-07-24",21.9594
"1987-07-25",22.6396
"1987-07-26",21.3798
"1987-07-27",22.1898
"1987-07-28",22.6396
"1987-07-29",21.5095
"1987-07-30",19.1098
"1987-07-31",20.0463
"1987-08-01",21.7258
"1987-08-02",22.0957
"1987-08-03",22.3466
"1987-08-04",23.4766
"1987-08-05",23.5859
"1987-08-06",23.6962
"1987-08-07",22.2557
"1987-08-08",21.2262
"1987-08-09",22.3866
"1987-08-10",21.6966
"1987-08-11",20.8163
"1987-08-12",19.4959
"1987-08-13",17.3557
"1987-08-14",16.0958
"1987-08-15",16.6366
"1987-08-16",17.4065
"1987-08-17",21.4857
"1987-08-18",22.1465
"1987-08-19",23.256
"1987-08-20",20.9158
"1987-08-21",22.0665
"1987-08-22",20.6065
"1987-08-23",19.3261
"1987-08-24",17.8067
"1987-08-25",16.7664
"1987-08-26",20.3059
"1987-08-27",22.1562
"1987-08-28",23.0365
"1987-08-29",22.8862
"1987-08-30",20.0658
"1987-08-31",18.2814
"1987-09-01",19.5716
"1987-09-02",18.7216
"1987-09-03",18.7216
"1987-09-04",14.4715
"1987-09-05",13.8616
"1987-09-06",17.3319
"1987-09-07",19.0817
"1987-09-08",19.3315
"1987-09-09",20.772
"1987-09-10",21.0315
"1987-09-11",20.1112
"1987-09-12",20.3416
"1987-09-13",20.2615
"1987-09-14",20.162
"1987-09-15",16.802
"1987-09-16",18.5312
"1987-09-17",20.1415
"1987-09-18",20.0918
"1987-09-19",17.7613
"1987-09-20",14.5818
"1987-09-21",12.2513
"1987-09-22",13.602
"1987-09-23",9.6818
"1987-09-24",9.8214
"1987-09-25",14.0617
"1987-09-26",12.6612
"1987-09-27",14.9419
"1987-09-28",15.1215
"1987-09-29",15.6719
"1987-09-30",13.561
"1987-10-01",8.9605
"1987-10-02",6.0515
"1987-10-03",3.4506
"1987-10-04",0.0711
"1987-10-05",3.9405
"1987-10-06",6.391
"1987-10-07",7.3114
"1987-10-08",4.2909
"1987-10-09",2.1107
"1987-10-10",7.7407
"1987-10-11",12.4211
"1987-10-12",4.9106
"1987-10-13",1.251
"1987-10-14",-2.1685
"1987-10-15",1.5408
"1987-10-16",2.4005
"1987-10-17",4.9711
"1987-10-18",8.3409
"1987-10-19",7.5114
"1987-10-20",9.3509
"1987-10-21",2.0112
"1987-10-22",-4.6688
"1987-10-23",-1.5986
"1987-10-24",7.201
"1987-10-25",8.6112
"1987-10-26",3.761
"1987-10-27",5.5108
"1987-10-28",2.0804
"1987-10-29",0.0506
"1987-10-30",4.7711
"1987-10-31",7.2335
"1987-11-01",7.3741
"1987-11-02",6.2234
"1987-11-03",7.4444
"1987-11-04",11.6436
"1987-11-05",6.9837
"1987-11-06",-1.1866
"1987-11-07",0.8444
"1987-11-08",5.3237
"1987-11-09",10.3837
"1987-11-10",6.444
"1987-11-11",-2.1664
"1987-11-12",-5.5859
"1987-11-13",-2.2064
"1987-11-14",0.8941
"1987-11-15",2.9737
"1987-11-16",6.7642
"1987-11-17",13.2538
"1987-11-18",9.4439
"1987-11-19",3.0635
"1987-11-20",1.5441
"1987-11-21",-5.7665
"1987-11-22",-6.2358
"1987-11-23",-2.8563
"1987-11-24",8.2544
"1987-11-25",8.1441
"1987-11-26",11.4943
"1987-11-27",9.764
"1987-11-28",7.7937
"1987-11-29",8.6534
"1987-11-30",3.9481
"1987-12-01",3.7577
"1987-12-02",1.2185
"1987-12-03",-1.6613
"1987-12-04",0.0679
"1987-12-05",-5.2322
"1987-12-06",-5.8713
"1987-12-07",-2.8314
"1987-12-08",0.5783
"1987-12-09",7.4682
"1987-12-10",10.8282
"1987-12-11",5.0684
"1987-12-12",3.6085
"1987-12-13",-0.4923
"1987-12-14",1.5787
"1987-12-15",5.2977
"1987-12-16",-0.9216
"1987-12-17",-4.0015
"1987-12-18",-6.292
"1987-12-19",-4.4914
