,"(%) Minimum Relative Humidity (gridMET) at -79.2103E,35.1464N, 1979-01-01 to 2026-04-10"
"1985-04-16",34.6129
"1985-04-17",29.3636
"1985-04-18",33.5863
"1985-04-19",30.074
"1985-04-20",24.1095
"1985-04-21",23.0417
"1985-04-22",21.6378
"1985-04-23",22.3857
"1985-04-24",23.7259
"1985-04-25",21.2896
"1985-04-26",21.0574
"1985-04-27",23.4155
"1985-04-28",28.9055
"1985-04-29",29.7085
"1985-04-30",25.5418
"1985-05-01",31.8184
"1985-05-02",40.2814
"1985-05-03",46.8994
"1985-05-04",31.7382
"1985-05-05",32.2755
"1985-05-06",33.6
"1985-05-07",30.7424
"1985-05-08",31.0107
"1985-05-09",54.5432
"1985-05-10",48.2883
"1985-05-11",47.3809
"1985-05-12",51.6524
"1985-05-13",45.5946
"1985-05-14",39.6319
"1985-05-15",32.7445
"1985-05-16",36.721
"1985-05-17",38.929
"1985-05-18",36.8946
"1985-05-19",32.6747
"1985-05-20",36.6958
"1985-05-21",42.3874
"1985-05-22",44.5504
"1985-05-23",42.6577
"1985-05-24",45.7298
"1985-05-25",38.2682
"1985-05-26",30.709
"1985-05-27",31.5917
"1985-05-28",35.9254
"1985-05-29",37.7674
"1985-05-30",43.1026
"1985-05-31",37.9882
"1985-06-01",37.3407
"1985-06-02",31.4223
"1985-06-03",36.3341
"1985-06-04",38.3457
"1985-06-05",41.7512
"1985-06-06",40.6251
"1985-06-07",45.5257
"1985-06-08",46.9143
"1985-06-09",41.7694
"1985-06-10",42.9452
"1985-06-11",42.6894
"1985-06-12",45.898
"1985-06-13",35.1371
"1985-06-14",35.4179
"1985-06-15",40.8927
"1985-06-16",51.5173
"1985-06-17",39.6658
"1985-06-18",42.7419
"1985-06-19",35.6817
"1985-06-20",30.8044
"1985-06-21",32.631
"1985-06-22",34.9672
"1985-06-23",36.1236
"1985-06-24",40.9064
"1985-06-25",39.1267
"1985-06-26",32.8279
"1985-06-27",30.7647
"1985-06-28",37.273
"1985-06-29",47.6938
"1985-06-30",49.3086
"1985-07-01",66.2465
"1985-07-02",53.5121
"1985-07-03",41.4644
"1985-07-04",39.528
"1985-07-05",43.6427
"1985-07-06",49.6385
"1985-07-07",45.4804
"1985-07-08",38.07
"1985-07-09",37.4426
"1985-07-10",35.0272
"1985-07-11",38.0637
"1985-07-12",41.2916
"1985-07-13",46.3511
"1985-07-14",47.6743
"1985-07-15",53.843
"1985-07-16",51.7623
"1985-07-17",53.6435
"1985-07-18",36.8976
"1985-07-19",40.1083
"1985-07-20",41.681
"1985-07-21",42.4616
"1985-07-22",42.1293
"1985-07-23",43.0983
"1985-07-24",50.4263
"1985-07-25",59.2989
"1985-07-26",58.3657
"1985-07-27",56.2099
"1985-07-28",55.9495
"1985-07-29",56.8552
"1985-07-30",61.8248
"1985-07-31",59.0741
"1985-08-01",51.2851
"1985-08-02",56.8209
"1985-08-03",39.4087
"1985-08-04",39.7342
"1985-08-05",42.08
"1985-08-06",47.1001
"1985-08-07",52.129
"1985-08-08",52.5443
"1985-08-09",56.4723
"1985-08-10",51.2378
"1985-08-11",46.7557
"1985-08-12",48.1808
"1985-08-13",43.0205
"1985-08-14",41.2761
"1985-08-15",36.6338
"1985-08-16",40.4541
"1985-08-17",52.2447
"1985-08-18",56.9925
"1985-08-19",55.4073
"1985-08-20",50.5989
"1985-08-21",49.7277
"1985-08-22",48.0089
"1985-08-23",53.0254
"1985-08-24",57.9947
"1985-08-25",57.0439
"1985-08-26",57.241
"1985-08-27",50.6539
"1985-08-28",47.0076
"1985-08-29",53.2786
"1985-08-30",51.8757
"1985-08-31",48.0976
"1985-09-01",48.1704
"1985-09-02",53.3326
"1985-09-03",42.6541
"1985-09-04",44.4898
"1985-09-05",44.2287
"1985-09-06",45.4942
"1985-09-07",47.1117
"1985-09-08",49.0948
"1985-09-09",50.992
"1985-09-10",44.6105
"1985-09-11",44.1893
"1985-09-12",45.4607
"1985-09-13",37.5827
"1985-09-14",32.9909
"1985-09-15",31.705
"1985-09-16",35.4444
"1985-09-17",33.0897
"1985-09-18",35.5288
"1985-09-19",37.3533
"1985-09-20",39.7249
"1985-09-21",41.2207
"1985-09-22",41.1918
"1985-09-23",49.0832
"1985-09-24",50.9922
"1985-09-25",49.3473
"1985-09-26",49.4582
"1985-09-27",27.683
"1985-09-28",28.8164
"1985-09-29",37.9013
"1985-09-30",36.3511
"1985-10-01",40.327
"1985-10-02",48.8222
"1985-10-03",54.9802
"1985-10-04",53.905
"1985-10-05",41.0219
"1985-10-06",29.4543
"1985-10-07",33.0546
"1985-10-08",36.3484
"1985-10-09",41.2614
"1985-10-10",44.6133
"1985-10-11",51.712
"1985-10-12",48.1355
"1985-10-13",55.8197
"1985-10-14",46.6276
"1985-10-15",47.5229
"1985-10-16",45.2031
"1985-10-17",43.9938
"1985-10-18",44.5302
"1985-10-19",43.5005
"1985-10-20",43.906
"1985-10-21",53.615
"1985-10-22",68.2809
"1985-10-23",58.5979
"1985-10-24",57.9881
"1985-10-25",47.3916
"1985-10-26",28.0104
"1985-10-27",37.679
"1985-10-28",52.0502
"1985-10-29",44.4709
"1985-10-30",59.3643
"1985-10-31",63.3441
"1985-11-01",54.7116
"1985-11-02",65.0692
"1985-11-03",71.3762
"1985-11-04",56.4517
"1985-11-05",50.3378
"1985-11-06",48.8644
"1985-11-07",46.0497
"1985-11-08",28.6065
"1985-11-09",35.1617
"1985-11-10",50.8097
"1985-11-11",48.2172
"1985-11-12",48.601
"1985-11-13",58.4188
"1985-11-14",51.7377
"1985-11-15",50.1127
"1985-11-16",53.9495
"1985-11-17",51.4267
"1985-11-18",51.2401
"1985-11-19",51.5759
"1985-11-20",53.4782
"1985-11-21",68.1073
"1985-11-22",67.8156
"1985-11-23",45.3046
"1985-11-24",48.3056
"1985-11-25",49.825
"1985-11-26",52.8801
"1985-11-27",54.5045
"1985-11-28",55.5488
"1985-11-29",57.553
"1985-11-30",72.1085
"1985-12-01",51.5525
"1985-12-02",24.5782
"1985-12-03",22.2602
"1985-12-04",29.3611
"1985-12-05",31.6332
"1985-12-06",39.0649
"1985-12-07",36.7044
"1985-12-08",36.5044
"1985-12-09",37.4865
"1985-12-10",39.6759
"1985-12-11",46.1795
"1985-12-12",55.5778
"1985-12-13",55.2516
"1985-12-14",30.5407
"1985-12-15",20.8048
"1985-12-16",25.9395
"1985-12-17",27.6736
"1985-12-18",24.7391
"1985-12-19",18.355
"1985-12-20",27.262
"1985-12-21",18.0446
"1985-12-22",23.9143
"1985-12-23",32.1997
"1985-12-24",38.3772
"1985-12-25",24.1279
"1985-12-26",21.2685
"1985-12-27",27.3252
"1985-12-28",32.3454
"1985-12-29",25.4061
"1985-12-30",16.9665
"1985-12-31",22.2048
"1986-01-01",32.4617
"1986-01-02",34.6168
"1986-01-03",36.1304
"1986-01-04",30.768
"1986-01-05",29.2612
"1986-01-06",20.5081
"1986-01-07",20.5463
"1986-01-08",17.7506
"1986-01-09",21.8944
"1986-01-10",22.6982
"1986-01-11",24.4778
"1986-01-12",26.6746
"1986-01-13",24.0126
"1986-01-14",26.3358
"1986-01-15",24.7364
"1986-01-16",32.1407
"1986-01-17",45.6036
"1986-01-18",45.0837
"1986-01-19",42.5528
"1986-01-20",29.3669
"1986-01-21",25.4602
"1986-01-22",29.2353
"1986-01-23",31.921
"1986-01-24",27.309
"1986-01-25",36.6232
"1986-01-26",46.4697
"1986-01-27",18.0474
"1986-01-28",17.7987
"1986-01-29",20.9876
"1986-01-30",34.6921
"1986-01-31",33.9674
"1986-02-01",44.2296
"1986-02-02",44.716
"1986-02-03",49.9013
"1986-02-04",43.9342
"1986-02-05",43.5961
"1986-02-06",55.3985
"1986-02-07",39.5503
"1986-02-08",36.7899
"1986-02-09",45.1756
"1986-02-10",44.914
"1986-02-11",57.952
"1986-02-12",32.5072
"1986-02-13",19.1653
"1986-02-14",21.3489
"1986-02-15",39.5413
"1986-02-16",37.0044
"1986-02-17",46.0515
"1986-02-18",47.9595
"1986-02-19",47.7664
"1986-02-20",45.2143
"1986-02-21",49.461
"1986-02-22",44.7848
"1986-02-23",39.0225
"1986-02-24",42.5745
"1986-02-25",30.2474
"1986-02-26",30.5307
"1986-02-27",41.6222
"1986-02-28",51.7755
"1986-03-01",25.9242
"1986-03-02",23.8568
"1986-03-03",28.4287
"1986-03-04",27.7962
"1986-03-05",25.8017
"1986-03-06",29.5361
"1986-03-07",23.6342
"1986-03-08",15.3151
"1986-03-09",19.8565
"1986-03-10",39.3297
"1986-03-11",28.5539
"1986-03-12",27.9015
"1986-03-13",46.2066
"1986-03-14",41.1788
"1986-03-15",34.5107
"1986-03-16",27.3125
"1986-03-17",28.7264
"1986-03-18",35.6128
"1986-03-19",35.7789
"1986-03-20",56.5001
"1986-03-21",31.7188
"1986-03-22",21.5987
"1986-03-23",22.8338
"1986-03-24",19.7018
"1986-03-25",21.394
"1986-03-26",31.4261
"1986-03-27",26.0838
"1986-03-28",17.4807
"1986-03-29",21.4605
"1986-03-30",21.1316
"1986-03-31",16.3858
"1986-04-01",18.5599
"1986-04-02",21.6997
"1986-04-03",22.6018
"1986-04-04",32.4269
"1986-04-05",26.0896
"1986-04-06",27.8892
"1986-04-07",25.7113
"1986-04-08",26.9925
"1986-04-09",20.7859
"1986-04-10",24.5397
"1986-04-11",20.0396
"1986-04-12",18.3062
"1986-04-13",21.0402
"1986-04-14",22.9749
"1986-04-15",28.6979
"1986-04-16",30.3356
"1986-04-17",31.6535
"1986-04-18",34.0359
"1986-04-19",26.2209
"1986-04-20",26.6831
"1986-04-21",32.6484
"1986-04-22",27.9556
"1986-04-23",26.5498
"1986-04-24",19.6602
"1986-04-25",17.9206
"1986-04-26",20.3135
"1986-04-27",28.7233
"1986-04-28",30.5438
"1986-04-29",22.6132
"1986-04-30",19.7383
"1986-05-01",27.1385
"1986-05-02",19.0191
"1986-05-03",22.6544
"1986-05-04",24.4472
"1986-05-05",27.9226
"1986-05-06",35.3124
"1986-05-07",35.3752
"1986-05-08",32.7327
"1986-05-09",35.6273
"1986-05-10",26.1351
"1986-05-11",30.6957
"1986-05-12",39.4827
"1986-05-13",40.5827
"1986-05-14",50.7964
"1986-05-15",44.5773
"1986-05-16",39.9908
"1986-05-17",40.6858
"1986-05-18",39.6708
"1986-05-19",41.1534
"1986-05-20",52.7533
"1986-05-21",44.0908
"1986-05-22",35.7205
"1986-05-23",34.4971
"1986-05-24",39.423
"1986-05-25",40.574
"1986-05-26",44.5156
"1986-05-27",48.4639
"1986-05-28",44.7595
"1986-05-29",44.9329
"1986-05-30",47.7587
"1986-05-31",39.8171
"1986-06-01",43.2426
"1986-06-02",39.7187
"1986-06-03",41.8255
"1986-06-04",47.1655
"1986-06-05",43.641
"1986-06-06",45.0347
"1986-06-07",45.2854
"1986-06-08",40.8116
"1986-06-09",39.5822
"1986-06-10",40.5479
"1986-06-11",46.3383
"1986-06-12",36.5834
"1986-06-13",37.32
"1986-06-14",43.1532
"1986-06-15",46.0305
"1986-06-16",52.4866
"1986-06-17",33.9042
"1986-06-18",34.0752
"1986-06-19",39.1766
"1986-06-20",32.4406
"1986-06-21",28.7744
"1986-06-22",34.2262
"1986-06-23",34.0518
"1986-06-24",33.4803
"1986-06-25",28.2468
"1986-06-26",33.3589
"1986-06-27",47.1537
"1986-06-28",38.2202
"1986-06-29",34.4159
"1986-06-30",38.1193
"1986-07-01",42.5376
"1986-07-02",46.1376
"1986-07-03",31.9863
"1986-07-04",38.9128
"1986-07-05",37.4651
"1986-07-06",41.6622
"1986-07-07",35.3346
"1986-07-08",33.604
"1986-07-09",27.8298
"1986-07-10",30.5871
"1986-07-11",35.042
"1986-07-12",33.1942
"1986-07-13",31.6553
"1986-07-14",23.3295
"1986-07-15",24.1846
"1986-07-16",40.5263
"1986-07-17",36.4629
"1986-07-18",30.0581
"1986-07-19",27.1558
"1986-07-20",27.4955
"1986-07-21",35.2188
"1986-07-22",42.3163
"1986-07-23",50.1023
"1986-07-24",50.726
"1986-07-25",49.4419
"1986-07-26",49.4936
"1986-07-27",50.8641
"1986-07-28",50.2464
"1986-07-29",47.8265
"1986-07-30",25.7407
"1986-07-31",27.3419
"1986-08-01",28.5645
"1986-08-02",40.5753
"1986-08-03",45.6734
"1986-08-04",46.0872
"1986-08-05",51.3632
"1986-08-06",51.0669
"1986-08-07",45.7236
"1986-08-08",37.7192
"1986-08-09",37.8035
"1986-08-10",39.2092
"1986-08-11",48.8454
"1986-08-12",51.1902
"1986-08-13",59.6498
"1986-08-14",57.3906
"1986-08-15",59.0949
"1986-08-16",52.6917
"1986-08-17",53.4348
"1986-08-18",61.7444
"1986-08-19",63.7454
"1986-08-20",62.8736
"1986-08-21",60.8993
"1986-08-22",60.8763
"1986-08-23",56.086
"1986-08-24",43.7687
"1986-08-25",43.9918
"1986-08-26",48.2683
"1986-08-27",51.532
"1986-08-28",52.7331
"1986-08-29",37.42
"1986-08-30",48.0104
"1986-08-31",62.5478
"1986-09-01",70.154
"1986-09-02",56.8576
"1986-09-03",57.0602
"1986-09-04",54.0433
"1986-09-05",54.7837
"1986-09-06",51.5746
"1986-09-07",42.829
"1986-09-08",42.2031
"1986-09-09",53.4702
"1986-09-10",52.5699
"1986-09-11",57.4062
"1986-09-12",52.0262
"1986-09-13",38.7318
"1986-09-14",37.8119
"1986-09-15",42.8094
"1986-09-16",43.7628
"1986-09-17",41.5885
"1986-09-18",49.0163
"1986-09-19",52.5212
"1986-09-20",50.9856
"1986-09-21",53.2713
"1986-09-22",50.0604
"1986-09-23",46.6518
"1986-09-24",47.3475
"1986-09-25",42.2332
"1986-09-26",41.634
"1986-09-27",39.3952
"1986-09-28",40.0598
"1986-09-29",50.1479
"1986-09-30",46.3867
"1986-10-01",47.9133
"1986-10-02",38.5231
"1986-10-03",41.4214
"1986-10-04",37.9212
"1986-10-05",32.2847
"1986-10-06",26.8444
"1986-10-07",30.9554
"1986-10-08",50.325
"1986-10-09",63.9855
"1986-10-10",64.1825
"1986-10-11",67.1002
"1986-10-12",64.4346
"1986-10-13",65.8842
"1986-10-14",57.9859
"1986-10-15",35.5024
"1986-10-16",35.0416
"1986-10-17",37.0378
"1986-10-18",37.4569
"1986-10-19",32.4851
"1986-10-20",31.4997
"1986-10-21",31.2422
"1986-10-22",32.6956
"1986-10-23",32.6444
"1986-10-24",33.479
"1986-10-25",43.0534
"1986-10-26",58.6838
"1986-10-27",38.4777
"1986-10-28",33.0097
"1986-10-29",39.5822
"1986-10-30",42.0886
"1986-10-31",45.3333
"1986-11-01",53.8136
"1986-11-02",67.6806
"1986-11-03",56.6614
"1986-11-04",46.0994
"1986-11-05",46.5598
"1986-11-06",53.0948
"1986-11-07",52.9923
"1986-11-08",53.7828
"1986-11-09",50.2908
"1986-11-10",45.101
"1986-11-11",51.8442
"1986-11-12",76.6515
"1986-11-13",43.9064
"1986-11-14",28.2807
"1986-11-15",45.3264
"1986-11-16",65.9286
"1986-11-17",69.6068
"1986-11-18",63.8455
"1986-11-19",38.7034
"1986-11-20",47.3782
"1986-11-21",45.3407
"1986-11-22",40.1859
"1986-11-23",47.9619
"1986-11-24",71.8178
"1986-11-25",69.6965
"1986-11-26",64.4255
"1986-11-27",46.1861
"1986-11-28",51.6722
"1986-11-29",50.0459
"1986-11-30",48.6994
"1986-12-01",59.4861
"1986-12-02",59.9819
"1986-12-03",44.6288
"1986-12-04",31.0678
"1986-12-05",29.9596
"1986-12-06",33.1487
"1986-12-07",33.3579
"1986-12-08",38.7131
"1986-12-09",69.6943
"1986-12-10",60.1109
"1986-12-11",63.4976
"1986-12-12",60.438
"1986-12-13",35.9259
"1986-12-14",35.6774
"1986-12-15",33.7011
"1986-12-16",36.9377
"1986-12-17",39.6229
"1986-12-18",42.1866
"1986-12-19",33.7162
"1986-12-20",35.3673
"1986-12-21",34.9446
"1986-12-22",32.9402
"1986-12-23",41.0211
"1986-12-24",66.697
"1986-12-25",48.2075
"1986-12-26",41.7233
"1986-12-27",44.2922
"1986-12-28",42.875
"1986-12-29",37.3996
"1986-12-30",38.3468
"1986-12-31",36.9589
"1987-01-01",68.6246
"1987-01-02",40.3552
"1987-01-03",35.272
"1987-01-04",36.2904
"1987-01-05",32.3495
"1987-01-06",34.5378
"1987-01-07",36.354
"1987-01-08",31.5445
"1987-01-09",34.0267
"1987-01-10",39.8785
"1987-01-11",35.5685
"1987-01-12",30.2596
"1987-01-13",31.5327
"1987-01-14",32.5633
"1987-01-15",38.7819
"1987-01-16",52.2308
"1987-01-17",50.6134
"1987-01-18",52.5656
"1987-01-19",64.6261
"1987-01-20",42.5157
"1987-01-21",37.4252
"1987-01-22",39.2106
"1987-01-23",28.5477
"1987-01-24",30.8913
"1987-01-25",49.4722
"1987-01-26",49.8625
"1987-01-27",39.9092
"1987-01-28",40.2721
"1987-01-29",39.7876
"1987-01-30",48.1754
"1987-01-31",34.4667
"1987-02-01",37.6691
"1987-02-02",48.8439
"1987-02-03",39.6027
"1987-02-04",33.0873
"1987-02-05",29.614
"1987-02-06",37.2933
"1987-02-07",29.0483
"1987-02-08",32.469
"1987-02-09",25.4008
"1987-02-10",18.7489
"1987-02-11",24.0579
"1987-02-12",27.4393
"1987-02-13",28.1797
"1987-02-14",33.5726
"1987-02-15",42.4976
"1987-02-16",46.4736
"1987-02-17",65.8067
"1987-02-18",55.4952
"1987-02-19",36.0193
"1987-02-20",23.179
"1987-02-21",26.2998
"1987-02-22",40.6211
"1987-02-23",34.8725
"1987-02-24",27.6694
"1987-02-25",31.7404
"1987-02-26",27.2126
"1987-02-27",37.6362
"1987-02-28",70.9183
"1987-03-01",38.8245
"1987-03-02",26.7065
"1987-03-03",27.304
"1987-03-04",24.563
"1987-03-05",30.6587
"1987-03-06",31.1153
"1987-03-07",32.0097
"1987-03-08",31.3343
"1987-03-09",43.2612
"1987-03-10",43.1613
"1987-03-11",25.4505
"1987-03-12",39.8941
"1987-03-13",30.0122
"1987-03-14",26.8706
"1987-03-15",30.2231
"1987-03-16",31.6148
"1987-03-17",31.3348
"1987-03-18",29.2464
"1987-03-19",29.9674
"1987-03-20",33.1789
"1987-03-21",25.1987
"1987-03-22",29.5744
"1987-03-23",32.5445
"1987-03-24",34.1985
"1987-03-25",34.1792
"1987-03-26",41.2083
"1987-03-27",43.635
"1987-03-28",39.1974
"1987-03-29",41.0885
"1987-03-30",51.8671
"1987-03-31",36.3072
"1987-04-01",28.7798
"1987-04-02",35.9897
"1987-04-03",40.8503
"1987-04-04",35.1819
"1987-04-05",38.9352
"1987-04-06",36.5706
"1987-04-07",36.753
"1987-04-08",34.1764
"1987-04-09",28.2761
"1987-04-10",24.3762
"1987-04-11",27.5227
"1987-04-12",38.855
"1987-04-13",25.5478
"1987-04-14",27.5599
"1987-04-15",51.2185
"1987-04-16",38.4434
"1987-04-17",39.5236
"1987-04-18",41.0683
"1987-04-19",45.0122
"1987-04-20",45.2481
"1987-04-21",44.6483
"1987-04-22",39.9642
"1987-04-23",37.9237
"1987-04-24",43.5511
"1987-04-25",47.2181
"1987-04-26",39.5983
"1987-04-27",27.7464
"1987-04-28",26.5829
"1987-04-29",26.1766
"1987-04-30",29.5511
"1987-05-01",31.5559
"1987-05-02",29.4285
"1987-05-03",31.1774
"1987-05-04",35.8404
"1987-05-05",36.1428
"1987-05-06",40.8069
"1987-05-07",42.2351
"1987-05-08",35.729
"1987-05-09",26.1029
"1987-05-10",30.6119
"1987-05-11",32.9662
"1987-05-12",38.328
"1987-05-13",45.2531
"1987-05-14",48.9279
"1987-05-15",49.424
"1987-05-16",45.4309
"1987-05-17",38.4846
"1987-05-18",38.0521
"1987-05-19",38.7286
"1987-05-20",48.6086
"1987-05-21",49.1146
"1987-05-22",47.6685
"1987-05-23",46.3516
"1987-05-24",44.4849
"1987-05-25",40.5057
"1987-05-26",42.4003
"1987-05-27",50.0726
"1987-05-28",46.5268
"1987-05-29",40.8798
"1987-05-30",43.853
"1987-05-31",41.3456
"1987-06-01",44.7226
"1987-06-02",46.0694
"1987-06-03",43.4206
"1987-06-04",43.1854
"1987-06-05",36.5224
"1987-06-06",30.7233
"1987-06-07",33.2552
"1987-06-08",36.8122
"1987-06-09",33.5789
"1987-06-10",34.5699
"1987-06-11",43.0834
"1987-06-12",34.8862
"1987-06-13",35.2864
"1987-06-14",51.3894
"1987-06-15",48.1238
"1987-06-16",46.3686
"1987-06-17",47.6943
"1987-06-18",47.9732
"1987-06-19",52.1312
"1987-06-20",50.4018
"1987-06-21",51.2352
"1987-06-22",46.6806
"1987-06-23",48.1661
"1987-06-24",49.9877
"1987-06-25",52.7466
"1987-06-26",50.5412
"1987-06-27",37.9734
"1987-06-28",31.2974
"1987-06-29",37.5814
"1987-06-30",42.9781
"1987-07-01",47.0316
"1987-07-02",46.5861
"1987-07-03",50.5366
"1987-07-04",52.1143
"1987-07-05",48.8039
"1987-07-06",44.0541
"1987-07-07",40.6356
"1987-07-08",38.0978
"1987-07-09",43.2673
"1987-07-10",42.1716
"1987-07-11",41.6222
"1987-07-12",44.582
"1987-07-13",44.8859
"1987-07-14",46.0619
"1987-07-15",46.4072
"1987-07-16",38.9697
"1987-07-17",38.986
"1987-07-18",40.1587
"1987-07-19",34.6754
"1987-07-20",31.8959
"1987-07-21",32.7804
"1987-07-22",33.1235
"1987-07-23",33.3938
"1987-07-24",38.9873
"1987-07-25",39.3657
"1987-07-26",37.0511
"1987-07-27",37.8041
"1987-07-28",35.0437
"1987-07-29",37.3456
"1987-07-30",43.4787
"1987-07-31",43.0027
"1987-08-01",48.0367
"1987-08-02",52.2319
"1987-08-03",50.3543
"1987-08-04",49.7115
"1987-08-05",46.345
"1987-08-06",45.0788
"1987-08-07",48.5709
"1987-08-08",49.4843
"1987-08-09",52.862
"1987-08-10",44.8035
"1987-08-11",45.87
"1987-08-12",46.8531
"1987-08-13",42.9253
"1987-08-14",46.3984
"1987-08-15",49.6304
"1987-08-16",51.853
"1987-08-17",51.0921
"1987-08-18",40.825
"1987-08-19",42.0715
"1987-08-20",40.5405
"1987-08-21",42.3763
"1987-08-22",38.7904
"1987-08-23",38.9988
"1987-08-24",40.8389
"1987-08-25",52.721
"1987-08-26",48.6679
"1987-08-27",40.6966
"1987-08-28",41.192
"1987-08-29",41.8822
"1987-08-30",46.15
"1987-08-31",51.8525
"1987-09-01",43.597
"1987-09-02",50.3431
"1987-09-03",44.2022
"1987-09-04",46.7029
"1987-09-05",73.2597
"1987-09-06",59.2352
"1987-09-07",53.8151
"1987-09-08",59.8447
"1987-09-09",54.55
"1987-09-10",52.7694
"1987-09-11",55.4436
"1987-09-12",54.0298
"1987-09-13",57.5325
"1987-09-14",51.8407
"1987-09-15",44.2552
"1987-09-16",47.3511
"1987-09-17",52.4807
"1987-09-18",43.4285
"1987-09-19",43.8155
"1987-09-20",52.1899
"1987-09-21",41.1947
"1987-09-22",32.7461
"1987-09-23",30.9787
"1987-09-24",36.7946
"1987-09-25",38.3049
"1987-09-26",40.2013
"1987-09-27",42.1469
"1987-09-28",43.4827
"1987-09-29",44.3614
"1987-09-30",45.9649
"1987-10-01",24.04
"1987-10-02",34.8213
"1987-10-03",35.0648
"1987-10-04",30.3762
"1987-10-05",33.0105
"1987-10-06",37.9116
"1987-10-07",33.6533
"1987-10-08",28.6137
"1987-10-09",32.5591
"1987-10-10",35.3511
"1987-10-11",34.1695
"1987-10-12",33.5092
"1987-10-13",35.3563
"1987-10-14",42.072
"1987-10-15",36.434
"1987-10-16",28.9145
"1987-10-17",32.8327
"1987-10-18",31.5177
"1987-10-19",33.8399
"1987-10-20",40.3294
"1987-10-21",28.0103
"1987-10-22",21.9266
"1987-10-23",27.7132
"1987-10-24",32.5175
"1987-10-25",32.1842
"1987-10-26",24.9075
"1987-10-27",28.6485
"1987-10-28",31.1249
"1987-10-29",26.8543
"1987-10-30",28.6539
"1987-10-31",29.1067
"1987-11-01",32.9713
"1987-11-02",33.3845
"1987-11-03",40.4568
"1987-11-04",41.8891
"1987-11-05",30.053
"1987-11-06",16.4527
"1987-11-07",17.6949
"1987-11-08",22.7557
"1987-11-09",41.5148
"1987-11-10",43.2124
"1987-11-11",66.767
"1987-11-12",28.721
"1987-11-13",26.7946
"1987-11-14",26.8035
"1987-11-15",28.9819
"1987-11-16",35.9748
"1987-11-17",48.7685
"1987-11-18",33.8936
"1987-11-19",28.4879
"1987-11-20",29.4669
"1987-11-21",24.8117
"1987-11-22",23.2866
"1987-11-23",26.689
"1987-11-24",38.3779
"1987-11-25",43.2945
"1987-11-26",53.8791
"1987-11-27",64.6749
"1987-11-28",69.8612
"1987-11-29",61.3243
"1987-11-30",42.7813
"1987-12-01",38.7595
"1987-12-02",31.544
"1987-12-03",33.3303
"1987-12-04",36.2041
"1987-12-05",34.5187
"1987-12-06",31.5587
"1987-12-07",32.1048
"1987-12-08",38.7656
"1987-12-09",48.866
"1987-12-10",55.0955
"1987-12-11",34.6906
"1987-12-12",27.3767
"1987-12-13",22.689
"1987-12-14",27.8298
"1987-12-15",43.0218
"1987-12-16",32.5344
"1987-12-17",34.2832
"1987-12-18",31.4055
"1987-12-19",36.168
"1987-12-20",43.2181
"1987-12-21",61.1615
"1987-12-22",61.9817
"1987-12-23",36.6282
"1987-12-24",39.8142
"1987-12-25",64.0997
"1987-12-26",55.6909
"1987-12-27",59.6153
"1987-12-28",67.4093
"1987-12-29",35.7438
"1987-12-30",24.7381
"1987-12-31",29.852
"1988-01-01",57.9568
"1988-01-02",51.0174
"1988-01-03",54.5887
"1988-01-04",54.0716
"1988-01-05",18.1362
"1988-01-06",13.3172
"1988-01-07",9.3667
"1988-01-08",65.8139
"1988-01-09",61.9858
"1988-01-10",54.5005
"1988-01-11",53.8324
"1988-01-12",42.1817
"1988-01-13",44.0116
"1988-01-14",25.7848
"1988-01-15",29.4212
"1988-01-16",40.0318
"1988-01-17",42.9248
"1988-01-18",50.346
"1988-01-19",52.2066
"1988-01-20",59.5411
"1988-01-21",43.3595
"1988-01-22",38.1972
"1988-01-23",33.2542
"1988-01-24",30.9335
"1988-01-25",32.8498
"1988-01-26",29.7415
"1988-01-27",29.6073
"1988-01-28",29.1016
"1988-01-29",32.2332
"1988-01-30",39.8771
"1988-01-31",44.6415
"1988-02-01",45.1631
"1988-02-02",46.1145
"1988-02-03",54.6746
"1988-02-04",52.3805
"1988-02-05",29.533
"1988-02-06",17.4943
"1988-02-07",23.1496
"1988-02-08",25.6575
"1988-02-09",30.5243
"1988-02-10",31.5701
"1988-02-11",31.4142
"1988-02-12",48.881
"1988-02-13",21.808
"1988-02-14",24.7134
"1988-02-15",35.4751
"1988-02-16",34.6154
"1988-02-17",31.564
"1988-02-18",27.8263
"1988-02-19",27.5713
"1988-02-20",44.158
"1988-02-21",23.1654
"1988-02-22",23.9438
"1988-02-23",32.8235
"1988-02-24",24.3199
"1988-02-25",22.9427
"1988-02-26",23.2852
"1988-02-27",30.2285
"1988-02-28",27.9147
"1988-02-29",27.0867
"1988-03-01",21.4648
"1988-03-02",25.5331
"1988-03-03",31.7064
"1988-03-04",50.0114
"1988-03-05",36.1095
"1988-03-06",27.5614
"1988-03-07",25.0588
"1988-03-08",24.6193
"1988-03-09",41.1625
"1988-03-10",50.5197
"1988-03-11",28.912
"1988-03-12",33.8549
"1988-03-13",34.7201
"1988-03-14",29.8156
"1988-03-15",25.2417
"1988-03-16",29.5492
"1988-03-17",32.8562
"1988-03-18",37.0611
"1988-03-19",35.2732
"1988-03-20",28.1959
"1988-03-21",31.0025
"1988-03-22",32.7916
"1988-03-23",41.2062
"1988-03-24",39.3587
"1988-03-25",42.2156
"1988-03-26",47.5092
"1988-03-27",22.6383
"1988-03-28",25.3273
"1988-03-29",29.2184
"1988-03-30",30.7914
